,회사명,거래소코드,회계년도,이자보상배율,부실기업,이보배2,회생기업2
1982,신흥,4080,17-Dec,5.01,0,1.36,
1983,신흥,4080,18-Dec,1.36,0,3.89,
1984,신흥,4080,19-Dec,3.89,0,,
1985,심텍,222800,15-Dec,4.5,0,4.87,
1986,심텍,222800,16-Dec,4.87,0,4.16,
1987,심텍,222800,17-Dec,4.16,0,2.69,
1988,심텍,222800,18-Dec,2.69,0,-1.35,
1989,심텍,222800,19-Dec,-1.35,0,,
1990,심텍홀딩스,36710,11-Dec,6.44,0,6.62,
1991,심텍홀딩스,36710,12-Dec,6.62,0,-3.87,
1992,심텍홀딩스,36710,13-Dec,-3.87,0,1.2,
1993,심텍홀딩스,36710,14-Dec,1.2,0,1.61,
1994,심텍홀딩스,36710,15-Dec,1.61,0,3.76,
1995,심텍홀딩스,36710,16-Dec,3.76,0,3.36,
1996,심텍홀딩스,36710,17-Dec,3.36,0,2.55,
1997,심텍홀딩스,36710,18-Dec,2.55,0,-1.24,
1998,심텍홀딩스,36710,19-Dec,-1.24,0,,
1999,싸이토젠,217330,18-Dec,-300.72,0,-94.69,
2000,싸이토젠,217330,19-Dec,-94.69,1,,
2001,쌍방울,102280,11-Dec,4.38,0,2.82,
2002,쌍방울,102280,12-Dec,2.82,0,-0.12,
2003,쌍방울,102280,13-Dec,-0.12,0,0.13,
2004,쌍방울,102280,14-Dec,0.13,1,0.52,
2005,쌍방울,102280,15-Dec,0.52,1,-9.13,
2006,쌍방울,102280,16-Dec,-9.13,1,-14.15,
2007,쌍방울,102280,17-Dec,-14.15,1,0.32,
2008,쌍방울,102280,18-Dec,0.32,1,-2.93,
2009,쌍방울,102280,19-Dec,-2.93,1,,
2010,쎄니트,37760,11-Dec,-1.6,0,1.63,
2011,쎄니트,37760,12-Dec,1.63,0,3.11,
2012,쎄니트,37760,13-Dec,3.11,0,4.41,
2013,쎄니트,37760,14-Dec,4.41,0,5.71,
2014,쎄니트,37760,15-Dec,5.71,0,5.56,
2015,쎄니트,37760,16-Dec,5.56,0,4.86,
2016,쎄니트,37760,17-Dec,4.86,0,3.63,
2017,쎄니트,37760,18-Dec,3.63,0,3.1,
2018,쎄니트,37760,19-Dec,3.1,0,,
2019,쎌마테라퓨틱스,15540,11-Dec,-6.83,0,-13.71,
2020,쎌마테라퓨틱스,15540,12-Dec,-13.71,1,-49.39,
2021,쎌마테라퓨틱스,15540,13-Dec,-49.39,1,-87.91,
2022,쎌마테라퓨틱스,15540,14-Dec,-87.91,1,-9.64,
2023,쎌마테라퓨틱스,15540,15-Dec,-9.64,1,-2.49,
2024,쎌마테라퓨틱스,15540,16-Dec,-2.49,1,-11.62,
2025,쎌마테라퓨틱스,15540,17-Dec,-11.62,1,-15.27,
2026,쎌마테라퓨틱스,15540,18-Dec,-15.27,1,-3.31,
2027,쎌마테라퓨틱스,15540,19-Dec,-3.31,1,,
2028,쏠리드,50890,11-Dec,-1.35,0,2.25,
2029,쏠리드,50890,12-Dec,2.25,0,4.6,
2030,쏠리드,50890,13-Dec,4.6,0,5.38,
2031,쏠리드,50890,14-Dec,5.38,0,1.37,
2032,쏠리드,50890,15-Dec,1.37,0,-5.95,
2033,쏠리드,50890,16-Dec,-5.95,0,2.11,
2034,쏠리드,50890,17-Dec,2.11,0,0.17,
2035,쏠리드,50890,18-Dec,0.17,0,-1.32,
2036,쏠리드,50890,19-Dec,-1.32,1,,
2037,씨씨에스충북방송,66790,11-Dec,0.71,0,0.37,
2038,씨씨에스충북방송,66790,12-Dec,0.37,1,-0.96,
2039,씨씨에스충북방송,66790,13-Dec,-0.96,1,-6.2,
2040,씨씨에스충북방송,66790,14-Dec,-6.2,1,-0.82,
2041,씨씨에스충북방송,66790,15-Dec,-0.82,1,-1.7,
2042,씨씨에스충북방송,66790,16-Dec,-1.7,1,-2.14,
2043,씨씨에스충북방송,66790,17-Dec,-2.14,1,-10.49,
2044,씨씨에스충북방송,66790,18-Dec,-10.49,1,1.35,
2045,씨씨에스충북방송,66790,19-Dec,1.35,0,,
2046,씨아이테크,4920,11-Dec,-37.97,0,-123.22,
2047,씨아이테크,4920,12-Dec,-123.22,1,-5.7,
2048,씨아이테크,4920,13-Dec,-5.7,1,-3.74,
2049,씨아이테크,4920,14-Dec,-3.74,1,2.29,
2050,씨아이테크,4920,15-Dec,2.29,0,-1.99,
2051,씨아이테크,4920,16-Dec,-1.99,0,-5.71,
2052,씨아이테크,4920,17-Dec,-5.71,1,-3.53,
2053,씨아이테크,4920,18-Dec,-3.53,1,-7.09,
2054,씨아이테크,4920,19-Dec,-7.09,1,,
2055,씨에스,65770,11-Dec,-1.31,0,-0.25,
2056,씨에스,65770,12-Dec,-0.25,1,-4.59,
2057,씨에스,65770,13-Dec,-4.59,1,0.68,
2058,씨에스,65770,14-Dec,0.68,1,-4.15,
2059,씨에스,65770,15-Dec,-4.15,1,-0.18,
2060,씨에스,65770,16-Dec,-0.18,1,2.16,
2061,씨에스,65770,17-Dec,2.16,0,7777,
2062,씨에스,65770,18-Dec,7777,0,-77.92,
2063,씨에스,65770,19-Dec,-77.92,0,,
2064,씨에스에이코스믹,83660,11-Dec,-2.27,0,-2.21,
2065,씨에스에이코스믹,83660,12-Dec,-2.21,1,-1.58,
2066,씨에스에이코스믹,83660,13-Dec,-1.58,1,-1.44,
2067,씨에스에이코스믹,83660,14-Dec,-1.44,1,1.07,
2068,씨에스에이코스믹,83660,15-Dec,1.07,0,-3.95,
2069,씨에스에이코스믹,83660,16-Dec,-3.95,0,-49.55,
2070,씨에스에이코스믹,83660,17-Dec,-49.55,1,0.15,
2071,씨에스에이코스믹,83660,18-Dec,0.15,1,-20.75,
2072,씨에스에이코스믹,83660,19-Dec,-20.75,1,,
2073,씨엔플러스,115530,11-Dec,31.87,0,7.78,
2074,씨엔플러스,115530,12-Dec,7.78,0,-1.35,
2075,씨엔플러스,115530,13-Dec,-1.35,0,-12.81,
2076,씨엔플러스,115530,14-Dec,-12.81,1,-5.9,
2077,씨엔플러스,115530,15-Dec,-5.9,1,-5.19,
2078,씨엔플러스,115530,16-Dec,-5.19,1,-0.28,
2079,씨엔플러스,115530,17-Dec,-0.28,1,-3.63,
2080,씨엔플러스,115530,18-Dec,-3.63,1,-1.01,
2081,씨엔플러스,115530,19-Dec,-1.01,1,,
2082,씨유메디칼시스템,115480,11-Dec,56.22,0,16.92,
2083,씨유메디칼시스템,115480,12-Dec,16.92,0,0.08,
2084,씨유메디칼시스템,115480,13-Dec,0.08,0,-0.6,
2085,씨유메디칼시스템,115480,14-Dec,-0.6,1,1.6,
2086,씨유메디칼시스템,115480,15-Dec,1.6,0,0.58,
2087,씨유메디칼시스템,115480,16-Dec,0.58,0,-2.2,
2088,씨유메디칼시스템,115480,17-Dec,-2.2,1,2.41,
2089,씨유메디칼시스템,115480,18-Dec,2.41,0,0.47,1
2090,씨유메디칼시스템,115480,19-Dec,0.47,0,,
2091,씨티씨바이오,60590,11-Dec,0.27,0,5.66,
2092,씨티씨바이오,60590,12-Dec,5.66,0,1.49,
2093,씨티씨바이오,60590,13-Dec,1.49,0,0.12,
2094,씨티씨바이오,60590,14-Dec,0.12,0,1.83,
2095,씨티씨바이오,60590,15-Dec,1.83,0,-1.25,
2096,씨티씨바이오,60590,16-Dec,-1.25,0,-4.7,
2097,씨티씨바이오,60590,17-Dec,-4.7,1,-1.54,
2098,씨티씨바이오,60590,18-Dec,-1.54,1,-0.79,
2099,씨티씨바이오,60590,19-Dec,-0.79,1,,
2100,아가방앤컴퍼니,13990,11-Dec,28.43,0,13.09,
2101,아가방앤컴퍼니,13990,12-Dec,13.09,0,9.64,
2102,아가방앤컴퍼니,13990,13-Dec,9.64,0,-28.74,
2103,아가방앤컴퍼니,13990,14-Dec,-28.74,0,0.58,
2104,아가방앤컴퍼니,13990,15-Dec,0.58,1,7.05,
2105,아가방앤컴퍼니,13990,16-Dec,7.05,0,-16.64,
2106,아가방앤컴퍼니,13990,17-Dec,-16.64,0,-106.56,
2107,아가방앤컴퍼니,13990,18-Dec,-106.56,1,-10.89,
2108,아가방앤컴퍼니,13990,19-Dec,-10.89,1,,
2109,아나패스,123860,11-Dec,2613.44,0,7777,
2110,아나패스,123860,12-Dec,7777,0,46.68,
2111,아나패스,123860,13-Dec,46.68,0,40.3,
2112,아나패스,123860,14-Dec,40.3,0,16.2,
2113,아나패스,123860,15-Dec,16.2,0,28.6,
2114,아나패스,123860,16-Dec,28.6,0,17.22,
2115,아나패스,123860,17-Dec,17.22,0,-16.74,
2116,아나패스,123860,18-Dec,-16.74,0,-35.82,
2117,아나패스,123860,19-Dec,-35.82,1,,
2118,아난티,25980,11-Dec,-6.29,0,-0.54,
2119,아난티,25980,12-Dec,-0.54,1,-0.66,
2120,아난티,25980,13-Dec,-0.66,1,3.82,
2121,아난티,25980,14-Dec,3.82,0,22.01,
2122,아난티,25980,15-Dec,22.01,0,19.01,
2123,아난티,25980,16-Dec,19.01,0,1.28,
2124,아난티,25980,17-Dec,1.28,0,1.08,
2125,아난티,25980,18-Dec,1.08,0,0.31,
2126,아난티,25980,19-Dec,0.31,0,,
2127,아리온테크놀로지,58220,11-Dec,21.5,0,41.73,
2128,아리온테크놀로지,58220,12-Dec,41.73,0,9.32,
2129,아리온테크놀로지,58220,13-Dec,9.32,0,4.36,
2130,아리온테크놀로지,58220,14-Dec,4.36,0,10.65,
2131,아리온테크놀로지,58220,15-Dec,10.65,0,-20.97,
2132,아리온테크놀로지,58220,16-Dec,-20.97,0,-7.79,
2133,아리온테크놀로지,58220,17-Dec,-7.79,1,-1.41,
2134,아리온테크놀로지,58220,18-Dec,-1.41,1,0.36,
2135,아리온테크놀로지,58220,19-Dec,0.36,1,,
2136,아모텍,52710,11-Dec,0.02,0,2.67,
2137,아모텍,52710,12-Dec,2.67,0,3.52,
2138,아모텍,52710,13-Dec,3.52,0,0.42,
2139,아모텍,52710,14-Dec,0.42,0,4.13,
2140,아모텍,52710,15-Dec,4.13,0,6.67,
2141,아모텍,52710,16-Dec,6.67,0,10.55,
2142,아모텍,52710,17-Dec,10.55,0,2.72,
2143,아모텍,52710,18-Dec,2.72,0,1.39,
2144,아모텍,52710,19-Dec,1.39,0,,
2145,아미노로직스,74430,11-Dec,-10.38,0,-7.14,
2146,아미노로직스,74430,12-Dec,-7.14,1,-9.36,
2147,아미노로직스,74430,13-Dec,-9.36,1,-27.93,
2148,아미노로직스,74430,14-Dec,-27.93,1,20.33,
2149,아미노로직스,74430,15-Dec,20.33,0,45.77,
2150,아미노로직스,74430,16-Dec,45.77,0,63.25,
2151,아미노로직스,74430,17-Dec,63.25,0,245.9,
2152,아미노로직스,74430,18-Dec,245.9,0,-19.35,
2153,아미노로직스,74430,19-Dec,-19.35,0,,
2154,아바코,83930,11-Dec,44.14,0,-3.13,
2155,아바코,83930,12-Dec,-3.13,0,49.49,
2156,아바코,83930,13-Dec,49.49,0,532.43,
2157,아바코,83930,14-Dec,532.43,0,7777,
2158,아바코,83930,15-Dec,7777,0,592.25,
2159,아바코,83930,16-Dec,592.25,0,21.81,
2160,아바코,83930,17-Dec,21.81,0,525.99,
2161,아바코,83930,18-Dec,525.99,0,245.72,
2162,아바코,83930,19-Dec,245.72,0,,
2163,아센디오,12170,11-Dec,13.19,0,-1.32,
2164,아센디오,12170,12-Dec,-1.32,0,-4.15,
2165,아센디오,12170,13-Dec,-4.15,1,-3.38,
2166,아센디오,12170,14-Dec,-3.38,1,-1.05,
2167,아센디오,12170,15-Dec,-1.05,1,-3.15,
2168,아센디오,12170,16-Dec,-3.15,1,-1.15,
2169,아센디오,12170,17-Dec,-1.15,1,-3.29,
2170,아센디오,12170,18-Dec,-3.29,1,-1.93,
2171,아센디오,12170,19-Dec,-1.93,1,,
2172,아스타,246720,17-Dec,-47.72,0,-22.95,
2173,아스타,246720,18-Dec,-22.95,1,-20.34,
2174,아스타,246720,19-Dec,-20.34,1,,
2175,아스트,67390,14-Dec,-0.83,0,1.56,
2176,아스트,67390,15-Dec,1.56,0,2.34,
2177,아스트,67390,16-Dec,2.34,0,1.75,
2178,아스트,67390,17-Dec,1.75,0,1.48,
2179,아스트,67390,18-Dec,1.48,0,1.36,
2180,아스트,67390,19-Dec,1.36,0,,
2181,아우딘퓨쳐스,227610,17-Dec,-8.22,0,665.52,
2182,아우딘퓨쳐스,227610,18-Dec,665.52,0,-151.48,
2183,아우딘퓨쳐스,227610,19-Dec,-151.48,0,,
2184,아이디스,143160,11-Dec,7777,0,21.61,
2185,아이디스,143160,12-Dec,21.61,0,88.83,
2186,아이디스,143160,13-Dec,88.83,0,7777,
2187,아이디스,143160,14-Dec,7777,0,7777,
2188,아이디스,143160,15-Dec,7777,0,-9.11,
2189,아이디스,143160,16-Dec,-9.11,0,-7777,
2190,아이디스,143160,17-Dec,-7777,1,7777,
2191,아이디스,143160,18-Dec,7777,0,16.75,
2192,아이디스,143160,19-Dec,16.75,0,,
2193,아이씨디,40910,16-Dec,28.68,0,14.78,
2194,아이씨디,40910,17-Dec,14.78,0,14.79,
2195,아이씨디,40910,18-Dec,14.79,0,10.5,
2196,아이씨디,40910,19-Dec,10.5,0,,
2197,아이앤씨테크놀로지,52860,11-Dec,7777,0,-7777,
2198,아이앤씨테크놀로지,52860,12-Dec,-7777,0,-47.48,
2199,아이앤씨테크놀로지,52860,13-Dec,-47.48,1,-45.07,
2200,아이앤씨테크놀로지,52860,14-Dec,-45.07,1,-24.48,
2201,아이앤씨테크놀로지,52860,15-Dec,-24.48,1,1.35,
2202,아이앤씨테크놀로지,52860,16-Dec,1.35,0,17.55,
2203,아이앤씨테크놀로지,52860,17-Dec,17.55,0,3.26,
2204,아이앤씨테크놀로지,52860,18-Dec,3.26,0,11.48,
2205,아이앤씨테크놀로지,52860,19-Dec,11.48,0,,
2206,아이에스이커머스,69920,11-Dec,0,0,-6.45,
2207,아이에스이커머스,69920,12-Dec,-6.45,0,-3.27,
2208,아이에스이커머스,69920,13-Dec,-3.27,1,0.23,
2209,아이에스이커머스,69920,14-Dec,0.23,1,-6.36,
2210,아이에스이커머스,69920,15-Dec,-6.36,1,-0.57,
2211,아이에스이커머스,69920,16-Dec,-0.57,1,-7.34,
2212,아이에스이커머스,69920,17-Dec,-7.34,1,-9.41,
2213,아이에스이커머스,69920,18-Dec,-9.41,1,-3.2,
2214,아이에스이커머스,69920,19-Dec,-3.2,1,,
2215,아이에이,38880,11-Dec,-9.2,0,-3.4,
2216,아이에이,38880,12-Dec,-3.4,1,-0.29,
2217,아이에이,38880,13-Dec,-0.29,1,1.26,
2218,아이에이,38880,14-Dec,1.26,0,3.51,
2219,아이에이,38880,15-Dec,3.51,0,1.75,
2220,아이에이,38880,16-Dec,1.75,0,-2.85,
2221,아이에이,38880,17-Dec,-2.85,0,-0.53,
2222,아이에이,38880,18-Dec,-0.53,1,1.51,
2223,아이에이,38880,19-Dec,1.51,0,,1
2224,아이에이치큐,3560,11-Dec,-1.27,0,18.7,
2225,아이에이치큐,3560,12-Dec,18.7,0,-0.7,
2226,아이에이치큐,3560,13-Dec,-0.7,0,-3.99,
2227,아이에이치큐,3560,14-Dec,-3.99,1,24.04,
2228,아이에이치큐,3560,15-Dec,24.04,0,45.38,
2229,아이에이치큐,3560,16-Dec,45.38,0,127.55,
2230,아이에이치큐,3560,17-Dec,127.55,0,181.07,
2231,아이에이치큐,3560,18-Dec,181.07,0,-21.7,
2232,아이에이치큐,3560,19-Dec,-21.7,0,,
2233,아이엠,101390,11-Dec,4.97,0,-0.04,
2234,아이엠,101390,12-Dec,-0.04,0,2.32,
2235,아이엠,101390,13-Dec,2.32,0,-3,
2236,아이엠,101390,14-Dec,-3,0,3.78,
2237,아이엠,101390,15-Dec,3.78,0,-6.9,
2238,아이엠,101390,16-Dec,-6.9,0,0.77,
2239,아이엠,101390,17-Dec,0.77,1,-1.76,
2240,아이엠,101390,18-Dec,-1.76,1,-3.57,
2241,아이엠,101390,19-Dec,-3.57,1,,
2242,아이오케이컴퍼니,78860,11-Dec,2.71,0,5.26,
2243,아이오케이컴퍼니,78860,12-Dec,5.26,0,-1.21,
2244,아이오케이컴퍼니,78860,13-Dec,-1.21,0,-32.25,
2245,아이오케이컴퍼니,78860,14-Dec,-32.25,1,2.27,
2246,아이오케이컴퍼니,78860,15-Dec,2.27,0,-2.08,
2247,아이오케이컴퍼니,78860,16-Dec,-2.08,0,-0.45,
2248,아이오케이컴퍼니,78860,17-Dec,-0.45,1,-1.13,
2249,아이오케이컴퍼니,78860,18-Dec,-1.13,1,0.07,
2250,아이오케이컴퍼니,78860,19-Dec,0.07,1,,
2251,아이윈,90150,11-Dec,3.03,0,2.94,
2252,아이윈,90150,12-Dec,2.94,0,1.34,
2253,아이윈,90150,13-Dec,1.34,0,1.66,
2254,아이윈,90150,14-Dec,1.66,0,1.26,
2255,아이윈,90150,15-Dec,1.26,0,1.49,
2256,아이윈,90150,16-Dec,1.49,0,-3.59,
2257,아이윈,90150,17-Dec,-3.59,0,-2.38,
2258,아이윈,90150,18-Dec,-2.38,1,2.83,
2259,아이윈,90150,19-Dec,2.83,0,,
2260,아이윈플러스,123010,16-Dec,0.06,0,-7.82,
2261,아이윈플러스,123010,17-Dec,-7.82,1,-10.03,
2262,아이윈플러스,123010,18-Dec,-10.03,1,-7.64,
2263,아이윈플러스,123010,19-Dec,-7.64,1,,
2264,아이즈비전,31310,11-Dec,-7.38,0,-6.02,
2265,아이즈비전,31310,12-Dec,-6.02,1,16.64,
2266,아이즈비전,31310,13-Dec,16.64,0,14.66,
2267,아이즈비전,31310,14-Dec,14.66,0,5.36,
2268,아이즈비전,31310,15-Dec,5.36,0,15.53,
2269,아이즈비전,31310,16-Dec,15.53,0,25.06,
2270,아이즈비전,31310,17-Dec,25.06,0,32.09,
2271,아이즈비전,31310,18-Dec,32.09,0,-2.1,
2272,아이즈비전,31310,19-Dec,-2.1,0,,
2273,아이컴포넌트,59100,11-Dec,1.11,0,-1.14,
2274,아이컴포넌트,59100,12-Dec,-1.14,0,-1,
2275,아이컴포넌트,59100,13-Dec,-1,1,-0.64,
2276,아이컴포넌트,59100,14-Dec,-0.64,1,5.32,
2277,아이컴포넌트,59100,15-Dec,5.32,0,5.13,
2278,아이컴포넌트,59100,16-Dec,5.13,0,-6.08,
2279,아이컴포넌트,59100,17-Dec,-6.08,0,-5.44,
2280,아이컴포넌트,59100,18-Dec,-5.44,1,-2.43,
2281,아이컴포넌트,59100,19-Dec,-2.43,1,,
2282,아이톡시,52770,11-Dec,-4.31,0,0.27,
2283,아이톡시,52770,12-Dec,0.27,1,9.03,
2284,아이톡시,52770,13-Dec,9.03,0,-6.56,
2285,아이톡시,52770,14-Dec,-6.56,0,7.41,
2286,아이톡시,52770,15-Dec,7.41,0,-1.76,
2287,아이톡시,52770,16-Dec,-1.76,0,-19.36,
2288,아이톡시,52770,17-Dec,-19.36,1,-21.12,
2289,아이톡시,52770,18-Dec,-21.12,1,-15.73,
2290,아이톡시,52770,19-Dec,-15.73,1,,
2291,아이티센,124500,16-Dec,-1.71,0,1.14,
2292,아이티센,124500,17-Dec,1.14,0,2.31,
2293,아이티센,124500,18-Dec,2.31,0,3.73,
2294,아이티센,124500,19-Dec,3.73,0,,
2295,아이티엑스에이아이,99520,11-Dec,-0.6,0,1.09,
2296,아이티엑스에이아이,99520,12-Dec,1.09,0,3.64,
2297,아이티엑스에이아이,99520,13-Dec,3.64,0,-4.69,
2298,아이티엑스에이아이,99520,14-Dec,-4.69,0,-22.96,
2299,아이티엑스에이아이,99520,15-Dec,-22.96,1,-8.77,
2300,아이티엑스에이아이,99520,16-Dec,-8.77,1,1.01,
2301,아이티엑스에이아이,99520,17-Dec,1.01,0,-11.62,
2302,아이티엑스에이아이,99520,18-Dec,-11.62,0,-7.82,
2303,아이티엑스에이아이,99520,19-Dec,-7.82,1,,
2304,아즈텍더블유비이,32080,11-Dec,7.2,0,1.87,
2305,아즈텍더블유비이,32080,12-Dec,1.87,0,-1.94,
2306,아즈텍더블유비이,32080,13-Dec,-1.94,0,2.56,
2307,아즈텍더블유비이,32080,14-Dec,2.56,0,7.99,
2308,아즈텍더블유비이,32080,15-Dec,7.99,0,26.61,
2309,아즈텍더블유비이,32080,16-Dec,26.61,0,-23.17,
2310,아즈텍더블유비이,32080,17-Dec,-23.17,0,7.71,
2311,아즈텍더블유비이,32080,18-Dec,7.71,0,7.9,
2312,아즈텍더블유비이,32080,19-Dec,7.9,0,,
2313,안트로젠,65660,16-Dec,7777,0,3.21,
2314,안트로젠,65660,17-Dec,3.21,0,-1.53,
2315,안트로젠,65660,18-Dec,-1.53,0,-2.66,
2316,안트로젠,65660,19-Dec,-2.66,1,,
2317,알루코,1780,11-Dec,0.99,0,0.39,
2318,알루코,1780,12-Dec,0.39,1,1.18,
2319,알루코,1780,13-Dec,1.18,0,1.36,
2320,알루코,1780,14-Dec,1.36,0,2.13,
2321,알루코,1780,15-Dec,2.13,0,2.97,
2322,알루코,1780,16-Dec,2.97,0,2.81,
2323,알루코,1780,17-Dec,2.81,0,0.66,
2324,알루코,1780,18-Dec,0.66,0,0.62,
2325,알루코,1780,19-Dec,0.62,1,,
2326,알에프세미,96610,11-Dec,20.01,0,9.77,
2327,알에프세미,96610,12-Dec,9.77,0,12.21,
2328,알에프세미,96610,13-Dec,12.21,0,5.23,
2329,알에프세미,96610,14-Dec,5.23,0,4.01,
2330,알에프세미,96610,15-Dec,4.01,0,4.06,
2331,알에프세미,96610,16-Dec,4.06,0,0.3,
2332,알에프세미,96610,17-Dec,0.3,0,0.52,
2333,알에프세미,96610,18-Dec,0.52,1,-0.47,
2334,알에프세미,96610,19-Dec,-0.47,1,,
2335,알에프텍,61040,11-Dec,15.94,0,21.8,
2336,알에프텍,61040,12-Dec,21.8,0,6.53,
2337,알에프텍,61040,13-Dec,6.53,0,-3.11,
2338,알에프텍,61040,14-Dec,-3.11,0,5.32,
2339,알에프텍,61040,15-Dec,5.32,0,7.66,
2340,알에프텍,61040,16-Dec,7.66,0,4.34,
2341,알에프텍,61040,17-Dec,4.34,0,1.9,
2342,알에프텍,61040,18-Dec,1.9,0,2.33,
2343,알에프텍,61040,19-Dec,2.33,0,,
2344,알테오젠,196170,14-Dec,7.41,0,18.32,
2345,알테오젠,196170,15-Dec,18.32,0,-10788.51,
2346,알테오젠,196170,16-Dec,-10788.51,0,-3313.32,
2347,알테오젠,196170,17-Dec,-3313.32,1,-311.55,
2348,알테오젠,196170,18-Dec,-311.55,1,-11.88,
2349,알테오젠,196170,19-Dec,-11.88,1,,
2350,알티캐스트,85810,13-Dec,7.06,0,50.46,
2351,알티캐스트,85810,14-Dec,50.46,0,109.1,
2352,알티캐스트,85810,15-Dec,109.1,0,9.57,
2353,알티캐스트,85810,16-Dec,9.57,0,16.17,
2354,알티캐스트,85810,17-Dec,16.17,0,8.3,
2355,알티캐스트,85810,18-Dec,8.3,0,-26.04,
2356,알티캐스트,85810,19-Dec,-26.04,0,,
2357,알파홀딩스,117670,11-Dec,25.8,0,13.51,
2358,알파홀딩스,117670,12-Dec,13.51,0,56.69,
2359,알파홀딩스,117670,13-Dec,56.69,0,3.23,
2360,알파홀딩스,117670,14-Dec,3.23,0,1.16,
2361,알파홀딩스,117670,15-Dec,1.16,0,-1.5,
2362,알파홀딩스,117670,16-Dec,-1.5,0,-8.6,
2363,알파홀딩스,117670,17-Dec,-8.6,1,-3.07,
2364,알파홀딩스,117670,18-Dec,-3.07,1,-1.1,
2365,알파홀딩스,117670,19-Dec,-1.1,1,,
2366,액토즈소프트,52790,11-Dec,7777,0,16.9,
2367,액토즈소프트,52790,12-Dec,16.9,0,20.53,
2368,액토즈소프트,52790,13-Dec,20.53,0,-114.57,
2369,액토즈소프트,52790,14-Dec,-114.57,0,26336.34,
2370,액토즈소프트,52790,15-Dec,26336.34,0,105.41,
2371,액토즈소프트,52790,16-Dec,105.41,0,26.6,
2372,액토즈소프트,52790,17-Dec,26.6,0,-4.32,
2373,액토즈소프트,52790,18-Dec,-4.32,0,43.84,
2374,액토즈소프트,52790,19-Dec,43.84,0,,
2375,앤씨앤,92600,11-Dec,48.17,0,0.49,
2376,앤씨앤,92600,12-Dec,0.49,0,-111.75,
2377,앤씨앤,92600,13-Dec,-111.75,1,-42.31,
2378,앤씨앤,92600,14-Dec,-42.31,1,140.63,
2379,앤씨앤,92600,15-Dec,140.63,0,-12.42,
2380,앤씨앤,92600,16-Dec,-12.42,0,-85.98,
2381,앤씨앤,92600,17-Dec,-85.98,1,-93.14,
2382,앤씨앤,92600,18-Dec,-93.14,1,-39.26,
2383,앤씨앤,92600,19-Dec,-39.26,1,,
2384,어스앤에어로스페이스,263540,17-Dec,7.43,0,-8.57,
2385,어스앤에어로스페이스,263540,18-Dec,-8.57,0,-22.81,
2386,어스앤에어로스페이스,263540,19-Dec,-22.81,1,,
2387,얼라인드제네틱스,238120,16-Dec,-7777,0,-7777,
2388,얼라인드제네틱스,238120,17-Dec,-7777,1,-7777,
2389,얼라인드제네틱스,238120,18-Dec,-7777,1,-4.12,
2390,얼라인드제네틱스,238120,19-Dec,-4.12,1,,
2391,에넥스,11090,11-Dec,4.88,0,-5.64,
2392,에넥스,11090,12-Dec,-5.64,0,2.83,
2393,에넥스,11090,13-Dec,2.83,0,7.51,
2394,에넥스,11090,14-Dec,7.51,0,15.92,
2395,에넥스,11090,15-Dec,15.92,0,3.56,
2396,에넥스,11090,16-Dec,3.56,0,5.54,
2397,에넥스,11090,17-Dec,5.54,0,1.41,
2398,에넥스,11090,18-Dec,1.41,0,-3.68,
2399,에넥스,11090,19-Dec,-3.68,0,,
2400,에스디생명공학,217480,17-Dec,134.81,0,25.92,
2401,에스디생명공학,217480,18-Dec,25.92,0,-28.61,
2402,에스디생명공학,217480,19-Dec,-28.61,0,,
2403,에스디시스템,121890,11-Dec,-7777,0,7777,
2404,에스디시스템,121890,12-Dec,7777,0,-7777,
2405,에스디시스템,121890,13-Dec,-7777,0,370.77,
2406,에스디시스템,121890,14-Dec,370.77,0,175.14,
2407,에스디시스템,121890,15-Dec,175.14,0,-122.18,
2408,에스디시스템,121890,16-Dec,-122.18,0,-62.23,
2409,에스디시스템,121890,17-Dec,-62.23,1,-16.49,
2410,에스디시스템,121890,18-Dec,-16.49,1,-15.6,
2411,에스디시스템,121890,19-Dec,-15.6,1,,
2412,에스비에스,34120,11-Dec,22.72,0,9.44,
2413,에스비에스,34120,12-Dec,9.44,0,7.01,
2414,에스비에스,34120,13-Dec,7.01,0,-5.86,
2415,에스비에스,34120,14-Dec,-5.86,0,12.17,
2416,에스비에스,34120,15-Dec,12.17,0,-1.89,
2417,에스비에스,34120,16-Dec,-1.89,0,4.66,
2418,에스비에스,34120,17-Dec,4.66,0,1.03,
2419,에스비에스,34120,18-Dec,1.03,0,1.97,
2420,에스비에스,34120,19-Dec,1.97,0,,
2421,에스아이리소스,65420,11-Dec,3.97,0,0.22,
2422,에스아이리소스,65420,12-Dec,0.22,0,2.16,
2423,에스아이리소스,65420,13-Dec,2.16,0,1.13,
2424,에스아이리소스,65420,14-Dec,1.13,0,2.97,
2425,에스아이리소스,65420,15-Dec,2.97,0,-7.28,
2426,에스아이리소스,65420,16-Dec,-7.28,0,2.5,
2427,에스아이리소스,65420,17-Dec,2.5,0,-0.12,
2428,에스아이리소스,65420,18-Dec,-0.12,0,1.83,
2429,에스아이리소스,65420,19-Dec,1.83,0,,
2430,에스앤더블류,103230,11-Dec,0.91,0,0.44,
2431,에스앤더블류,103230,12-Dec,0.44,1,-1.62,
2432,에스앤더블류,103230,13-Dec,-1.62,1,0.83,
2433,에스앤더블류,103230,14-Dec,0.83,1,2.42,
2434,에스앤더블류,103230,15-Dec,2.42,0,-7777,
