,회사명,거래소코드,회계년도,이자보상배율,총자산증가율,유형자산증가율,유동자산증가율,매출액증가율,재고자산증가율,자기자본증가율,순이익증가율,정상영업이익증가율,매출액총이익율,매출액순이익율,자기자본순이익율,총자본정상영업이익율,매출액정상영업이익율,총자본순이익율,총자본회전율,재고자산회전율,매출채권회전율,유형자산회전율,매입채무회전율,자기자본회전율,타인자본회전율,유동자산회전율,당좌자산회전률,순운전자본회전률,유동비율,당좌비율,현금비율,부채비율,차입금의존도,CASH_FLOW_대_부채비율,CASH_FLOW_대_매출액비율,CASH_FLOW_대_차입금비율,자기자본구성비율,차입금비율,당좌자산구성비율,유동자산구성비율,매출채권_대_매입채무비율,단기차입금_대_총차입금비율,유동부채비율,타인자본구성비율,재고자산_대_유동자산비율,재고자산_대_순운전자본비율,순운전자본비율,노동장비율,기계장비율,자본집약도,설비투자효율,총자본투자효율,부가가치율,직원감소율여부
6306,미래나노텍,95500,18-Dec,1.49,6.77,-6.2,12.14,-0.89,22.01,-0.39,-38.77,-29.57,15.47,2.48,4.19,1.32,1.39,2.35,0.95,7.11,7.02,5.87,13.15,1.7,2.14,1.66,2.16,1,157.33,119.2,46.69,86.05,33.61,3.36,1.69,4.62,53.75,62.53,44.28,58.45,205.63,77.52,69.12,46.25,24.23,66.5,21.3,0,0,0,128.81,18.7,20.4,0
6307,미래나노텍,95500,19-Dec,0.55,4.14,55.65,-6.47,4.18,14.94,6.58,-86.17,-63.64,14.45,0.57,0.56,0.46,0.49,0.54,0.94,6.27,6.34,4.94,13.92,1.72,2.06,1.69,2.31,1.01,139.77,98.14,37.29,81.07,33.11,-0.71,-0.34,-0.95,55.23,59.94,36.86,52.49,233.73,84.33,68,44.77,29.78,104.66,14.93,0,0,0,80.42,17.26,18.82,0
6308,미래산업,25560,11-Dec,-2.86,0,0,0,0,0,0,0,0,16.78,-24.69,-35.91,-12.13,-20.73,-14.44,0.58,3.97,2.82,2,4.95,1.45,0.98,1.53,2.5,0.64,72.35,44.42,2.97,148.6,38.66,-1.57,-1.6,-2.42,40.23,96.1,23.4,38.12,175.44,95.9,130.98,59.77,38.61,0,-14.57,160.63,0.27,546.09,-3.74,-1.1,-1.88,0
6309,미래산업,25560,12-Dec,-3.88,0,0,0,0,0,0,0,0,4.53,-84.76,-75.27,-14.33,-40.82,-29.76,0.35,3.33,2.7,0.89,3.58,0.89,0.58,1.35,2.26,0.47,53.63,31.94,4.21,152.97,39.92,2.99,5.15,4.53,39.53,100.99,15.51,26.04,132.49,86.98,122.85,60.47,40.45,0,-22.52,306.74,0.39,776.75,-44.41,-17.42,-49.62,0
6310,미래산업,25560,13-Dec,-0.54,-21.02,-42.19,-0.51,3.03,-2.48,-19.63,0,0,22.58,-21.19,-21.49,-1.64,-4.06,-8.56,0.4,3.48,2.68,1.17,3.21,1.01,0.67,1.39,2.32,0.52,66.92,40.39,2.77,148.59,31.89,2.64,3.45,4.95,40.23,79.29,19.8,32.81,110.3,89.27,121.87,59.77,39.65,0,-16.22,178.8,1.35,620.1,5.18,1.49,3.25,0
6311,미래산업,25560,14-Dec,-5.97,-14.74,-4,-26.69,-30.71,-6.44,23.94,0,0,12.59,-54,-38.04,-12.89,-37.64,-18.5,0.34,2.52,2.25,1.13,2.62,0.7,0.67,1.12,2,0.47,85.86,42.41,1.56,71.01,17.24,-10.25,-11.44,-24.68,58.48,29.49,13.93,28.21,128.86,0,56.18,41.52,50.61,0,-4.64,147.46,0.89,452.79,-8.02,-2.59,-6.97,0
6312,미래산업,25560,15-Dec,-2.76,8.25,-1,111.28,5.99,47.01,27.19,0,0,28.86,8.43,4.94,-3.63,-9.57,3.19,0.38,2.24,3.34,1.23,4.67,0.59,1.05,0.9,1.5,0.53,218.04,141.26,14.35,45.3,15.67,-33.43,-28.61,-66.53,68.82,22.77,35.67,55.05,153.76,0,36.69,31.18,35.21,65.04,29.8,135.15,0.66,459.68,44.02,13.01,35.72,0
6313,미래산업,25560,16-Dec,-30.7,20.53,-2.08,47.57,-8.76,1.14,51.73,-547.07,0,15.53,-40.71,-15.66,-11.07,-36.71,-12.27,0.3,1.71,2.83,1.14,5.59,0.38,1.4,0.49,0.68,0.39,860.56,652.88,202.36,15.61,0.63,-74.63,-36.52,-1589.78,86.5,0.73,51.14,67.4,256.33,0,9.05,13.5,24.13,27.31,59.57,112.16,0.38,474.41,10.47,2.52,9.12,0
6314,미래산업,25560,17-Dec,-8.44,-0.06,-1.37,2.2,47.91,52.49,-17.07,0,0,12.25,-39.61,-20.43,-11.2,-27.44,-16.17,0.41,1.99,3.99,1.71,7.8,0.52,1.96,0.6,0.86,0.49,305.56,195.54,24.84,39.33,8.97,-19.95,-13.79,-62.78,71.77,12.5,44.11,68.93,154.15,0,31.43,28.23,36.01,53.52,46.37,0,0,0,-4.5,-1.07,-2.61,0
6315,미래산업,25560,18-Dec,-8.02,-18.71,-3.92,-18.58,0.06,-50.2,-21.47,0,0,-2.85,-38.56,-24.58,-14.94,-33.16,-17.38,0.45,2.2,4.06,1.76,9.14,0.64,1.54,0.65,0.93,0.49,294.09,229.32,12.52,44.23,12.97,-5.85,-3.57,-13.83,69.34,18.7,53.83,69.04,388.87,0,33.86,30.66,22.02,33.37,45.56,0,0,0,5.06,1.42,2.82,0
6316,미래산업,25560,19-Dec,-13.09,8.97,-4,9.05,-19.73,-3.8,39.25,0,0,18.38,-22.22,-10.81,-6.29,-16.3,-8.58,0.39,2.7,3.58,1.47,12.62,0.49,1.87,0.56,0.7,0.46,1107.89,892.65,668.24,12.86,0.1,-21.92,-6.75,-2628.63,88.6,0.11,55.67,69.09,313.44,47.24,7.04,11.4,19.43,21.36,62.85,160.45,1.6,653,31.27,7.72,20.85,0
6317,바이온,32980,15-Dec,0.01,0,0,0,0,0,0,0,0,21.07,-13.05,-8.81,0.03,0.06,-8.23,0.63,7.16,4.23,2.27,23.47,0.91,2.08,1.24,1.5,0.88,242.23,200.31,17.24,43.65,19.88,-42.85,-20.64,-65.51,69.61,28.55,42.1,50.91,554.36,59.46,30.19,30.39,17.31,29.47,29.89,190.59,25.61,868.57,27.01,7.51,11.91,0
6318,바이온,32980,16-Dec,1.01,72.45,-0.21,23.89,67.1,-21.69,26.83,0,11274.85,15.27,-7.15,-9.51,2.91,3.76,-5.53,0.77,13.42,5.44,3.79,29.83,1.31,1.89,1.85,2.15,0.98,79.43,70.74,6.9,88.86,39.97,-5.74,-4.42,-6.76,52.95,75.49,32.57,36.57,544.31,0,86.95,47.05,10.94,0,-9.47,0,0,0,20.54,3.22,5.27,0
6319,바이온,32980,17-Dec,-1.93,20.68,31.39,18.06,-31.69,-12.24,37.91,0,-360.39,12.44,-35.12,-23.22,-5.42,-14.32,-13.29,0.38,11.12,3.03,2.24,18.98,0.66,0.88,1.05,1.16,0.49,100.62,92.43,25.73,65.82,34.3,-3.77,-4.32,-4.36,60.31,56.87,32.87,35.78,739.71,89.84,58.96,39.69,8.13,1329.42,0.22,291.65,105.74,1953.15,-14.77,-2.59,-7.48,0
6320,바이온,32980,18-Dec,-0.92,41.84,25.13,77.11,83.73,335.38,40.77,0,0,19.08,-34.15,-30.15,-2.72,-5.18,-17.95,0.53,8.16,3.63,3.22,13.63,0.88,1.32,1.28,1.52,0.7,135.04,108.05,21.94,66.93,30.84,-16.73,-14.97,-21.76,59.9,51.48,35.74,44.67,303.04,79.09,55.22,40.1,19.99,77.04,11.59,0,0,0,-83.31,-7.31,-16.31,0
6321,바이온,32980,19-Dec,-3.16,-21.04,19.24,-30.4,-44.01,-34.78,-28.02,0,0,7.64,-108.59,-52.99,-14.25,-50.82,-30.45,0.28,3.4,1.99,1.48,6.06,0.48,0.67,0.66,0.82,0.38,136.14,110.64,31.09,77.94,34.67,-19.26,-26.56,-24.34,56.2,61.69,32,39.38,307.71,58.95,51.47,43.8,18.73,70.56,10.45,384.79,0,3759.77,-93.23,-21.76,-68.48,0
6322,백광산업,1340,11-Dec,10.54,14.6,31.75,-8.41,8.03,-9.89,2.22,-63.29,-40.34,13.89,2.11,3.92,4.22,4.35,2.05,0.97,13.06,6.98,1.54,18.46,1.9,1.99,3.29,4.41,1.72,99.04,74.27,9.33,106.47,34.48,16.11,9.13,24.08,48.43,71.2,19.81,26.41,232.87,43.16,55.06,51.57,25.01,0,-0.26,1161.45,385.92,2117.57,21.86,12.43,13.66,0
6323,백광산업,1340,12-Dec,2.51,19.46,29.18,18.57,8.21,29.16,1.32,-83.32,-15.73,13.93,0.29,0.58,2.91,3.21,0.26,0.91,12.65,6.42,1.33,14.88,2,1.65,3.37,4.6,1.6,81.06,58.62,11.11,139.4,43.41,6.17,4.32,8.28,41.77,103.93,19.36,26.77,220.31,53.24,79.06,58.23,27.68,0,-6.25,1330.58,548.24,2093.5,17.31,11,13.23,0
6324,백광산업,1340,13-Dec,-6.15,3.49,4.83,2.21,-4.92,28.18,-19.54,0,0,2.96,-10.27,-21.55,-7.73,-9.94,-7.98,0.78,9.35,6.02,1.09,12.52,2.1,1.23,2.92,4.25,1.17,56.65,36.98,6.14,207.91,52.9,-0.65,-0.57,-0.83,32.48,162.88,17.26,26.44,196.41,69.76,143.69,67.52,34.72,0,-20.23,1554.48,601.7,2185.34,4.7,3.34,4.37,0
6325,백광산업,1340,14-Dec,-3.33,-10.63,-6.85,-20.58,-14.15,-14.74,-21.25,0,0,6.38,-10.3,-23.28,-5.11,-7.37,-7.14,0.69,7.72,5.63,0.95,13.41,2.26,1,2.77,4.31,0.93,43.97,27.58,2.2,249.44,57.54,-1.09,-1.06,-1.35,28.62,201.07,14.74,23.49,309.57,79.43,186.71,71.38,37.27,0,-29.94,1468.55,502.79,1987.64,7.1,5.25,7.15,0
6326,백광산업,1340,15-Dec,1.16,-31.06,-27.52,-45.67,-60.82,-87.86,-7.32,0,0,19.7,-10.59,-11.05,0.98,2.88,-3.61,0.34,5.86,2.98,0.45,8.83,1.04,0.51,1.59,2.18,0.47,39,35.76,1.55,159.91,46.31,7.61,11.22,10.11,38.47,120.35,16.97,18.52,274.43,87.43,123.39,61.53,8.33,0,-28.96,2018.18,390.33,2580.56,10.13,7.92,18.99,0
6327,백광산업,1340,16-Dec,1.08,-9.32,-3.72,-48.8,4.23,18.96,1.13,0,44.4,21.31,1.76,1.98,1.82,3.98,0.8,0.46,25.76,5.55,0.57,15.47,1.12,0.77,3.11,3.53,0.75,23.25,18.75,3.02,133.04,40.44,16.83,20.04,23.76,42.91,94.24,8.43,10.46,285.83,92.18,104.81,57.09,19.34,0,-34.52,1882.77,329.91,2282.87,13.16,10.85,22.63,0
6328,백광산업,1340,17-Dec,2.3,-0.28,-1.01,3.23,7.66,-6.7,8.07,167.6,68.7,22.8,4.37,5.06,3.23,6.24,2.26,0.52,26.41,7.53,0.62,21.75,1.16,0.94,4.86,5.96,0.98,27.94,23.06,2.77,115.05,34.83,16.92,17.48,25.99,46.5,74.9,8.93,10.82,291.26,86.77,83.3,53.5,17.48,0,-27.91,1802.67,303.61,2240.16,15.06,12.12,23.4,0
6329,백광산업,1340,18-Dec,8.31,6.32,2.62,33.54,21.04,52.62,18.21,252.26,203.7,32.34,12.72,15.71,9.51,15.66,7.73,0.61,26.22,8.51,0.75,23.91,1.24,1.2,4.96,6.11,1.23,38.49,30.8,9.42,93.42,29.79,17.85,14.63,28.95,51.7,57.61,10.88,13.6,271.28,88,68.33,48.3,19.98,0,-21.73,1576.49,230.06,2126.51,24.33,18.03,30.59,0
6330,백광산업,1340,19-Dec,6.04,0,0,0,0,0,0,0,0,28.75,9.52,9.58,6.45,12.59,4.87,0.51,18.75,8.27,0.65,15.33,1.01,1.04,2.53,2.93,1.05,70.65,61.1,11.91,96.51,32.2,18.9,18.13,28.83,50.89,63.27,17.47,20.2,185.34,59.78,56.19,49.11,13.52,0,-8.39,0,0,0,21.01,15.02,29.33,0
6331,범양건영,2410,11-Dec,-2.07,-39.43,-50.85,-56.92,-52.77,-57.67,-98.88,0,0,-13.33,-135.45,-194.81,-45.16,-118.92,-51.44,0.38,1.81,13.28,2.63,3.38,1.44,0.52,0.69,1.11,0.33,47.4,29.63,3.43,12807.68,46.89,-8.68,-17.12,-18.38,0.77,6052.77,27.6,44.16,37.49,92.1,12024.38,99.23,37.5,0,-49,185.98,5.4,1586.11,-437.95,-55.14,-109.55,0
6332,범양건영,2410,12-Dec,-4.02,-39.44,-9.15,-32.8,-53.18,-81.97,371.31,0,0,-5.42,-117.61,-1224.59,-10.64,-36.25,-34.52,0.29,2.41,6.37,1.96,2.79,12.39,0.3,0.64,0.87,0.22,61.94,55.7,9.22,1899.55,0.05,-6.96,-16.99,-12800.6,5,1.03,44.07,49,123.04,0,1581.88,95,10.07,0,-30.11,441.82,0.87,2322.54,-195.9,-37,-95.09,0
6333,범양건영,2410,13-Dec,-2.27,-81.17,-99.39,-71.52,-29.74,0,80.63,0,0,-2.33,-99.4,-335.16,-8.35,-18.02,-46.06,0.46,57.93,21.73,2.88,13.22,3.37,0.54,0.89,0.91,0.38,271.91,262.45,92.59,79.16,0,-0.56,-0.17,0,55.82,0,70.02,72.54,0,0,47.8,44.18,3.48,5.5,45.86,2.83,0,461.4,-16294.37,-100.05,-68.43,0
6334,범양건영,2410,14-Dec,-21.67,-16.7,1.85,-25.7,-1.62,0,-28.5,0,0,4.95,-9.55,-28.71,-7.89,-5.03,-14.99,1.57,56.99,0,232.12,12.46,3.01,3.28,2.28,2.37,1.59,190.58,181.65,29.19,108.72,11.9,-11.48,-3.46,-50.24,47.91,24.83,61.68,64.71,0,0,70.87,52.09,4.68,9.85,30.75,2.42,0,322.48,1285.72,9.65,5.59,0
6335,범양건영,2410,15-Dec,0.32,0,0,0,0,0,0,0,0,7.17,13.3,20.05,0.07,0.09,11.01,0.83,85.66,144.34,1.97,8.72,1.51,1.83,1.75,1.79,0.98,126.14,123.56,7.46,82.18,17.35,-6.14,-3.35,-15.96,54.89,31.62,46.29,47.26,6.04,0,68.26,45.11,2.04,9.86,9.79,7.61,0,559.77,53.63,22.52,27.22,1
6336,범양건영,2410,16-Dec,0.67,53.97,0.09,82.6,66.27,0,-2.07,-112.41,1919.86,7.01,-0.99,-2.51,1.19,1.1,-1.08,1.08,142.43,170.04,3.27,8.01,2.53,1.89,2.06,2.09,1.1,109.61,108.38,10.19,186.41,36.23,-4.4,-3.2,-7.9,34.91,103.77,55.42,56.05,4.2,77.37,146.46,65.09,1.12,12.76,4.91,0,0,0,25.17,6.87,7.69,0
6337,범양건영,2410,17-Dec,1.05,1.67,-0.46,2.33,25.59,0,1.53,0,118.83,5.91,0.81,2.57,2.13,1.92,0.9,1.11,178.88,30.43,4.12,6.38,3.19,1.71,1.98,2,1.12,161.17,159.4,24.87,186.8,35.68,-0.81,-0.48,-1.48,34.87,102.32,55.79,56.41,35.18,34.07,100.38,65.13,1.09,2.88,21.41,6.6,0,635.55,47.71,12.75,11.56,0
6338,범양건영,2410,18-Dec,6.22,-4.54,0,-7.03,13.75,0,16.01,392.16,159.88,9.07,3.49,11.62,5.62,4.38,4.48,1.28,203.47,20.99,4.7,9.21,3.33,2.09,2.31,2.33,1.31,110.12,108.82,38.36,136,25.61,19.36,8.49,43.57,42.37,60.45,54.29,54.94,63.03,0,117.75,57.63,1.18,12.81,5.05,8.89,0,600.24,56.09,15.71,11.94,0
6339,범양건영,2410,19-Dec,12.27,16.99,7.13,8.96,77.4,0,39.58,263.33,68.12,7.21,7.14,32.82,8.92,4.15,15.35,2.15,360.95,25.67,8.04,22.29,4.6,4.04,4.06,4.11,2.35,177.25,175.33,21.43,97.81,19.26,23.34,5.79,59.91,50.55,38.11,50.62,51.17,104.51,32.61,57.11,49.45,1.08,2.48,22.3,0,0,0,85.24,21.03,10.55,0
6340,베뉴지,19010,11-Dec,0.55,-1.2,-0.23,-9.45,-10.93,-10.32,-0.06,0,0,44.86,-0.79,-0.65,1.48,5.99,-0.2,0.25,2.9,46.32,0.36,4.4,0.61,0.42,1.21,2.07,0.35,39.92,23.38,0.34,143.62,38.26,1.06,2.51,1.63,41.05,93.2,11.48,19.6,10.18,97.22,119.59,58.95,41.44,0,-29.49,765.29,0,1361.72,8.14,5.27,21.21,0
6341,베뉴지,19010,12-Dec,-0.21,-27.55,-48.62,29.52,-24.89,-34.96,-14.9,0,0,45.57,-25.1,-12.28,-0.54,-2.48,-5.44,0.22,2.79,43.6,0.36,4.34,0.49,0.39,0.83,1.18,0.3,84.74,67.1,10.85,107.23,29.75,-8.92,-17.89,-15.51,48.26,61.65,27.74,35.03,9.5,97.21,85.68,51.74,20.81,0,-6.31,1065.43,0,2282.24,-2.59,-1.12,-4.33,0
6342,베뉴지,19010,13-Dec,-0.07,-6.48,4.14,-45.51,-37.6,-56.33,-9.2,0,0,45.21,-26.47,-9.12,-0.14,-0.82,-4.4,0.17,3.07,44.01,0.32,4.03,0.35,0.32,0.59,0.74,0.24,48.49,40.4,6.54,113.68,32.12,-8.63,-26.69,-14.29,46.8,68.64,17.01,20.41,8.79,92.22,89.96,53.2,16.68,0,-21.69,1079.7,0,2235.43,-5.34,-2.47,-14.34,0
6343,베뉴지,19010,14-Dec,0.37,4.69,-6.12,43.64,4.77,-60,-6.92,0,0,52.79,-22.26,-7.21,0.64,3.61,-3.92,0.18,7.56,55.68,0.34,4.31,0.4,0.31,0.72,0.8,0.25,58.18,55.48,14.27,144.28,26.36,16.24,55.7,36.38,40.94,64.4,26.71,28.01,6.67,91.92,117.59,59.06,4.65,0,-20.13,1081.32,0,2162.18,-0.78,-0.38,-2.22,0
6344,베뉴지,19010,15-Dec,0.11,0.52,16.24,13.28,1.9,-23.83,26.77,0,-76.84,53.36,59.87,21.44,0.14,0.82,10.48,0.17,15.31,67.39,0.33,4.54,0.38,0.33,0.59,0.61,0.24,89.13,86.35,22.42,91.73,28.92,19.07,52.29,31.56,52.16,55.44,30.57,31.56,6.81,80.05,67.89,47.84,3.12,0,-3.85,936.1,0,1779.45,28.26,15.95,91.4,0
6345,베뉴지,19010,16-Dec,0.96,5.44,28.57,-48.26,2.01,-7.24,6.18,-64.44,562.82,55.71,18.33,6.61,0.92,5.33,3.18,0.17,18.74,58.45,0.28,4.76,0.32,0.38,0.74,0.77,0.3,48.45,45.73,14.07,74.47,29.52,3.59,9.08,5.19,57.32,51.5,14.62,15.49,9.47,81.24,55.77,42.68,5.6,0,-16.48,0,0,0,9.07,5.95,35.21,0
6346,베뉴지,19010,17-Dec,0.35,5.68,3.49,22.7,-3.18,-32.08,-1.55,-113.32,-67.82,54.46,-5.62,-0.86,0.28,1.77,-0.89,0.16,22.45,46.18,0.23,4.62,0.29,0.35,0.95,0.99,0.33,56.22,54.48,10.53,88.55,33.17,0.82,2.49,1.16,53.03,62.54,17.42,17.98,10.53,75.81,60.3,46.97,3.1,0,-14,0,0,0,7.37,4.14,26.78,1
6347,베뉴지,19010,18-Dec,0.54,28.59,40.99,9.72,-22.42,-52.23,21.29,0,71.51,63.31,3.58,1.02,0.41,3.91,0.38,0.11,29.14,37.82,0.15,4.01,0.2,0.22,0.64,0.65,0.23,57.36,56.59,3.87,96.03,35.26,2.77,14.55,3.85,51.01,69.12,15.14,15.34,10.71,64.01,52.43,48.99,1.35,0,-11.4,0,0,0,3.54,2.55,27.32,0
6348,베뉴지,19010,19-Dec,1,3.05,3.97,5.71,12.56,13.71,2.43,53.14,194.94,61.16,3.98,1.41,1.06,10.25,0.41,0.1,47.47,54.23,0.14,5.22,0.2,0.21,0.67,0.68,0.22,41.71,41.1,5.41,97.78,35.95,2.64,12.8,3.63,50.56,71.11,15.51,15.74,8.51,94.62,74.64,49.44,1.45,0,-22,0,0,0,4.22,3.04,29.81,0
6349,보성파워텍,6910,11-Dec,-1.86,7.12,1.81,4.92,-20.33,30.47,-6.84,0,0,5.67,-4.18,-8.19,-3.61,-3.79,-3.99,0.95,4.56,8.08,2.53,5.88,1.96,1.86,1.93,3.34,1.12,146.13,77.88,2.19,120.17,33.2,-25.44,-15.05,-41.82,45.42,73.1,26.13,49.03,89.09,41.42,73.87,54.58,46.71,147.95,15.48,151.53,10.46,422.96,24.93,9.02,9.78,0
6350,보성파워텍,6910,12-Dec,1.58,20.73,17.26,31.42,40.79,25.07,3.03,0,0,9.66,0.9,2.57,3.45,2.93,1.06,1.18,5.04,6.83,3.25,5.5,2.82,2.02,2.29,4.19,1.25,107.44,59.68,3.03,158.09,31.17,-6.22,-3.54,-12.21,38.75,80.46,29.65,53.37,76.22,64.64,128.21,61.25,44.45,642.04,3.69,182.93,13.51,514.87,38.55,13.77,12.8,0
6351,보성파워텍,6910,13-Dec,0.65,-5.25,-1.06,-9.8,-1.7,24.6,-5.66,0,-63.4,7.52,-1.82,-5.17,1.18,1.09,-1.97,1.09,3.97,6.81,2.97,4.46,2.81,1.77,2.08,4.39,1.04,91.03,35.13,0.52,159.11,34.5,3.49,1.92,6.22,38.59,89.39,19.61,50.81,52.55,87.11,144.63,61.41,61.4,0,-5.01,199.15,15.32,533.63,35.06,13.09,11.73,0
6352,보성파워텍,6910,14-Dec,-2.57,-8.61,-2.36,-17.29,-13.22,-17.6,-3.43,0,0,2.52,-5.35,-13.72,-4.83,-4.77,-5.42,1.01,3.4,8.75,2.63,4.97,2.55,1.68,2.09,5.39,1,94.48,36.68,1.56,145.14,34.47,-2.47,-1.38,-4.25,40.79,84.51,17.85,45.98,62.64,72.32,119.31,59.21,61.18,0,-2.68,300.37,21.58,755.55,20.9,8.34,7.87,0
6353,보성파워텍,6910,15-Dec,1.26,10.64,7.12,15.78,-14.55,-23.25,39.26,0,0,9.43,0.88,1.56,2,2.32,0.75,0.86,3.64,5.93,2.19,4.71,1.86,1.6,1.83,3.66,0.92,110.27,65.56,9.06,94.83,24.59,0.2,0.12,0.39,51.33,47.91,28.61,48.12,93.98,82.48,85.02,48.67,40.55,435.38,4.48,271.52,18.02,767.84,31.78,11.27,13.77,0
6354,보성파워텍,6910,16-Dec,-4.93,37.65,5.48,70.28,-5.92,-15.18,95.91,-28.09,-313.05,3.51,0.65,0.65,-3.41,-5.26,0.42,0.65,4.27,3.96,1.94,4.23,1.02,1.79,1.18,1.64,0.75,248.13,198.01,110.42,37.11,8.47,-3.54,-1.71,-11.31,72.93,11.61,47.5,59.52,120.49,69.84,32.89,27.07,20.2,33.84,35.53,0,0,0,30.39,8.36,14.95,0
6355,보성파워텍,6910,17-Dec,-23.59,-3.96,8.44,-9.8,5.43,63.19,-10.2,-2140.63,0,-0.06,-12.39,-10.59,-5.06,-8.4,-7.45,0.6,3.73,4.06,1.91,4.01,0.85,2.05,1.04,1.45,0.71,192.83,122.36,24.62,46.63,10.72,-24.53,-12.7,-72.76,68.2,15.72,35.47,55.9,81.6,79.53,42.51,31.8,36.55,75.92,26.91,0,0,0,7.88,2.63,4.29,1
6356,보성파워텍,6910,18-Dec,-1.39,0.53,-0.71,2.9,39.27,23.76,-6.84,0,0,6.58,-5.79,-7.34,-1.06,-1.24,-4.94,0.85,3.74,6.07,2.57,7.03,1.3,2.48,1.51,2.53,0.96,164.16,92,37.21,58.54,16.27,-28.57,-12.4,-64.82,63.08,25.8,32.07,57.21,197.32,90.73,55.25,36.92,43.96,112.46,22.36,0,0,0,18.87,6.23,7.32,0
6357,보성파워텍,6910,19-Dec,-0.67,1.05,-1.77,1.4,5.62,-12.54,1.92,0,0,6.94,0.75,1.06,-0.84,-0.94,0.67,0.89,3.81,6.15,2.75,9.44,1.41,2.44,1.56,2.64,0.97,163.51,101.52,52.98,57.17,15.71,-4.95,-2.02,-11.46,63.63,24.69,35.64,57.41,127.24,92.68,55.18,36.37,37.91,97.61,22.3,0,0,0,35.61,11.42,12.84,0
6358,보해양조,890,11-Dec,0.58,-60.14,-14.09,-72.69,0.45,-8.79,0,0,0,40.5,427.59,0,-6.58,-21.64,130,0.3,2.37,7.73,1.19,10.98,0,0.2,0.47,0.58,0.14,68.99,38.68,4.26,375.72,48.73,6.76,10,10.95,21.02,231.84,27.44,48.94,128.06,94.75,337.48,78.98,43.94,0,-22,237.32,23.17,610.62,4.05,1.68,3.14,0
6359,보해양조,890,12-Dec,1.11,-3.47,-1.42,-8.19,-7.16,-2.63,-10.26,0,0,38.48,-3.94,-9.43,3.62,7.18,-1.98,0.5,2.33,7.37,1.2,10.21,2.46,0.63,1.05,1.93,0.43,69.07,36.89,1.62,399.89,50.48,4.71,7.35,7.47,20,252.33,24.86,46.55,150.66,85.9,336.89,80,46.6,0,-20.84,243.34,37.7,622.95,31.59,13.37,26.07,0
6360,보해양조,890,13-Dec,1.35,-9.66,-0.66,-21.34,-1.02,13.95,9.29,0,0.42,38.36,2.01,4.87,3.89,7.28,1.07,0.53,2.19,7.66,1.2,11.33,2.43,0.68,1.22,2.76,0.49,62.37,20.27,0.84,313.19,48.37,0.48,0.64,0.75,24.2,199.86,13.17,40.53,144.98,85.04,268.47,75.8,67.5,0,-24.45,241.2,38.55,567.12,40.34,18.52,32.96,0
6361,보해양조,890,14-Dec,2.26,-1.45,3.76,-8.27,2.29,-8.43,54.82,108.17,7.07,39.65,4.04,7.61,4.42,7.62,2.34,0.58,2.19,8.35,1.21,12.62,1.86,0.84,1.48,4.55,0.64,102.1,33.3,4.49,162.04,34.31,8.56,9.07,15.42,38.16,89.89,12.3,37.72,157.97,44.46,96.82,61.84,67.38,3278.76,0.78,241.69,43.64,513.31,38.07,18.71,32.08,0
6362,보해양조,890,15-Dec,3.26,4.08,6.61,15.37,1.1,-0.16,29.21,75.56,-12.56,40.82,7.13,9.6,3.81,6.59,4.12,0.58,2.32,7.67,1.16,11.17,1.35,1.01,1.45,3.87,0.73,98.75,41.16,2.59,111.15,19.94,21.34,19.82,56.34,47.36,42.1,17.43,41.81,136.55,72.52,89.41,52.64,58.32,0,-0.53,268.69,46.19,561.17,41.92,20.95,36.96,0
6363,보해양조,890,16-Dec,-3.86,0.21,12.19,-16.73,-6.68,-0.5,-3.74,-182.15,-173.89,37.96,-6.28,-7.13,-2.76,-5.22,-3.32,0.53,2.17,6.86,0.99,12.33,1.14,0.99,1.38,3.78,0.66,83.46,25.3,1.01,120.21,30.1,8.56,8.86,15.53,45.41,66.27,10.53,34.75,273.79,69.56,91.68,54.59,69.68,0,-6.89,0,0,0,24.92,13.14,24.91,0
6364,보해양조,890,17-Dec,0.94,-0.5,0.5,-13.11,-13.81,-40.41,0.21,0,0,36.03,10.78,10.81,0.95,2.08,4.91,0.46,2.35,4.3,0.8,16.85,1,0.84,1.4,3.46,0.63,78.63,41.05,0.69,118.7,34.67,-3.95,-4.7,-6.19,45.72,75.82,15.84,30.34,508.26,56.58,84.39,54.28,47.79,0,-8.24,0,0,0,26.69,15.2,33.25,0
6365,보해양조,890,18-Dec,-3.58,-7.97,-20.26,13.9,-17.64,0.3,-30.37,-359.06,-629.2,27.85,-33.99,-32.98,-5.25,-13.39,-13.33,0.39,2.59,2.99,0.74,14.77,0.97,0.66,1.16,2.1,0.55,100.37,58.13,12.21,188.89,45.57,-0.53,-0.84,-0.76,34.61,131.64,21.75,37.55,478.11,38.61,108.08,65.39,42.09,11305.48,0.14,0,0,0,8.54,4.22,10.31,0
6366,보해양조,890,19-Dec,-4.32,-18.65,-12.64,-22.83,-7.31,-40.21,10.09,0,0,10.16,-26.57,-27.71,-8.45,-20.2,-11.11,0.42,3,3.48,0.82,15.84,1.04,0.7,1.14,1.84,0.58,104.82,70.64,25.5,113.46,35.01,1.48,1.69,2.25,46.85,74.73,24.01,35.62,429.76,49.96,72.55,53.15,32.61,709.47,1.64,395.93,57.95,750.84,8.4,4.42,9.49,0
