회사명,거래소코드,회계년도,영업활동으로 인한 현금흐름(IFRS연결),매출액(IFRS연결),영업활동으로 인한 현금흐름(IFRS개별),매출액(IFRS개별)
인선이엔티(주),60150,Dec-12,2567960,99703684,4364901,69969926
인선이엔티(주),60150,Dec-13,3250667,68636673,4713018,52800350
인선이엔티(주),60150,Dec-14,-11102341,67201260,-3820715,44903315
인선이엔티(주),60150,Dec-15,-6642237,97222705,-4786014,53647307
인선이엔티(주),60150,Dec-16,8740022,135518950,11378578,71074018
인선이엔티(주),60150,Dec-17,9321623,160280182,2796818,74522704
인선이엔티(주),60150,Dec-18,32772783,175954965,22164187,92503073
인선이엔티(주),60150,Dec-19,29105861,183949124,25764270,102296528
인지컨트롤스(주),23800,Dec-11,37077197,974296103,19373870,355918714
인지컨트롤스(주),23800,Dec-12,93229887,560167605,6262705,375907082
인지컨트롤스(주),23800,Dec-13,4106902,546644401,11124734,372177574
인지컨트롤스(주),23800,Dec-14,24372446,593348370,7099998,403679699
인지컨트롤스(주),23800,Dec-15,41927260,659496346,24976433,436482371
인지컨트롤스(주),23800,Dec-16,26190858,623987469,25434684,415956114
인지컨트롤스(주),23800,Dec-17,46130633,540854543,20119974,379740224
인지컨트롤스(주),23800,Dec-18,7856794,504149220,5647587,367109872
인지컨트롤스(주),23800,Dec-19,40524968,494157939,32322016,354437930
인천도시가스(주),34590,Dec-11,,,20981852,628676274
인천도시가스(주),34590,Dec-12,,,24692619,722342385
인천도시가스(주),34590,Dec-13,,,13704715,767163655
인천도시가스(주),34590,Dec-14,,,11539250,799267004
인천도시가스(주),34590,Dec-15,,,20120357,611915383
인천도시가스(주),34590,Dec-16,,,50522555,514879137
인천도시가스(주),34590,Dec-17,,,22196601,537616318
인천도시가스(주),34590,Dec-18,-26920801,584435277,-26851931,583697965
인천도시가스(주),34590,Dec-19,28225664,573464485,28697536,572906592
인크로스(주),216050,Dec-16,2951786,31454021,2963894,31454021
인크로스(주),216050,Dec-17,3914775,36750462,3793180,35094262
인크로스(주),216050,Dec-18,-808245,35769759,-1229918,32402748
인크로스(주),216050,Dec-19,2441024,34463400,2054458,31311953
인탑스(주),49070,Dec-11,33374960,653398322,2988197,409499644
인탑스(주),49070,Dec-12,49162097,976523471,23299678,555076069
인탑스(주),49070,Dec-13,77373106,1052725005,40092758,464992651
인탑스(주),49070,Dec-14,32274729,697345855,9346080,292199871
인탑스(주),49070,Dec-15,57459917,661590454,9933784,239587466
인탑스(주),49070,Dec-16,56767921,617419001,52436857,135532968
인탑스(주),49070,Dec-17,36441694,687484774,-2007980,167660485
인탑스(주),49070,Dec-18,61853510,715562377,26978477,178237142
인탑스(주),49070,Dec-19,101958164,910477910,16097111,240709540
인터지스(주),129260,Dec-11,37202222,383977335,37009340,383904913
인터지스(주),129260,Dec-12,30475576,452021994,29942671,449832967
인터지스(주),129260,Dec-13,15904204,524179328,16810777,522174867
인터지스(주),129260,Dec-14,-1289455,577476511,3571847,561051480
인터지스(주),129260,Dec-15,2803007,599512015,-61626,586600793
인터지스(주),129260,Dec-16,8440086,465397240,7079869,454029357
인터지스(주),129260,Dec-17,28096375,501965188,25418557,476310233
인터지스(주),129260,Dec-18,-11933202,492443106,-15420142,449093224
인터지스(주),129260,Dec-19,20487726,478169277,10958909,431257455
인포뱅크(주),39290,Dec-11,,,3204866,69486676
인포뱅크(주),39290,Dec-12,,,6576318,86873954
인포뱅크(주),39290,Dec-13,-4890947,97902883,-4978053,72838751
인포뱅크(주),39290,Dec-14,-2729075,99232348,-2995343,69682135
인포뱅크(주),39290,Dec-15,2804286,103303283,3015022,74764827
인포뱅크(주),39290,Dec-16,7667418,109764572,6302940,80338390
인포뱅크(주),39290,Dec-17,1943042,119101607,2409340,79879472
인포뱅크(주),39290,Dec-18,2929258,122037854,2875942,76182078
인포뱅크(주),39290,Dec-19,2978335,119477343,2371728,72710688
인화정공(주),101930,Dec-11,14978111,84718517,14202196,84718517
인화정공(주),101930,Dec-12,8889222,88090855,8653371,67995814
인화정공(주),101930,Dec-13,13568878,81079026,15752300,51122041
인화정공(주),101930,Dec-14,-1647627,113844612,7958584,54668008
인화정공(주),101930,Dec-15,40576966,123092696,5441151,54352319
인화정공(주),101930,Dec-16,-2109451,95773760,552451,45527575
인화정공(주),101930,Dec-17,6468632,103511365,11050814,41818110
인화정공(주),101930,Dec-18,-390489,99817007,2358905,44830674
인화정공(주),101930,Dec-19,6552833,129288748,3900588,69958816
일동제약(주),249420,Dec-16,19156880,201343779,19175860,201343779
일동제약(주),249420,Dec-17,73724187,460650815,72287520,460383222
일동제약(주),249420,Dec-18,66646835,503907355,65403189,503393913
일동제약(주),249420,Dec-19,41365650,517467682,40405984,516816628
일동홀딩스(주),230,Dec-11,51077885,348468343,51196527,338460671
일동홀딩스(주),230,Dec-12,18478114,362781056,23334231,346029751
일동홀딩스(주),230,Dec-13,15648015,395231104,16459029,378247026
일동홀딩스(주),230,Dec-14,39357141,417517499,40809803,401329755
일동홀딩스(주),230,Dec-15,56110514,476385097,56214410,458569228
일동홀딩스(주),230,Dec-16,46643056,40771269,49390915,19976834
일동홀딩스(주),230,Dec-17,-2191497,41070663,3643117,14468687
일동홀딩스(주),230,Dec-18,6233384,47050031,5051269,17115063
일동홀딩스(주),230,Dec-19,14342014,292221432,9417068,19288113
일성건설(주),13360,Dec-11,-1466537,240440756,-1785115,236989079
일성건설(주),13360,Dec-12,88652,246862236,9340995,246832820
일성건설(주),13360,Dec-13,-16039813,258476273,-10409222,240189761
일성건설(주),13360,Dec-14,-14679270,192081993,-19293173,174721475
일성건설(주),13360,Dec-15,-11881887,231102049,-14644104,222889417
일성건설(주),13360,Dec-16,21080179,285793827,19537453,279294899
일성건설(주),13360,Dec-17,-3374827,420833667,-4786489,418674416
일성건설(주),13360,Dec-18,21493937,364018221,20886491,363196875
일성건설(주),13360,Dec-19,-34795664,375818803,-34961553,375530497
일성신약(주),3120,Dec-11,,,8244203,68191775
일성신약(주),3120,Dec-12,,,-11318602,77160761
일성신약(주),3120,Dec-13,,,5063948,62807490
일성신약(주),3120,Dec-14,,,4190571,62828921
일성신약(주),3120,Dec-15,,,6041135,61745116
일성신약(주),3120,Dec-16,,,-31013470,67463384
일성신약(주),3120,Dec-17,,,10158675,67043035
일성신약(주),3120,Dec-18,,,15091217,61652595
일성신약(주),3120,Dec-19,,,4388673,48411628
일신방직(주),3200,Dec-11,-26335862,481899190,-43138465,380131313
일신방직(주),3200,Dec-12,50400212,439149584,37157646,326933867
일신방직(주),3200,Dec-13,45538764,422268035,21474782,311084146
일신방직(주),3200,Dec-14,23810022,431811560,13944507,310813496
일신방직(주),3200,Dec-15,18028601,454669023,16946642,319529091
일신방직(주),3200,Dec-16,39156242,478266928,19189053,323201683
일신방직(주),3200,Dec-17,37025928,492465892,15861831,336571836
일신방직(주),3200,Dec-18,7499682,492301164,-1769227,342198625
일신방직(주),3200,Dec-19,29497606,496199336,5216248,320762127
일양약품(주),7570,Mar-11,,,19159162,138485382
일양약품(주),7570,Mar-12,,,-26621706,141162847
일양약품(주),7570,Mar-13,,,4426533,146460717
일양약품(주),7570,Mar-14,,,3436021,147731713
일양약품(주),7570,Mar-15,18628603,211797503,5043311,150077692
일양약품(주),7570,Dec-16,27040533,261614908,15104567,176421138
일양약품(주),7570,Dec-17,30025336,269811003,20810337,178934174
일양약품(주),7570,Dec-18,22120201,300036332,2865138,186423161
일양약품(주),7570,Dec-19,36192695,324573437,21647607,200001578
일정실업(주),8500,Dec-11,-355240,79127548,-1202769,63698531
일정실업(주),8500,Dec-12,1574298,96618608,-530406,73388124
일정실업(주),8500,Dec-13,5442587,95950197,4686592,72274912
일정실업(주),8500,Dec-14,10552471,78642676,10064007,58153944
일정실업(주),8500,Dec-15,3383320,68103445,3612880,52103636
일정실업(주),8500,Dec-16,950495,78880852,1596197,59540805
일정실업(주),8500,Dec-17,-2970813,49086384,-2397942,39187757
일정실업(주),8500,Dec-18,-9612006,48011222,-9348315,38261437
일정실업(주),8500,Dec-19,-10662660,39790277,-9063127,38857665
일진다이아몬드(주),81000,Dec-11,17946259,91987179,23061620,89906839
일진다이아몬드(주),81000,Dec-12,7757926,96316456,11778728,93266059
일진다이아몬드(주),81000,Dec-13,10171556,87727951,10124738,81375954
일진다이아몬드(주),81000,Dec-14,12346331,90891296,11130637,80207712
일진다이아몬드(주),81000,Dec-15,8772096,109591037,14955416,86942111
일진다이아몬드(주),81000,Dec-16,11776024,108408482,13327966,85637760
일진다이아몬드(주),81000,Dec-17,14629227,123684953,11080075,97342500
일진다이아몬드(주),81000,Dec-18,14361528,133959368,10540891,98496038
일진다이아몬드(주),81000,Dec-19,40311048,161062350,17117785,65882995
일진디스플레이(주),20760,Dec-11,,,16675489,324448756
일진디스플레이(주),20760,Dec-12,,,96094274,596517682
일진디스플레이(주),20760,Dec-13,,,71999680,659142079
일진디스플레이(주),20760,Dec-14,,,43495529,454231291
일진디스플레이(주),20760,Dec-15,,,21169272,312206868
일진디스플레이(주),20760,Dec-16,,,-21511717,168807905
일진디스플레이(주),20760,Dec-17,,,36609629,251288112
일진디스플레이(주),20760,Dec-18,,,18189722,206363161
일진디스플레이(주),20760,Dec-19,-15103040,95688255,-14108858,95688255
일진머티리얼즈(주),20150,Dec-11,-30702538,329574564,-30544679,308006584
일진머티리얼즈(주),20150,Dec-12,61615496,393229382,68157816,349536647
일진머티리얼즈(주),20150,Dec-13,-4085410,349990595,11777886,250102266
일진머티리얼즈(주),20150,Dec-14,-55450981,414835436,-44621069,236475259
일진머티리얼즈(주),20150,Dec-15,34857333,458174483,51261317,257669825
일진머티리얼즈(주),20150,Dec-16,72915221,398956975,55300588,250635729
일진머티리얼즈(주),20150,Dec-17,61178186,454035476,72674864,294946417
일진머티리얼즈(주),20150,Dec-18,86016073,502007548,47637407,318903336
일진머티리얼즈(주),20150,Dec-19,48242401,550214159,78125230,294788671
일진전기(주),103590,Dec-11,-4835251,1017844664,-3828286,1017338992
일진전기(주),103590,Dec-12,-12707947,986827711,-12202053,987275598
일진전기(주),103590,Dec-13,-15627100,877783917,-14759739,876754871
일진전기(주),103590,Dec-14,43635491,770717559,37282093,785552632
일진전기(주),103590,Dec-15,26722775,714649869,29371944,685138071
일진전기(주),103590,Dec-16,-10011054,678079933,-9215465,659500229
일진전기(주),103590,Dec-17,4514661,761984401,-930870,762209871
일진전기(주),103590,Dec-18,-17987477,731430724,-14363995,734144402
일진전기(주),103590,Dec-19,25541036,668304097,28530246,658912975
일진홀딩스(주),15860,Dec-11,39738601,1125968169,216107,5264995
일진홀딩스(주),15860,Dec-12,-26460094,1108975647,-1685121,4788606
일진홀딩스(주),15860,Dec-13,-15607942,1014480749,-3173981,4155997
일진홀딩스(주),15860,Dec-14,52687336,931663137,2487894,5516471
일진홀딩스(주),15860,Dec-15,34272945,890895409,5273487,5062455
일진홀딩스(주),15860,Dec-16,-674281,849333622,-4802881,5036592
일진홀딩스(주),15860,Dec-17,25200704,944723277,2549752,4761809
일진홀딩스(주),15860,Dec-18,6760757,929394615,6850885,7165725
일진홀딩스(주),15860,Dec-19,83987920,896159161,6745143,6164606
잉글우드랩(주),950140,Dec-16,-3506442,79182410,442912,0
잉글우드랩(주),950140,Dec-17,-8980775,87135463,-4926532,78197408
잉글우드랩(주),950140,Dec-18,-9368274,118766184,-5786881,100542319
잉글우드랩(주),950140,Dec-19,12115959,133316920,13870898,116673725
자이글(주),234920,Dec-16,,,9796581,102001507
자이글(주),234920,Dec-17,7529081,82503007,7406257,82404538
자이글(주),234920,Dec-18,-6504999,55815252,-6432634,55815252
자이글(주),234920,Dec-19,,,-9909519,29702460
자이에스앤디(주),317400,Dec-19,,,22657857,277945339
자화전자(주),33240,Dec-11,22509559,251064882,19495959,177899608
자화전자(주),33240,Dec-12,62156759,327383247,46349628,301296585
자화전자(주),33240,Dec-13,50797846,468574409,20694943,451812453
자화전자(주),33240,Dec-14,43981047,326106846,28937159,309283899
자화전자(주),33240,Dec-15,49548555,267314570,17009112,264782865
자화전자(주),33240,Dec-16,50359533,298489508,2085143,297308062
자화전자(주),33240,Dec-17,38404974,445631662,31313003,469513980
자화전자(주),33240,Dec-18,36485732,358342443,-2610864,343522700
자화전자(주),33240,Dec-19,22780791,363027537,-3570218,368553801
재영솔루텍(주),49630,Dec-11,514391,135077285,1052570,100256454
재영솔루텍(주),49630,Dec-12,5392222,158304612,3619875,109647830
재영솔루텍(주),49630,Dec-13,-2035307,172716960,-1226691,125469437
재영솔루텍(주),49630,Dec-14,3855189,151450204,702670,118340389
재영솔루텍(주),49630,Dec-15,2923935,164069078,2867931,127640972
재영솔루텍(주),49630,Dec-16,1116733,138836151,3187217,116976188
재영솔루텍(주),49630,Dec-17,-6928251,132551844,-2911538,116281302
재영솔루텍(주),49630,Dec-18,3351110,128598548,3319381,125352910
재영솔루텍(주),49630,Dec-19,12623616,133357975,4630727,130956325
전방(주),950,Dec-11,-29119567,306514537,-30075758,277670872
전방(주),950,Dec-12,-19266335,295162070,-19774711,268628448
전방(주),950,Dec-13,6482393,293843929,6789124,271023013
전방(주),950,Dec-14,-1914341,245205842,-2447452,226772362
전방(주),950,Dec-15,1963371,237295667,4226654,216525390
전방(주),950,Dec-16,4416491,200800661,4301660,186071651
전방(주),950,Dec-17,-11457643,182485146,-11128836,173281882
전방(주),950,Dec-18,-12231956,149325046,-12252499,148807196
전방(주),950,Dec-19,-8927705,137483748,-9076416,136971470
전진바이오팜(주),110020,Dec-18,,,-2161233,1384405
전진바이오팜(주),110020,Dec-19,,,-1299046,3948944
제너셈(주),217190,Dec-15,,,3012728,33863188
제너셈(주),217190,Dec-16,,,-5669321,17807553
제너셈(주),217190,Dec-17,,,-1676025,27665507
제너셈(주),217190,Dec-18,,,-3651012,26014333
제너셈(주),217190,Dec-19,,,5293383,38688487
제룡산업(주),147830,Dec-12,,,3849907,31460597
제룡산업(주),147830,Dec-13,,,3318877,33485267
제룡산업(주),147830,Dec-14,,,5729698,33491197
제룡산업(주),147830,Dec-15,,,6098263,31452807
제룡산업(주),147830,Dec-16,,,9628423,35207645
제룡산업(주),147830,Dec-17,,,-1516471,34296565
제룡산업(주),147830,Dec-18,,,1283830,32042718
제룡산업(주),147830,Dec-19,,,3808174,27124378
제룡전기(주),33100,Dec-11,,,987225,32316078
제룡전기(주),33100,Dec-12,,,-279342,40762059
제룡전기(주),33100,Dec-13,,,6404651,51981307
제룡전기(주),33100,Dec-14,,,6133019,57281068
제룡전기(주),33100,Dec-15,,,-273543,63388268
제룡전기(주),33100,Dec-16,,,7476849,39878449
제룡전기(주),33100,Dec-17,,,4693361,47658363
제룡전기(주),33100,Dec-18,,,4986548,42493547
제룡전기(주),33100,Dec-19,,,7276309,45214796
제이더블유생명과학(주),234080,Dec-16,16081153,132290405,14280019,130083535
제이더블유생명과학(주),234080,Dec-17,22050001,143599849,23028263,139589961
제이더블유생명과학(주),234080,Dec-18,36129923,155230052,33906839,148855701
제이더블유생명과학(주),234080,Dec-19,24275564,170220779,24597179,164559283
제이더블유신약(주),67290,Dec-11,1952557,70762630,5259627,70733262
제이더블유신약(주),67290,Dec-12,-7985282,69923324,-2426369,69874036
제이더블유신약(주),67290,Dec-13,-5283284,70694504,-1282895,70616096
제이더블유신약(주),67290,Dec-14,-2306534,73017947,2479470,72859092
제이더블유신약(주),67290,Dec-15,-22077,76945006,4788195,75157106
제이더블유신약(주),67290,Dec-16,743200,83384684,3618832,78392265
제이더블유신약(주),67290,Dec-17,-2496073,76842748,716465,70485280
제이더블유신약(주),67290,Dec-18,7404488,91776092,10682360,83627004
제이더블유신약(주),67290,Dec-19,4309216,102531447,6645011,89979990
제이더블유중외제약(주),1060,Dec-11,-18183738,431007281,-18127035,431007281
제이더블유중외제약(주),1060,Dec-12,64214782,397084759,64013419,397084759
제이더블유중외제약(주),1060,Dec-13,18724504,394182302,18866149,394182302
제이더블유중외제약(주),1060,Dec-14,7279098,412791235,7174597,412791235
제이더블유중외제약(주),1060,Dec-15,-4174930,434352380,-3860628,434352380
제이더블유중외제약(주),1060,Dec-16,6738636,467465121,6418061,467465121
제이더블유중외제약(주),1060,Dec-17,33450172,502918587,33236184,502918587
제이더블유중외제약(주),1060,Dec-18,52109933,537181974,52006564,537181974
제이더블유중외제약(주),1060,Dec-19,55531085,511335343,56473538,510602018
제이더블유홀딩스(주),96760,Dec-11,-3887890,516012168,541924,46345431
제이더블유홀딩스(주),96760,Dec-12,861853,511945580,-4878706,54490272
제이더블유홀딩스(주),96760,Dec-13,-54030353,530262876,13392094,55685932
제이더블유홀딩스(주),96760,Dec-14,-17175940,573935211,-17511136,63470859
제이더블유홀딩스(주),96760,Dec-15,-23975359,622825322,-12586281,75605689
제이더블유홀딩스(주),96760,Dec-16,-29214390,684839087,6602681,82466032
제이더블유홀딩스(주),96760,Dec-17,10511742,683911349,3956580,86655384
제이더블유홀딩스(주),96760,Dec-18,195762386,725381961,49157215,117576191
제이더블유홀딩스(주),96760,Dec-19,98682527,726423996,17648861,83624725
제이스코홀딩스(주),23440,Dec-11,,,4089967,7831897
제이스코홀딩스(주),23440,Dec-12,,,-13021021,8359634
제이스코홀딩스(주),23440,Dec-13,,,-8397033,49365851
제이스코홀딩스(주),23440,Dec-14,,,-3993255,42018436
제이스코홀딩스(주),23440,Dec-15,,,2995882,45695165
제이스코홀딩스(주),23440,Dec-16,,,7805336,37855279
제이스코홀딩스(주),23440,Dec-17,,,-706578,31008596
제이스코홀딩스(주),23440,Dec-18,,,4737649,30535366
제이스코홀딩스(주),23440,Dec-19,,,-1846357,25110218
제이씨케미칼(주),137950,Dec-11,,,3815701,112360887
제이씨케미칼(주),137950,Dec-12,7386995,92763417,7386995,92763417
제이씨케미칼(주),137950,Dec-13,7100346,101503897,8598288,101503897
제이씨케미칼(주),137950,Dec-14,-154297,76397676,-132880,76397676
제이씨케미칼(주),137950,Dec-15,3921486,110177242,5359062,110177242
제이씨케미칼(주),137950,Dec-16,9886557,154841094,16595916,153804664
제이씨케미칼(주),137950,Dec-17,-3155529,171757136,608971,155078140
제이씨케미칼(주),137950,Dec-18,13671400,181260903,9677615,159857878
제이씨케미칼(주),137950,Dec-19,2714180,202369461,415442,177024604
제이씨현시스템(주),33320,Dec-11,3347258,125744128,2380886,113786390
제이씨현시스템(주),33320,Dec-12,-170821,119641675,-2020456,106310065
제이씨현시스템(주),33320,Dec-13,-1090266,126441868,-2486296,109979515
제이씨현시스템(주),33320,Dec-14,-836613,125343486,-1228116,99510772
제이씨현시스템(주),33320,Dec-15,1183144,144959419,-2124771,118767744
제이씨현시스템(주),33320,Dec-16,4902088,189796639,970078,155242706
제이씨현시스템(주),33320,Dec-17,1577329,284463568,-2504498,229175438
제이씨현시스템(주),33320,Dec-18,3609882,274682918,2209790,229670368
제이씨현시스템(주),33320,Dec-19,11728199,209199780,7817947,171196283
제이엔케이히터(주),126880,Dec-11,-9655053,105741184,-9925577,92116188
제이엔케이히터(주),126880,Dec-12,-26889002,136320787,-18968134,100053194
제이엔케이히터(주),126880,Dec-13,9017753,113852282,12363009,72994824
제이엔케이히터(주),126880,Dec-14,-2782690,141454786,-6907337,105898651
제이엔케이히터(주),126880,Dec-15,21927522,171487841,14255144,118455723
제이엔케이히터(주),126880,Dec-16,-19934645,143538354,-14371198,106772446
제이엔케이히터(주),126880,Dec-17,-8570546,119417582,-5197224,96715708
제이엔케이히터(주),126880,Dec-18,15243113,150460311,14817734,114644019
제이엔케이히터(주),126880,Dec-19,11219907,225530641,14424080,197512325
제이엠아이(주),33050,Dec-11,-3438095,343586465,2696802,34390375
제이엠아이(주),33050,Dec-12,-10373179,220845769,-9677818,28061050
제이엠아이(주),33050,Dec-13,-4676173,247780946,3926107,17743451
제이엠아이(주),33050,Dec-14,19117436,194798104,2620052,21082148
제이엠아이(주),33050,Dec-15,-4046717,120816202,-176192,13976083
제이엠아이(주),33050,Dec-16,13397968,111661318,2461875,16685967
제이엠아이(주),33050,Dec-17,5548529,117723560,5325018,15146855
제이엠아이(주),33050,Dec-18,-4492040,124753911,-1143113,11276792
제이엠아이(주),33050,Dec-19,-68130,70128873,-1137956,11948797
제이엠티(주),94970,Dec-11,-1654312,126189197,6572510,97374511
제이엠티(주),94970,Dec-12,13787981,160265598,12763988,157695459
제이엠티(주),94970,Dec-13,16169349,151863315,15852429,150969115
제이엠티(주),94970,Dec-14,21365507,156169850,21723126,155240340
제이엠티(주),94970,Dec-15,-1911633,89467727,-1894538,88876737
제이엠티(주),94970,Dec-16,350251,96453932,-9628446,99569337
제이엠티(주),94970,Dec-17,-3719939,148025185,-17860393,115432823
제이엠티(주),94970,Dec-18,34840333,147040181,30059288,102773155
제이엠티(주),94970,Dec-19,7788192,83264957,925347,54807237
제이준코스메틱(주),25620,Dec-11,,,-353174,57607367
제이준코스메틱(주),25620,Dec-12,,,-2305592,50422207
제이준코스메틱(주),25620,Dec-13,-1464112,30094731,-1464112,30094731
제이준코스메틱(주),25620,Dec-14,,,-5325157,7148923
제이준코스메틱(주),25620,Dec-15,-16235111,8011257,-15177481,8011257
제이준코스메틱(주),25620,Dec-16,7084511,83423744,5486732,80888163
제이준코스메틱(주),25620,Dec-17,,,-20597799,129713291
제이준코스메틱(주),25620,Dec-18,-31564162,132015284,-31235061,131786245
제이준코스메틱(주),25620,Dec-19,3502550,52618530,4178046,40813125
제일약품(주),271980,Dec-17,,,-4209794,371591763
제일약품(주),271980,Dec-18,,,21453352,627074758
제일약품(주),271980,Dec-19,,,28957624,671406875
제일연마공업(주),1560,Dec-11,4853594,87697880,2476020,73921178
제일연마공업(주),1560,Dec-12,13280219,86097284,11544275,73560830
제일연마공업(주),1560,Dec-13,7261927,85918549,5675965,72997377
제일연마공업(주),1560,Dec-14,9723762,88242569,8418101,75357493
제일연마공업(주),1560,Dec-15,8757762,86575558,7171750,73257206
제일연마공업(주),1560,Dec-16,12055752,86409643,8219990,72035073
제일연마공업(주),1560,Dec-17,6193602,82451325,3834231,70962538
제일연마공업(주),1560,Dec-18,5712098,82191790,7218349,70561407
제일연마공업(주),1560,Dec-19,6872002,81071833,6264539,69029654
제일파마홀딩스(주),2620,Dec-11,,,25665564,462853352
제일파마홀딩스(주),2620,Dec-12,,,-3942836,426819209
제일파마홀딩스(주),2620,Dec-13,,,12915737,451968239
제일파마홀딩스(주),2620,Dec-14,,,-3783105,512736239
제일파마홀딩스(주),2620,Dec-15,,,2743174,594715655
제일파마홀딩스(주),2620,Dec-16,11355091,617279880,9514215,616093302
제일파마홀딩스(주),2620,Dec-17,5923126,44440577,5721904,3878015
제일파마홀딩스(주),2620,Dec-18,-3432763,142736343,1541860,13062295
제일파마홀딩스(주),2620,Dec-19,25215758,731140380,1080935,15296455
조광아이엘아이(주),44060,Dec-11,2319348,17815008,2031795,17743944
조광아이엘아이(주),44060,Dec-12,1684135,22609560,2020820,22131586
조광아이엘아이(주),44060,Dec-13,2809660,20830732,2748429,20591147
조광아이엘아이(주),44060,Dec-14,2787688,26663062,2752752,26616575
조광아이엘아이(주),44060,Dec-15,3640486,31254241,3267974,31232603
조광아이엘아이(주),44060,Dec-16,8742896,24499975,8749862,24499975
조광아이엘아이(주),44060,Dec-17,4433175,20369538,4414040,20324881
조광아이엘아이(주),44060,Dec-18,3236289,24602135,3256674,24602135
조광아이엘아이(주),44060,Dec-19,7865103,24534303,6671448,24534303
조광페인트(주),4910,Dec-11,-3277495,166766165,-3467469,164439693
조광페인트(주),4910,Dec-12,7550663,172960466,7601266,170006324
조광페인트(주),4910,Dec-13,9852718,184561296,9747178,180594468
조광페인트(주),4910,Dec-14,19447503,193792839,19549274,189183817
조광페인트(주),4910,Dec-15,21198381,189482109,21179751,183399145
조광페인트(주),4910,Dec-16,18152380,188696551,18190223,183378684
조광페인트(주),4910,Dec-17,13425599,201245024,12169524,196287605
조광페인트(주),4910,Dec-18,-4987296,209481335,-4796860,204432755
조광페인트(주),4910,Dec-19,12308766,203361940,11732317,198162872
조광피혁(주),4700,Dec-11,-4892219,180544035,-1144349,181946237
조광피혁(주),4700,Dec-12,25339518,193883303,24987785,195974888
조광피혁(주),4700,Dec-13,12951397,189728876,11042407,185292196
조광피혁(주),4700,Dec-14,-7301592,198169502,-6177865,195012611
조광피혁(주),4700,Dec-15,23303026,181883465,21283559,180546466
조광피혁(주),4700,Dec-16,20343244,198566058,20343301,198566058
조광피혁(주),4700,Dec-17,32497173,174294405,32497173,174294405
조광피혁(주),4700,Dec-18,,,19223071,127668738
조광피혁(주),4700,Dec-19,,,29146528,108240350
조선내화(주),480,Dec-11,24020759,770365715,16128813,465542305
조선내화(주),480,Dec-12,75805361,835634819,36705519,498488730
조선내화(주),480,Dec-13,84837641,848218991,58741722,491739130
조선내화(주),480,Dec-14,70900799,856202386,33320344,491717569
조선내화(주),480,Dec-15,51551245,728337552,10274200,468201028
조선내화(주),480,Dec-16,64428927,714499502,28575990,455717223
조선내화(주),480,Dec-17,28447387,694333852,11222955,439188095
조선내화(주),480,Dec-18,60429722,789176793,40908683,504868202
조선내화(주),480,Dec-19,80043081,757153217,47466910,467931121
조선선재(주),120030,Dec-11,,,13506940,75614865
조선선재(주),120030,Dec-12,,,3202160,73414643
조선선재(주),120030,Dec-13,,,14941590,72233523
조선선재(주),120030,Dec-14,,,13029601,70928954
조선선재(주),120030,Dec-15,,,18226523,66334460
조선선재(주),120030,Dec-16,,,14333739,63087575
조선선재(주),120030,Dec-17,,,16081225,66010846
조선선재(주),120030,Dec-18,,,9323725,62709302
조선선재(주),120030,Dec-19,,,15323314,64043540
조아제약(주),34940,Dec-11,,,2945124,38922205
조아제약(주),34940,Dec-12,,,2353687,41032148
조아제약(주),34940,Dec-13,3531783,43913344,3530533,43270036
조아제약(주),34940,Dec-14,625517,43087208,400967,41647903
조아제약(주),34940,Dec-15,1187102,50120387,1089655,48681916
조아제약(주),34940,Dec-16,930418,55550555,865193,53967907
조아제약(주),34940,Dec-17,-675509,58865464,-685104,57172020
조아제약(주),34940,Dec-18,2044330,63089935,1510673,61640171
조아제약(주),34940,Dec-19,4156833,67536605,4724218,66476463
조일알미늄(주),18470,Dec-11,,,12878194,396286962
조일알미늄(주),18470,Dec-12,,,36058011,359008369
조일알미늄(주),18470,Dec-13,,,11570903,326176058
조일알미늄(주),18470,Dec-14,,,12426029,309041275
조일알미늄(주),18470,Dec-15,,,16500923,271779373
조일알미늄(주),18470,Dec-16,,,-15947245,273427164
조일알미늄(주),18470,Dec-17,,,-7943708,299165112
조일알미늄(주),18470,Dec-18,,,-4300458,317744416
조일알미늄(주),18470,Dec-19,,,3330419,311766941
주성엔지니어링(주),36930,Dec-11,-76614280,319177988,-72863405,304759055
주성엔지니어링(주),36930,Dec-12,-721471,80017000,2036963,76836352
주성엔지니어링(주),36930,Dec-13,16476368,153698605,17488606,151643955
주성엔지니어링(주),36930,Dec-14,40226106,141962582,40442372,140412172
주성엔지니어링(주),36930,Dec-15,30271055,175637905,30666444,175677910
주성엔지니어링(주),36930,Dec-16,44731184,268011411,44633414,266960505
주성엔지니어링(주),36930,Dec-17,57148235,272687423,56997176,272535493
주성엔지니어링(주),36930,Dec-18,-34932233,263006104,-34853398,262699926
주성엔지니어링(주),36930,Dec-19,57318977,254580906,57588435,254491427
줌인터넷(주),239340,Dec-16,,,,
줌인터넷(주),239340,Dec-17,,,,
줌인터넷(주),239340,Dec-18,,,,
줌인터넷(주),239340,Dec-19,2850107,24679947,2859824,24679947
지나인제약(주),78650,Dec-11,11108612,50802585,12447142,51372612
지나인제약(주),78650,Dec-12,14419128,86465720,13339190,87383577
지나인제약(주),78650,Dec-13,22246864,129048858,20313976,129825921
지나인제약(주),78650,Dec-14,10647128,81327428,2344333,83684493
