회사명,거래소코드,회계년도,장기차입금(IFRS연결),단기차입금(IFRS연결),자산(IFRS연결),장기차입금(IFRS개별),단기차입금(IFRS개별),자산(IFRS개별)
(주)금호에이치티,214330,Dec-15,3272419,17005154,123875646,2100000,13130025,109367040
(주)금호에이치티,214330,Dec-16,19750000,18189825,156606980,19750000,12992025,151786975
(주)금호에이치티,214330,Dec-17,12500000,17437767,150164495,12500000,12772775,146407321
(주)금호에이치티,214330,Dec-18,22000000,19443350,238380056,22000000,12932950,230268876
(주)금호에이치티,214330,Dec-19,16000000,31629600,322078193,16000000,25000000,314666069
(주)금화피에스시,36190,Dec-11,,,,0,0,94174014
(주)금화피에스시,36190,Dec-12,,,,0,0,105483370
(주)금화피에스시,36190,Dec-13,0,0,142932108,0,0,135180701
(주)금화피에스시,36190,Dec-14,0,0,158057524,0,0,146360964
(주)금화피에스시,36190,Dec-15,2264000,36000,189001800,0,0,175086217
(주)금화피에스시,36190,Dec-16,2635000,300000,215036137,0,0,197557790
(주)금화피에스시,36190,Dec-17,2935000,0,231639148,0,0,216252318
(주)금화피에스시,36190,Dec-18,2399000,3000000,262516457,0,0,242310750
(주)금화피에스시,36190,Dec-19,247500,4424795,281692946,0,0,255149491
(주)기가레인,49080,Dec-13,16480186,18724770,122523850,16074800,18724770,122926340
(주)기가레인,49080,Dec-14,21746498,15700000,131923500,21333800,15700000,133237615
(주)기가레인,49080,Dec-15,19274076,30184810,151757532,18853647,27904000,148551434
(주)기가레인,49080,Dec-16,24443640,27764735,155732003,24443640,26549800,152639799
(주)기가레인,49080,Dec-17,13015860,27150752,181628353,13015860,26649800,179756049
(주)기가레인,49080,Dec-18,8621072,23292780,179113947,8621072,23292318,176296022
(주)기가레인,49080,Dec-19,9121245,27370208,117798198,7391502,27370208,115539385
(주)기산텔레콤,35460,Dec-11,1249602,15592224,86259438,591000,6000000,59416681
(주)기산텔레콤,35460,Dec-12,903500,16239404,73234520,591000,5000000,46588431
(주)기산텔레콤,35460,Dec-13,207500,10881888,78811114,20000,5000000,57254925
(주)기산텔레콤,35460,Dec-14,709500,8959000,78052777,0,4200000,54284156
(주)기산텔레콤,35460,Dec-15,689930,7097503,76012528,0,2000000,53901387
(주)기산텔레콤,35460,Dec-16,483970,9029554,74209973,0,0,47117435
(주)기산텔레콤,35460,Dec-17,0,0,70137339,0,0,44554117
(주)기산텔레콤,35460,Dec-18,0,4853227,56180491,0,0,34219394
(주)기산텔레콤,35460,Dec-19,565190,8674398,66789756,0,3440000,40025881
(주)까뮤이앤씨,13700,Dec-11,,,,1466667,94823480,248885092
(주)까뮤이앤씨,13700,Dec-12,,,,1466667,81373845,203481478
(주)까뮤이앤씨,13700,Dec-13,,,,1466667,65771392,167635146
(주)까뮤이앤씨,13700,Dec-14,,,,1466667,21629010,129647729
(주)까뮤이앤씨,13700,Dec-15,,,,2933333,16800000,129465385
(주)까뮤이앤씨,13700,Dec-16,,,,2800000,27384440,142978398
(주)까뮤이앤씨,13700,Dec-17,,,,2466667,17000000,139937930
(주)까뮤이앤씨,13700,Dec-18,,,,12233333,9880000,142240175
(주)까뮤이앤씨,13700,Dec-19,,,,34700000,0,168876167
(주)까스텔바작,308100,Dec-19,0,0,89005071,0,0,88614189
(주)나노,187790,Dec-14,,,,,,
(주)나노,187790,Dec-15,7050000,19540053,99495652,7050000,15515175,72593232
(주)나노,187790,Dec-16,9474975,18084353,83440884,5694320,13994432,57351009
(주)나노,187790,Dec-17,8412611,16894161,91574665,3888800,8863432,59149648
(주)나노,187790,Dec-18,6277311,16389426,108261295,2333280,7224192,66624058
(주)나노,187790,Dec-19,6857559,16064343,116141232,777760,6594235,73016346
(주)나노브릭,286750,Dec-19,300000,3000000,24551526,300000,3000000,24551526
(주)나노신소재,121600,Dec-11,1566616,6573810,73056413,1566616,6573810,73039188
(주)나노신소재,121600,Dec-12,1200000,4230845,68351781,1200000,4230845,68451247
(주)나노신소재,121600,Dec-13,3360000,2682299,67523690,3360000,2682299,67590589
(주)나노신소재,121600,Dec-14,2720000,3768682,71678554,2720000,3768682,71672677
(주)나노신소재,121600,Dec-15,980000,1769485,83449448,980000,1769485,82685704
(주)나노신소재,121600,Dec-16,240000,0,84239207,240000,0,84288643
(주)나노신소재,121600,Dec-17,0,0,88963512,0,0,89013566
(주)나노신소재,121600,Dec-18,0,0,98480424,0,0,98056917
(주)나노신소재,121600,Dec-19,0,0,101893569,0,0,101777474
(주)나노엔텍,39860,Dec-11,187500,1833454,49649382,187500,1833454,50081334
(주)나노엔텍,39860,Dec-12,0,2823716,44437103,0,2823716,44443980
(주)나노엔텍,39860,Dec-13,0,1390000,44803627,0,1390000,46319139
(주)나노엔텍,39860,Dec-14,0,1272356,43261142,0,1272356,46185844
(주)나노엔텍,39860,Dec-15,3080000,1600000,52687009,3000000,0,58551326
(주)나노엔텍,39860,Dec-16,3000000,0,45707894,3000000,0,47792785
(주)나노엔텍,39860,Dec-17,0,0,42369896,0,0,45400592
(주)나노엔텍,39860,Dec-18,0,0,42161682,0,0,45657059
(주)나노엔텍,39860,Dec-19,0,0,46639328,0,0,50554981
(주)나무가,190510,Dec-15,16005730,30976364,203857810,3400000,8599995,147630953
(주)나무가,190510,Dec-16,19580457,25542748,195912474,0,3000000,114797114
(주)나무가,190510,Dec-17,15956664,35414455,142414320,0,4300000,73845257
(주)나무가,190510,Dec-18,8540365,25249841,118767661,0,2000000,78000824
(주)나무가,190510,Dec-19,3338266,35898012,194518538,0,12303322,157114377
(주)나스미디어,89600,Dec-13,,,,0,0,97139620
(주)나스미디어,89600,Dec-14,,,,0,0,97502238
(주)나스미디어,89600,Dec-15,,,,0,0,141732627
(주)나스미디어,89600,Dec-16,6000000,0,263925022,0,0,192274757
(주)나스미디어,89600,Dec-17,3000000,0,315966980,0,0,239540352
(주)나스미디어,89600,Dec-18,0,0,303112420,0,0,229196776
(주)나스미디어,89600,Dec-19,0,0,356236026,0,0,279587256
(주)나이벡,138610,Dec-11,,,,2417460,420000,17401025
(주)나이벡,138610,Dec-12,,,,2667540,420000,16460027
(주)나이벡,138610,Dec-13,,,,1321740,420000,17054924
(주)나이벡,138610,Dec-14,,,,179760,420000,14148441
(주)나이벡,138610,Dec-15,,,,2214660,420000,19428914
(주)나이벡,138610,Dec-16,,,,1556220,420000,22969642
(주)나이벡,138610,Dec-17,,,,897780,920000,25750373
(주)나이벡,138610,Dec-18,,,,851965,870000,22317590
(주)나이벡,138610,Dec-19,,,,20830,783000,35734880
(주)나이스디앤비,130580,Dec-11,,,,0,0,22641623
(주)나이스디앤비,130580,Dec-12,,,,0,0,24790683
(주)나이스디앤비,130580,Dec-13,,,,0,0,27132117
(주)나이스디앤비,130580,Dec-14,,,,0,0,31070259
(주)나이스디앤비,130580,Dec-15,0,0,37168676,0,0,34806859
(주)나이스디앤비,130580,Dec-16,0,0,40466208,0,0,37343939
(주)나이스디앤비,130580,Dec-17,0,0,46928148,0,0,43008000
(주)나이스디앤비,130580,Dec-18,0,0,56660361,0,0,51102350
(주)나이스디앤비,130580,Dec-19,0,0,78675556,0,0,60523112
(주)나이스홀딩스,34310,Dec-11,9000000,7300000,427573951,9000000,7000000,329687222
(주)나이스홀딩스,34310,Dec-12,0,7000000,496053949,0,0,326573175
(주)나이스홀딩스,34310,Dec-13,9800000,43515566,865450175,7500000,1500000,340424811
(주)나이스홀딩스,34310,Dec-14,56746422,135879163,1191004551,16500000,13500000,374466879
(주)나이스홀딩스,34310,Dec-15,15613688,193226587,1242453840,0,42902055,379918653
(주)나이스홀딩스,34310,Dec-16,22840730,221952077,1408253173,0,57035100,388557495
(주)나이스홀딩스,34310,Dec-17,92930588,256785206,1742367144,0,53405770,384843529
(주)나이스홀딩스,34310,Dec-18,109823062,314418588,2172977804,0,53405468,423389599
(주)나이스홀딩스,34310,Dec-19,107223638,345366143,2564827369,0,79966855,438147427
(주)나인테크,267320,Dec-17,,,,,,
(주)나인테크,267320,Dec-18,,,,,,
(주)나인테크,267320,Dec-19,,,,,,
(주)남선알미늄,8350,Dec-11,546000,85209097,259574975,546000,85209097,224292636
(주)남선알미늄,8350,Dec-12,,,,364000,91205011,236720122
(주)남선알미늄,8350,Dec-13,,,,182000,80101005,237576875
(주)남선알미늄,8350,Dec-14,,,,0,73251619,240321965
(주)남선알미늄,8350,Dec-15,,,,3750000,82798701,286102329
(주)남선알미늄,8350,Dec-16,,,,0,62896273,283413750
(주)남선알미늄,8350,Dec-17,,,,0,52958203,284649401
(주)남선알미늄,8350,Dec-18,10000000,36381094,303023071,10000000,28164427,294949630
(주)남선알미늄,8350,Dec-19,11125000,22764851,295529661,11125000,22764851,292559970
(주)남성,4270,Dec-11,2092300,95595110,222934371,2092300,76515268,185361070
(주)남성,4270,Dec-12,0,95637513,221414593,0,75587454,189440992
(주)남성,4270,Dec-13,0,71854346,200078722,0,51573189,170466140
(주)남성,4270,Dec-14,0,83579101,195514519,0,62828653,170614606
(주)남성,4270,Dec-15,0,85740665,201740627,0,62453985,176973347
(주)남성,4270,Dec-16,0,79253018,204535206,0,57569810,169335721
(주)남성,4270,Dec-17,0,64448253,203435953,0,44203910,170016707
(주)남성,4270,Dec-18,1166667,70303497,205083689,1166667,49569038,168663357
(주)남성,4270,Dec-19,13000000,65061060,204791617,1500000,52909949,168351672
(주)내츄럴엔도텍,168330,Dec-13,,,,0,0,68289681
(주)내츄럴엔도텍,168330,Dec-14,,,,1160000,0,88718019
(주)내츄럴엔도텍,168330,Dec-15,1650000,0,69432771,1650000,0,68048870
(주)내츄럴엔도텍,168330,Dec-16,1160000,0,85875253,1160000,0,84785249
(주)내츄럴엔도텍,168330,Dec-17,1160000,0,85682820,1160000,0,76003964
(주)내츄럴엔도텍,168330,Dec-18,1160000,202754,61165965,1160000,0,58376529
(주)내츄럴엔도텍,168330,Dec-19,1160000,0,48783961,1160000,0,46385446
(주)네오리진,94860,Dec-11,1416665,8522966,50506702,0,5814835,38211632
(주)네오리진,94860,Dec-12,,,,669681,4018007,43332725
(주)네오리진,94860,Dec-13,,,,196965,4999669,41590190
(주)네오리진,94860,Dec-14,,,,0,3624997,30254515
(주)네오리진,94860,Dec-15,,,,0,1254000,15421277
(주)네오리진,94860,Dec-16,,,,0,940500,15595920
(주)네오리진,94860,Dec-17,0,627000,17683620,0,627000,17731465
(주)네오리진,94860,Dec-18,,,,0,313500,14691632
(주)네오리진,94860,Dec-19,,,,0,100000,14066760
(주)네오셈,253590,Dec-18,,,,,,
(주)네오셈,253590,Dec-19,11423740,6600000,64170222,11423740,6600000,61104654
(주)네오오토,212560,Dec-15,,,,27794683,3800000,120456080
(주)네오오토,212560,Dec-16,,,,28361085,1800000,134856787
(주)네오오토,212560,Dec-17,,,,28044158,1800000,137106556
(주)네오오토,212560,Dec-18,,,,27313133,1800000,142507781
(주)네오오토,212560,Dec-19,,,,25864635,0,141061458
(주)네오위즈,95660,Dec-11,72780600,44242529,626224593,69703200,37000000,591341137
(주)네오위즈,95660,Dec-12,54050856,19084841,625813964,52800000,18712500,617354527
(주)네오위즈,95660,Dec-13,20105530,1416988,506848572,20000000,0,551249191
(주)네오위즈,95660,Dec-14,350000,979798,423334499,0,0,461517570
(주)네오위즈,95660,Dec-15,0,0,374371339,0,0,449105231
(주)네오위즈,95660,Dec-16,0,0,317438639,0,0,384869735
(주)네오위즈,95660,Dec-17,0,0,304359379,0,0,358084232
(주)네오위즈,95660,Dec-18,0,0,366712258,0,0,369637231
(주)네오위즈,95660,Dec-19,0,0,398001624,0,0,364839362
(주)네오위즈홀딩스,42420,Dec-11,72780600,38050661,699856916,29703200,0,281363732
(주)네오위즈홀딩스,42420,Dec-12,54050856,19960624,689645348,0,0,293245166
(주)네오위즈홀딩스,42420,Dec-13,20105530,1230140,588519102,0,0,262710442
(주)네오위즈홀딩스,42420,Dec-14,350000,979798,573964611,0,0,272391992
(주)네오위즈홀딩스,42420,Dec-15,0,0,570887893,0,0,368262016
(주)네오위즈홀딩스,42420,Dec-16,0,750961,533357640,0,0,328583153
(주)네오위즈홀딩스,42420,Dec-17,0,796980,524777876,0,0,313767777
(주)네오위즈홀딩스,42420,Dec-18,0,549399,590591987,0,0,306379044
(주)네오위즈홀딩스,42420,Dec-19,0,0,622123554,0,0,305733563
(주)네오크레마,311390,Dec-19,5604030,456099,47211442,5600000,99,45863302
(주)네오티스,85910,Dec-11,,,,1200000,1473000,68203366
(주)네오티스,85910,Dec-12,,,,1182120,2661000,70371168
(주)네오티스,85910,Dec-13,740000,6624446,85206045,740000,3774446,82403567
(주)네오티스,85910,Dec-14,740000,10693000,84630312,740000,7143000,80613277
(주)네오티스,85910,Dec-15,2700000,12408000,84946749,2700000,9143000,80839473
(주)네오티스,85910,Dec-16,4200000,14863000,84886956,4200000,11883000,81259493
(주)네오티스,85910,Dec-17,2443000,14028146,81029245,2443000,11333146,78550459
(주)네오티스,85910,Dec-18,4943000,18208009,86639875,4943000,15798009,84260526
(주)네오티스,85910,Dec-19,7071600,20835673,86911739,5625000,20135673,84509470
(주)네오팜,92730,Dec-11,,,,353800,0,34000642
(주)네오팜,92730,Dec-12,,,,0,116146,34141789
(주)네오팜,92730,Dec-13,,,,900000,0,34758707
(주)네오팜,92730,Dec-14,,,,0,0,35836403
(주)네오팜,92730,Dec-15,,,,0,0,40409458
(주)네오팜,92730,Dec-16,0,0,46509145,0,0,46991314
(주)네오팜,92730,Dec-17,0,0,56694807,0,0,57785337
(주)네오팜,92730,Dec-18,400000,0,72928484,400000,0,74458661
(주)네오팜,92730,Dec-19,4000000,400000,122741537,4000000,400000,123245965
(주)네오펙트,290660,Dec-18,0,3940764,35920416,0,3940764,41288317
(주)네오펙트,290660,Dec-19,3000000,1000000,47016455,3000000,500000,43811943
(주)네온테크,306620,Dec-18,,,,,,
(주)네온테크,306620,Dec-19,,,,,,
(주)네이블커뮤니케이션즈,153460,Dec-12,,,,46664,97285,33226391
(주)네이블커뮤니케이션즈,153460,Dec-13,,,,0,49322,29331445
(주)네이블커뮤니케이션즈,153460,Dec-14,0,0,30322642,0,0,30283653
(주)네이블커뮤니케이션즈,153460,Dec-15,,,,0,0,30741693
(주)네이블커뮤니케이션즈,153460,Dec-16,,,,0,0,38055743
(주)네이블커뮤니케이션즈,153460,Dec-17,,,,0,0,30886559
(주)네이블커뮤니케이션즈,153460,Dec-18,,,,0,0,28037387
(주)네이블커뮤니케이션즈,153460,Dec-19,,,,0,0,25949215
(주)네이처셀,7390,Dec-11,,,,0,8227851,26205792
(주)네이처셀,7390,Dec-12,,,,0,5768351,24824589
(주)네이처셀,7390,Dec-13,,,,230000,3525045,23016530
(주)네이처셀,7390,Dec-14,,,,230000,3240000,24536576
(주)네이처셀,7390,Dec-15,,,,230000,2740000,45969748
(주)네이처셀,7390,Dec-16,,,,1917000,2240000,52666628
(주)네이처셀,7390,Dec-17,,,,1871000,2240000,51440663
(주)네이처셀,7390,Dec-18,,,,69000,2240000,52875422
(주)네이처셀,7390,Dec-19,,,,23000,2240000,93110328
(주)네패스,33640,Dec-11,77069258,9000000,319659039,46281174,9000000,268636973
(주)네패스,33640,Dec-12,76488631,10618205,338761029,54174047,10618205,313471403
(주)네패스,33640,Dec-13,90050535,22875820,395087608,62177169,12000000,308568404
(주)네패스,33640,Dec-14,85890680,13917793,385538915,75499900,4000000,308801673
(주)네패스,33640,Dec-15,72369940,25815441,355858618,55583240,7000000,287262174
(주)네패스,33640,Dec-16,18806700,46325779,298597454,15416580,30000000,275811611
(주)네패스,33640,Dec-17,35833300,39824541,308121193,34583300,26000000,292764814
(주)네패스,33640,Dec-18,12275000,31590000,281991633,12275000,21500000,286763961
(주)네패스,33640,Dec-19,100118000,39972000,521648374,87743000,27000000,392537623
(주)넥센,5720,Dec-11,35245785,91050340,521959112,35245785,83147652,428934662
(주)넥센,5720,Dec-12,20811722,61446329,720858644,15409964,56795308,553189087
(주)넥센,5720,Dec-13,9217895,75584792,787194782,3910849,61767990,550327802
(주)넥센,5720,Dec-14,6127639,81247626,837243995,2738669,69209719,568520715
(주)넥센,5720,Dec-15,11945600,60905591,883064033,11945600,45575388,569535605
(주)넥센,5720,Dec-16,1304000,58209953,970602747,1304000,43443826,581253078
(주)넥센,5720,Dec-17,7762400,48539073,1085451848,7762400,35318843,653953608
(주)넥센,5720,Dec-18,864250588,119154764,3825103267,5092220,42921046,660401955
(주)넥센,5720,Dec-19,873699080,109433161,4098014996,3042852,12023169,651025593
(주)넥스턴바이오사이언스,89140,Dec-11,,,,0,2210740,30761087
(주)넥스턴바이오사이언스,89140,Dec-12,,,,0,0,28408118
(주)넥스턴바이오사이언스,89140,Dec-13,,,,0,0,30594123
(주)넥스턴바이오사이언스,89140,Dec-14,,,,0,0,33483189
(주)넥스턴바이오사이언스,89140,Dec-15,,,,0,0,33210149
(주)넥스턴바이오사이언스,89140,Dec-16,,,,0,0,98533684
(주)넥스턴바이오사이언스,89140,Dec-17,,,,0,0,94752881
(주)넥스턴바이오사이언스,89140,Dec-18,,,,0,0,113520280
(주)넥스턴바이오사이언스,89140,Dec-19,,,,0,0,105169657
(주)넥스트아이,137940,Dec-11,,,,0,0,26466732
(주)넥스트아이,137940,Dec-12,0,0,34121513,0,0,32953013
(주)넥스트아이,137940,Dec-13,3000000,0,40616025,3000000,0,39741543
(주)넥스트아이,137940,Dec-14,1687140,0,44377477,1687140,0,43788615
(주)넥스트아이,137940,Dec-15,937300,0,46268860,937300,0,44416952
(주)넥스트아이,137940,Dec-16,627805,0,98887814,187460,0,84181290
(주)넥스트아이,137940,Dec-17,13825345,2970000,138956473,12000000,0,112900563
(주)넥스트아이,137940,Dec-18,13255000,5260000,177572044,11000000,0,96931481
(주)넥스트아이,137940,Dec-19,800000,21900000,174552667,0,21900000,99320936
(주)넥스트엔터테인먼트월드,160550,Dec-14,750000,10100000,179333543,750000,10100000,173642958
(주)넥스트엔터테인먼트월드,160550,Dec-15,8800000,9000000,200430116,8800000,7000000,192488791
(주)넥스트엔터테인먼트월드,160550,Dec-16,17925000,2000000,230523945,17925000,0,218017170
(주)넥스트엔터테인먼트월드,160550,Dec-17,32908331,3800000,256463072,31908333,2000000,223093076
(주)넥스트엔터테인먼트월드,160550,Dec-18,19462213,15800000,256522672,16541667,9600000,210370784
(주)넥스트엔터테인먼트월드,160550,Dec-19,18051373,43900000,313341346,10125000,34100000,212129385
(주)넥슨게임즈,225570,Dec-15,,,,,,
(주)넥슨게임즈,225570,Dec-16,,,,,,
(주)넥슨게임즈,225570,Dec-17,,,,0,0,42988788
(주)넥슨게임즈,225570,Dec-18,,,,0,0,29415924
(주)넥슨게임즈,225570,Dec-19,,,,0,0,72946033
(주)넵튠,217270,Dec-15,,,,,,
(주)넵튠,217270,Dec-16,0,1000000,47885328,0,0,43886650
(주)넵튠,217270,Dec-17,0,1900000,110288332,0,600000,105560625
(주)넵튠,217270,Dec-18,0,2100000,129607837,0,600000,123729011
(주)넵튠,217270,Dec-19,0,1700000,115667487,0,600000,113005518
(주)노랑풍선,104620,Dec-19,0,14300000,114981929,0,14000000,114665477
(주)노루페인트,90350,Dec-11,27000000,49813073,490240264,27000000,46985073,473071190
(주)노루페인트,90350,Dec-12,80000000,39377473,527545682,80000000,38000000,511877762
(주)노루페인트,90350,Dec-13,25000000,41304933,528887786,25000000,37004933,507427528
(주)노루페인트,90350,Dec-14,35198400,54585534,544220095,35198400,49880902,518168929
