회사명,거래소코드,회계년도,당기순이익(IFRS연결),매출액(IFRS연결),당기순이익(IFRS개별),매출액(IFRS개별)
에스엘(주),5850,Dec-15,72740935,1395133199,51869612,593583766
에스엘(주),5850,Dec-16,120841276,1620581391,64950210,638836988
에스엘(주),5850,Dec-17,100021666,1489427601,132076049,720851055
에스엘(주),5850,Dec-18,25164718,1598634354,27113938,735139558
에스엘(주),5850,Dec-19,87092916,2262212221,81821128,1407091294
에스와이(주),109610,Dec-15,7683158,261724632,6319444,165623552
에스와이(주),109610,Dec-16,1592119,306116510,1970394,181798357
에스와이(주),109610,Dec-17,489776,393503262,1987446,298641671
에스와이(주),109610,Dec-18,1452784,419928752,4219626,343028329
에스와이(주),109610,Dec-19,-16233649,380109486,-18581825,294915037
에스지씨에너지(주),5090,Dec-11,,,22162018,280723959
에스지씨에너지(주),5090,Dec-12,,,15232377,285221128
에스지씨에너지(주),5090,Dec-13,8936601,290031609,8506676,288199000
에스지씨에너지(주),5090,Dec-14,18437355,297812164,7898948,283829621
에스지씨에너지(주),5090,Dec-15,19279263,310295324,11586292,296449058
에스지씨에너지(주),5090,Dec-16,14412035,297458693,-2032064,278126586
에스지씨에너지(주),5090,Dec-17,4090728,319961347,-7480667,310927507
에스지씨에너지(주),5090,Dec-18,-11514293,346781204,-28300261,335600373
에스지씨에너지(주),5090,Dec-19,426699,284244835,-8277072,273589905
에스지씨이테크건설(주),16250,Dec-11,28136667,699059559,15020085,670297194
에스지씨이테크건설(주),16250,Dec-12,19819397,785541865,8832950,695594773
에스지씨이테크건설(주),16250,Dec-13,-11505473,667502467,-23965595,504100742
에스지씨이테크건설(주),16250,Dec-14,44607158,877234227,6611647,677698634
에스지씨이테크건설(주),16250,Dec-15,41751716,1100688301,11287137,788563315
에스지씨이테크건설(주),16250,Dec-16,60705309,1191570073,15138950,843579329
에스지씨이테크건설(주),16250,Dec-17,65210573,1465750842,13111089,841221413
에스지씨이테크건설(주),16250,Dec-18,71126973,1487904768,8070010,881992820
에스지씨이테크건설(주),16250,Dec-19,31525629,1698474766,27595183,1242048953
에스지에이(주),49470,Dec-11,807763,40943094,267386,40661943
에스지에이(주),49470,Dec-12,-1812034,33987255,-1868178,32213681
에스지에이(주),49470,Dec-13,1321187,51076987,143269,43180692
에스지에이(주),49470,Dec-14,4876423,58218926,126540,40940421
에스지에이(주),49470,Dec-15,449406,72075046,-2205102,43618539
에스지에이(주),49470,Dec-16,2280881,109262777,680184,33463478
에스지에이(주),49470,Dec-17,-17768449,98081509,-9228766,37759225
에스지에이(주),49470,Dec-18,-14341575,88885999,-72363,44351155
에스지에이(주),49470,Dec-19,-30392468,81471003,-9626467,38700581
에스지에이솔루션즈(주),184230,Jun-14,,,,
에스지에이솔루션즈(주),184230,Jun-15,3536653,19994383,3549625,19994383
에스지에이솔루션즈(주),184230,Dec-16,3166048,49543830,3015498,28402273
에스지에이솔루션즈(주),184230,Dec-17,2221076,55343525,1475662,20466860
에스지에이솔루션즈(주),184230,Dec-18,-13443325,45381803,-6831031,17856882
에스지에이솔루션즈(주),184230,Dec-19,-28587262,45088761,-23612013,21614762
에스지이(주),255220,Dec-18,9619134,145839541,9574843,118477483
에스지이(주),255220,Dec-19,9606579,132776115,8521423,111440249
에스케이(주),34730,Dec-11,438250486,1701763922,147902436,1619101478
에스케이(주),34730,Dec-12,356182416,2241803020,127083613,1528627922
에스케이(주),34730,Dec-13,188954572,2301754740,124651228,1805743164
에스케이(주),34730,Dec-14,129898846,2425966528,240347409,1974143344
에스케이(주),34730,Dec-15,5549259000,39569775000,5821064000,2065032000
에스케이(주),34730,Dec-16,2822484000,83617494000,641694000,3113719000
에스케이(주),34730,Dec-17,5066482000,93296368000,612121000,2477840000
에스케이(주),34730,Dec-18,6151141000,1.01502E+11,1453631000,2672412000
에스케이(주),34730,Dec-19,1607249000,99264574000,1420543000,3245516000
에스케이가스(주),18670,Dec-11,107802944,7222787081,85483188,5470288720
에스케이가스(주),18670,Dec-12,95825228,7583747014,84474873,5090631429
에스케이가스(주),18670,Dec-13,102473575,6672246520,84620425,4196769654
에스케이가스(주),18670,Dec-14,99106344,5943465084,87932765,4313542450
에스케이가스(주),18670,Dec-15,73231558,4078985548,59278385,2826941690
에스케이가스(주),18670,Dec-16,188170059,5254738369,86885652,3366245664
에스케이가스(주),18670,Dec-17,149899107,6689683934,83803786,4151828216
에스케이가스(주),18670,Dec-18,55438443,6859163776,87766233,4808642481
에스케이가스(주),18670,Dec-19,154118608,4931073628,75505265,3973394871
에스케이네트웍스(주),1740,Dec-11,141754586,27535570532,138054125,26224418960
에스케이네트웍스(주),1740,Dec-12,11944308,27935503372,-85791826,25511199449
에스케이네트웍스(주),1740,Dec-13,-591815229,25975361370,-530626190,23739620447
에스케이네트웍스(주),1740,Dec-14,31618236,22408068204,11666678,20460418440
에스케이네트웍스(주),1740,Dec-15,73038777,20355840898,78091578,18681721369
에스케이네트웍스(주),1740,Dec-16,-81572253,18457381000,-69305757,17333736978
에스케이네트웍스(주),1740,Dec-17,34610000,15202346000,-22927000,13613184000
에스케이네트웍스(주),1740,Dec-18,7667000,13986475000,5027000,12409359000
에스케이네트웍스(주),1740,Dec-19,-122613000,13054240000,-85962000,10574129000
에스케이디스커버리(주),6120,Dec-11,190929716,8864966852,30835818,1546107695
에스케이디스커버리(주),6120,Dec-12,156586832,9160084618,39324562,1476191493
에스케이디스커버리(주),6120,Dec-13,7814763,8256550008,26467837,1484565401
에스케이디스커버리(주),6120,Dec-14,13964297,7283608289,-20128249,1232853528
에스케이디스커버리(주),6120,Dec-15,94370549,5269175685,119949986,1039863882
에스케이디스커버리(주),6120,Dec-16,175864770,6526064902,11686714,1146625579
에스케이디스커버리(주),6120,Dec-17,802346169,6746687325,612657837,16556123
에스케이디스커버리(주),6120,Dec-18,97686062,6939172193,33298771,15265064
에스케이디스커버리(주),6120,Dec-19,250196740,5021067628,-1319324,24968480
에스케이디앤디(주),210980,Dec-15,20158355,231300372,20292505,231300372
에스케이디앤디(주),210980,Dec-16,26341219,276376332,28165117,277311332
에스케이디앤디(주),210980,Dec-17,65009795,330812048,53668801,329931250
에스케이디앤디(주),210980,Dec-18,52411697,562772314,55701837,555534240
에스케이디앤디(주),210980,Dec-19,44903286,454720099,30707946,356862251
에스케이렌터카(주),68400,Dec-12,17327889,401375627,16373356,373312720
에스케이렌터카(주),68400,Dec-13,18008835,475737139,17396151,443528022
에스케이렌터카(주),68400,Dec-14,19037051,570015231,18651092,492211906
에스케이렌터카(주),68400,Dec-15,17141928,632145882,18738282,510633263
에스케이렌터카(주),68400,Dec-16,6830557,647644444,13292559,544644476
에스케이렌터카(주),68400,Dec-17,12271401,636765266,13621199,591543123
에스케이렌터카(주),68400,Dec-18,3295367,652521822,-342564,603999912
에스케이렌터카(주),68400,Dec-19,16301184,640883399,15575297,640883399
에스케이씨(주),11790,Dec-11,78040129,2473525635,139263041,1687461201
에스케이씨(주),11790,Dec-12,31810662,2629170921,80996500,1760998038
에스케이씨(주),11790,Dec-13,25737659,2641403172,62847300,1851143652
에스케이씨(주),11790,Dec-14,43307997,2802235022,78013735,1899152025
에스케이씨(주),11790,Dec-15,245594084,2564762025,250480330,1616227687
에스케이씨(주),11790,Dec-16,29262916,2359440144,87738460,1380829846
에스케이씨(주),11790,Dec-17,136346625,2653544415,37918446,1403473051
에스케이씨(주),11790,Dec-18,141041715,2767834347,48495794,1415180089
에스케이씨(주),11790,Dec-19,67392287,2539766499,14016265,1229900590
에스케이케미칼(주),285130,Dec-18,-16419748,1367719213,16598553,1205342468
에스케이케미칼(주),285130,Dec-19,5021554,1427185611,27097053,1184206016
에스케이텔레콤(주),17670,Dec-11,1582073280,15938548860,1694363093,12551255630
에스케이텔레콤(주),17670,Dec-12,1115662553,16300479280,1242767480,12332719444
에스케이텔레콤(주),17670,Dec-13,1609549453,16602053960,910156661,12860379475
에스케이텔레콤(주),17670,Dec-14,1799320000,17163798000,1028541000,13012644000
에스케이텔레콤(주),17670,Dec-15,1515885000,17136734000,1106761000,12556979000
에스케이텔레콤(주),17670,Dec-16,1660101000,17091816000,1217274000,12350479000
에스케이텔레콤(주),17670,Dec-17,2657595000,17520013000,1331114000,12468035000
에스케이텔레콤(주),17670,Dec-18,3131988000,16873960000,933902000,11705639000
에스케이텔레콤(주),17670,Dec-19,861942000,17743702000,980338000,11416215000
에스케이하이닉스(주),660,Dec-11,-55971000,10395811000,129142000,10188162000
에스케이하이닉스(주),660,Dec-12,-158795000,10162210000,-489990000,10001783000
에스케이하이닉스(주),660,Dec-13,2872857000,14165102000,2796967000,13896309000
에스케이하이닉스(주),660,Dec-14,4195169000,17125566000,3771761000,16893716000
에스케이하이닉스(주),660,Dec-15,4323595000,18797998000,4019080000,18780792000
에스케이하이닉스(주),660,Dec-16,2960483000,17197975000,2655022000,16733111000
에스케이하이닉스(주),660,Dec-17,10642219000,30109434000,10110797000,29718939000
에스케이하이닉스(주),660,Dec-18,15539984000,40445066000,15407086000,40324651000
에스케이하이닉스(주),660,Dec-19,2016391000,26990733000,1484294000,25320755000
에스텍(주),69510,Dec-11,12144197,223212467,13291624,190214017
에스텍(주),69510,Dec-12,8838232,210492995,9045462,184144696
에스텍(주),69510,Dec-13,10086407,222346732,11324342,175654714
에스텍(주),69510,Dec-14,13020712,274936759,10280194,201921665
에스텍(주),69510,Dec-15,14184852,270210815,8620757,176000409
에스텍(주),69510,Dec-16,14748422,290549074,8109468,179847089
에스텍(주),69510,Dec-17,9906763,300390875,6376845,177710032
에스텍(주),69510,Dec-18,19953774,306433025,10885327,197107076
에스텍(주),69510,Dec-19,17199546,337971674,6349994,216795154
에스트래픽(주),234300,Dec-17,2926985,77300035,8692310,114932721
에스트래픽(주),234300,Dec-18,-9009158,40678386,-7296394,41549628
에스트래픽(주),234300,Dec-19,-9372758,79673572,-1692956,76244500
에스티팜(주),237690,Dec-16,61425868,200361533,61670556,200361533
에스티팜(주),237690,Dec-17,44996926,202800435,45451708,202622882
에스티팜(주),237690,Dec-18,-9267935,97738456,-9969399,97299230
에스티팜(주),237690,Dec-19,-18528696,93256825,-18528695,92995881
에스퓨얼셀(주),288620,Dec-18,,,1486632,31491977
에스퓨얼셀(주),288620,Dec-19,,,1486567,37953636
에쓰-오일(주),10950,Dec-11,1190976000,31913863000,1192426000,31913863000
에쓰-오일(주),10950,Dec-12,585160000,34723291000,580015000,34723291000
에쓰-오일(주),10950,Dec-13,289639000,31158528000,289306000,31158528000
에쓰-오일(주),10950,Dec-14,-287828000,28557562000,-288165000,28557562000
에쓰-오일(주),10950,Dec-15,631322000,17890272000,628136000,17890272000
에쓰-오일(주),10950,Dec-16,1205364000,16321843000,1207083000,16321843000
에쓰-오일(주),10950,Dec-17,1246489000,20891374000,1249156000,20891340000
에쓰-오일(주),10950,Dec-18,258035000,25463295000,253777000,25463122000
에쓰-오일(주),10950,Dec-19,65429000,24394173000,62602000,24393980000
에쓰씨엔지니어링(주),23960,Dec-11,-25140714,309382937,4042536,96446551
에쓰씨엔지니어링(주),23960,Dec-12,-1792605,318810978,-4740164,39220930
에쓰씨엔지니어링(주),23960,Dec-13,-24505301,254339138,149646,78791216
에쓰씨엔지니어링(주),23960,Dec-14,-30703847,250358394,-10121147,50088871
에쓰씨엔지니어링(주),23960,Dec-15,4711155,410707049,1646714,144148044
에쓰씨엔지니어링(주),23960,Dec-16,-22206689,310315231,-12328026,91064415
에쓰씨엔지니어링(주),23960,Dec-17,-14438802,251692538,-6470772,96990710
에쓰씨엔지니어링(주),23960,Dec-18,-11719950,250825145,2333946,118564793
에쓰씨엔지니어링(주),23960,Dec-19,-4376262,240133541,-9772257,58736694
에어부산(주),298690,Dec-18,,,20294184,653567219
에어부산(주),298690,Dec-19,,,-72910218,633183493
에이비엘바이오(주),298380,Dec-18,,,-117234140,1257884
에이비엘바이오(주),298380,Dec-19,,,-37004631,3988956
에이에프더블류(주),312610,Dec-19,,,5599362,25961807
에이치디씨(주),12630,Dec-11,224727589,4107921252,226416394,3101561027
에이치디씨(주),12630,Dec-12,5572836,3334053764,9758852,2207250948
에이치디씨(주),12630,Dec-13,-201220785,4216933755,-210731733,2877143363
에이치디씨(주),12630,Dec-14,83320380,4477376534,40410446,3152019200
에이치디씨(주),12630,Dec-15,238581069,4602608742,170590539,3347031663
에이치디씨(주),12630,Dec-16,330961363,4749886366,277282841,3507253656
에이치디씨(주),12630,Dec-17,413666376,5358684697,339035541,4125907855
에이치디씨(주),12630,Dec-18,931303213,1547840799,850072002,49613873
에이치디씨(주),12630,Dec-19,275086282,1616692249,97671722,50099435
에이치디씨랩스(주),39570,Dec-15,14108197,174566214,8627818,173673786
에이치디씨랩스(주),39570,Dec-16,18859405,188892823,10074556,188861789
에이치디씨랩스(주),39570,Dec-17,23758455,264001124,13441832,263952128
에이치디씨랩스(주),39570,Dec-18,24238968,271978422,39940132,271869137
에이치디씨랩스(주),39570,Dec-19,-5896574,252410792,2956216,252314717
에이치디씨현대산업개발(주),294870,Dec-18,229852941,2792736856,227725550,2793597716
에이치디씨현대산업개발(주),294870,Dec-19,413669803,4216489504,425722728,4211144007
에이치디씨현대이피(주),89470,Dec-11,13896311,718632804,14932659,628188134
에이치디씨현대이피(주),89470,Dec-12,18999595,807113596,14269072,688785527
에이치디씨현대이피(주),89470,Dec-13,22130965,918199522,20407390,793359521
에이치디씨현대이피(주),89470,Dec-14,27927873,945020584,22903659,795561560
에이치디씨현대이피(주),89470,Dec-15,44857061,867748204,29482283,700460337
에이치디씨현대이피(주),89470,Dec-16,51137731,861159023,33878094,692807092
에이치디씨현대이피(주),89470,Dec-17,31042186,914353503,24508338,774372188
에이치디씨현대이피(주),89470,Dec-18,8496107,910809614,8899099,772372911
에이치디씨현대이피(주),89470,Dec-19,13170850,835108421,23134724,696887363
에이치에스디엔진(주),82740,Dec-11,224775863,2005252618,209636480,2003793073
에이치에스디엔진(주),82740,Dec-12,190379558,1378777833,54366505,1377618958
에이치에스디엔진(주),82740,Dec-13,-5236332,743878585,-6151839,743104362
에이치에스디엔진(주),82740,Dec-14,-42230894,888825955,-31056428,887764720
에이치에스디엔진(주),82740,Dec-15,-125442489,693645086,-134427816,692276967
에이치에스디엔진(주),82740,Dec-16,-181226463,802916583,-28793277,804680106
에이치에스디엔진(주),82740,Dec-17,-10343240,768870297,-14159762,761831507
에이치에스디엔진(주),82740,Dec-18,-18680216,511302114,-20481983,509321425
에이치에스디엔진(주),82740,Dec-19,-41444358,674278133,-55096570,673324747
에이치엘비(주),28300,Dec-11,-7473564,69517785,-1431516,18856657
에이치엘비(주),28300,Dec-12,-8246945,51673997,-3237266,17626105
에이치엘비(주),28300,Dec-13,-10777272,31451550,-8308658,30615224
에이치엘비(주),28300,Dec-14,-3247510,37185748,-3223501,37178698
에이치엘비(주),28300,Dec-15,10449937,38460684,-7356072,38451533
에이치엘비(주),28300,Dec-16,-23251533,30138867,-6323230,30089605
에이치엘비(주),28300,Dec-17,-21327894,23006912,-14109736,22994053
에이치엘비(주),28300,Dec-18,13520304,36185983,41894751,27271379
에이치엘비(주),28300,Dec-19,-59660076,38420748,-31227849,29775778
에이치엘비글로벌(주),3580,Dec-11,-10113216,23387120,-8831289,10046678
에이치엘비글로벌(주),3580,Dec-12,-4928547,21625906,-2492645,10812053
에이치엘비글로벌(주),3580,Dec-13,-9133709,19571564,-7236489,9905278
에이치엘비글로벌(주),3580,Dec-14,-1233511,22864464,333271,11993735
에이치엘비글로벌(주),3580,Dec-15,,,216541,15301018
에이치엘비글로벌(주),3580,Dec-16,,,-2299975,18255841
에이치엘비글로벌(주),3580,Dec-17,,,-739375,15686212
에이치엘비글로벌(주),3580,Dec-18,-11915113,13237690,-7860173,10347565
에이치엘비글로벌(주),3580,Dec-19,-22868905,35025713,-29300587,10988830
에이치엘비생명과학(주),67630,Dec-11,,,-4022889,40953192
에이치엘비생명과학(주),67630,Dec-12,-8350037,12534642,-8500664,8997538
에이치엘비생명과학(주),67630,Dec-13,-4073954,19955555,-3894176,19955555
에이치엘비생명과학(주),67630,Dec-14,1403064,36560353,404600,24230766
에이치엘비생명과학(주),67630,Dec-15,-17040985,27323398,-14086178,17930565
에이치엘비생명과학(주),67630,Dec-16,-1251318,42234395,-2387691,11585620
에이치엘비생명과학(주),67630,Dec-17,7760946,106445238,5884833,16697768
에이치엘비생명과학(주),67630,Dec-18,-18423925,102475886,-9311061,4270701
에이치엘비생명과학(주),67630,Dec-19,7562007,114018502,10563650,12431173
에이치엘비제약(주),47920,Dec-15,,,-2364844,17713121
에이치엘비제약(주),47920,Dec-16,,,577412,20346370
에이치엘비제약(주),47920,Dec-17,,,-5446970,15557535
에이치엘비제약(주),47920,Dec-18,-7059643,20540682,-7474916,20540682
에이치엘비제약(주),47920,Dec-19,472654,36099923,343983,35501259
에이치엘비테라퓨틱스(주),115450,Dec-11,-33212313,15781890,-32289352,11294157
에이치엘비테라퓨틱스(주),115450,Dec-12,-5544350,59301145,-6882119,5561014
에이치엘비테라퓨틱스(주),115450,Dec-13,-3946835,38538055,-4838919,9060237
에이치엘비테라퓨틱스(주),115450,Dec-14,-1553008,17617925,-406247,14367559
에이치엘비테라퓨틱스(주),115450,Dec-15,-4311250,16781578,-3499439,13330851
에이치엘비테라퓨틱스(주),115450,Dec-16,-5397176,17710432,-3575269,14417168
에이치엘비테라퓨틱스(주),115450,Dec-17,-5215101,17152270,-4997868,14496915
에이치엘비테라퓨틱스(주),115450,Dec-18,4195640,46357029,1104133,43900567
에이치엘비테라퓨틱스(주),115450,Dec-19,-17179911,58966186,-11327845,59034986
에이치엠엠(주),11200,Dec-11,-534314000,7420767000,-473244000,7187858000
에이치엠엠(주),11200,Dec-12,-988556000,8046896000,-998938000,7713825000
에이치엠엠(주),11200,Dec-13,-714020000,8149334000,-585881000,6908325000
에이치엠엠(주),11200,Dec-14,21759000,6778608000,63741000,6271630000
에이치엠엠(주),11200,Dec-15,-680458000,5768581000,-679051000,5509307000
에이치엠엠(주),11200,Dec-16,-458201000,4584810000,-489940000,4348724000
에이치엠엠(주),11200,Dec-17,-1190740000,5028016000,-1207388000,4925843000
에이치엠엠(주),11200,Dec-18,-790563000,5222124000,-805175000,5052816000
에이치엠엠(주),11200,Dec-19,-589837000,5513089000,-663717000,5333534000
에이케이홀딩스(주),6840,Dec-11,44150973,1403847321,29909571,851803597
에이케이홀딩스(주),6840,Dec-12,190249473,428068164,180199540,2610613
에이케이홀딩스(주),6840,Dec-13,108312126,2240972021,16129876,10592857
에이케이홀딩스(주),6840,Dec-14,94294011,2873874157,8081272,18896018
에이케이홀딩스(주),6840,Dec-15,-37443062,2807147867,21822775,20353037
에이케이홀딩스(주),6840,Dec-16,133322341,2921831064,13180701,23291349
에이케이홀딩스(주),6840,Dec-17,185414017,3392454611,17112877,28130386
에이케이홀딩스(주),6840,Dec-18,206620399,3711183103,21698205,33692663
에이케이홀딩스(주),6840,Dec-19,57377833,3759542063,18720798,33947769
에이테크솔루션(주),71670,Dec-11,11296567,195329177,10824217,169004589
에이테크솔루션(주),71670,Dec-12,-4139572,200144659,-4399310,170620454
에이테크솔루션(주),71670,Dec-13,-1340002,203827570,1034667,182270708
에이테크솔루션(주),71670,Dec-14,489720,217286673,1562181,198511682
에이테크솔루션(주),71670,Dec-15,-3043123,179934202,-1520733,161495254
에이테크솔루션(주),71670,Dec-16,1284565,229079838,1475357,201247464
에이테크솔루션(주),71670,Dec-17,-467720,212932770,-931095,163293921
에이테크솔루션(주),71670,Dec-18,652060,193979393,85706,156240495
에이테크솔루션(주),71670,Dec-19,1545515,228200653,265369,184674928
에이프로젠제약(주),3060,Dec-11,-4560115,50122955,-4667081,43352077
에이프로젠제약(주),3060,Dec-12,-24870962,33769678,-25264516,26218720
에이프로젠제약(주),3060,Dec-13,-20852021,29543262,-14898469,23418405
에이프로젠제약(주),3060,Dec-14,-4395891,33092222,-3853239,23797814
에이프로젠제약(주),3060,Dec-15,1552630,40324275,894664,29825176
에이프로젠제약(주),3060,Dec-16,-4766947,44122493,-5231765,29443668
에이프로젠제약(주),3060,Dec-17,-16890912,46100952,-7562310,30859683
에이프로젠제약(주),3060,Dec-18,-1215413,45395389,-10300681,30961038
에이프로젠제약(주),3060,Dec-19,-3466524,50903821,-5832641,33609132
에이피시스템(주),265520,Dec-17,19088065,962422667,19094247,962422667
에이피시스템(주),265520,Dec-18,25227012,714239793,25049358,714057287
에이피시스템(주),265520,Dec-19,9451469,462077779,8856648,460248240
에이피에스홀딩스(주),54620,Dec-11,11194285,224720261,11741208,222443967
에이피에스홀딩스(주),54620,Dec-12,11390791,217495659,13342447,213990128
에이피에스홀딩스(주),54620,Dec-13,15228028,254086979,12033762,247692912
에이피에스홀딩스(주),54620,Dec-14,1034918,175386050,1741367,168935685
에이피에스홀딩스(주),54620,Dec-15,7804344,293175235,9376157,276679529
에이피에스홀딩스(주),54620,Dec-16,27483961,554987947,27938221,512046195
에이피에스홀딩스(주),54620,Dec-17,670121253,87934027,666883448,3634412
에이피에스홀딩스(주),54620,Dec-18,1166724,28416310,-5183869,3239249
에이피에스홀딩스(주),54620,Dec-19,-4601038,23151386,-628176,3396432
에이피위성(주),211270,Dec-16,,,5955123,24891104
에이피위성(주),211270,Dec-17,,,65521,30047518
에이피위성(주),211270,Dec-18,,,-664742,42843708
에이피위성(주),211270,Dec-19,,,713709,45653106
에이피티씨(주),89970,Dec-18,,,17476845,61038365
에이피티씨(주),89970,Dec-19,14158282,59326131,14158196,59326131
에코바이오홀딩스(주),38870,Dec-11,536445,42197853,-7591307,6870025
에코바이오홀딩스(주),38870,Dec-12,3734357,56466457,4452820,12807454
에코바이오홀딩스(주),38870,Dec-13,2662386,42903260,242316,13854089
에코바이오홀딩스(주),38870,Dec-14,12172885,29121265,2260711,16979677
에코바이오홀딩스(주),38870,Dec-15,8951503,38256653,7653962,32353578
에코바이오홀딩스(주),38870,Dec-16,-9830932,18971810,-10944519,14157121
에코바이오홀딩스(주),38870,Dec-17,-21876221,31671940,-8323705,32528833
에코바이오홀딩스(주),38870,Dec-18,-2864628,21982008,694059,18372405
에코바이오홀딩스(주),38870,Dec-19,7107007,17268700,6346181,14052288
에코캡(주),128540,Dec-18,1816849,76493497,1728920,74044941
에코캡(주),128540,Dec-19,1052456,66939883,592269,66785476
에코플라스틱(주),38110,Dec-11,14615260,724150067,5968034,530070481
에코플라스틱(주),38110,Dec-12,2856051,832053560,3122113,527045606
에코플라스틱(주),38110,Dec-13,2170557,968193889,3480875,539265555
에코플라스틱(주),38110,Dec-14,5713136,1075933447,3422830,613904423
에코플라스틱(주),38110,Dec-15,4799182,1140340644,1494438,681594557
에코플라스틱(주),38110,Dec-16,5093309,1093090039,3654068,669385704
에코플라스틱(주),38110,Dec-17,-9020099,1042561059,-274463,645605097
에코플라스틱(주),38110,Dec-18,-11987483,1084278617,-5003178,642052365
에코플라스틱(주),38110,Dec-19,-530480,1216291299,2721347,704806691
에프엔에스테크(주),83500,Dec-17,,,-10199194,69420189
에프엔에스테크(주),83500,Dec-18,,,3207393,46350228
에프엔에스테크(주),83500,Dec-19,,,1442504,34096408
엑스큐어(주),70300,Dec-11,,,4921586,26018306
엑스큐어(주),70300,Dec-12,,,-525929,13024261
엑스큐어(주),70300,Dec-13,,,2084022,18868190
엑스큐어(주),70300,Dec-14,,,-2892336,10563888
엑스큐어(주),70300,Dec-15,,,2106190,16393500
엑스큐어(주),70300,Dec-16,,,-7842990,16337872
엑스큐어(주),70300,Dec-17,,,5397642,15108650
엑스큐어(주),70300,Dec-18,,,-4919981,13424149
엑스큐어(주),70300,Dec-19,,,1285956,13258734
엔브이에이치코리아(주),67570,Dec-13,17127392,486361336,14786883,301784799
엔브이에이치코리아(주),67570,Dec-14,-9494952,506340253,1486826,320370412
엔브이에이치코리아(주),67570,Dec-15,-6716565,532518739,20151203,353973069
엔브이에이치코리아(주),67570,Dec-16,31100329,569698032,23902162,368402673
엔브이에이치코리아(주),67570,Dec-17,6421573,551664722,10729685,374055527
엔브이에이치코리아(주),67570,Dec-18,-16035776,621979857,-9999631,366064432
엔브이에이치코리아(주),67570,Dec-19,12419235,826287783,5321033,350374902
엔시트론(주),101400,Dec-11,2318080,47626709,2514691,47354408
엔시트론(주),101400,Dec-12,673562,49337989,1506032,49043031
엔시트론(주),101400,Dec-13,-11253085,40043605,-9255541,34960881
엔시트론(주),101400,Dec-14,-3681686,63153576,-2833480,52375733
엔시트론(주),101400,Dec-15,-7523727,56500755,-12067722,48744687
엔시트론(주),101400,Dec-16,-1311562,41788369,322114,37207922
엔시트론(주),101400,Dec-17,-8732611,26252729,-7616435,23273768
엔시트론(주),101400,Dec-18,-17814420,16271102,-20469997,14987897
엔시트론(주),101400,Dec-19,-10060914,10936917,-9471134,9927737
엔에이치엔(주),181710,Dec-13,15953350,265348549,33104448,181324489
엔에이치엔(주),181710,Dec-14,50336930,556862537,18270116,242804307
엔에이치엔(주),181710,Dec-15,165171190,644602503,34847481,187515714
엔에이치엔(주),181710,Dec-16,7112343,856420458,144571953,218567267
엔에이치엔(주),181710,Dec-17,8735677,909115708,30066639,257836571
엔에이치엔(주),181710,Dec-18,104747507,1264567758,10100461,240470541
엔에이치엔(주),181710,Dec-19,23173213,1488596661,-1271814,261084412
엔에이치엔한국사이버결제(주),60250,Dec-11,7663658,113581461,8325051,113604688
엔에이치엔한국사이버결제(주),60250,Dec-12,4582868,132753702,4844301,132772648
엔에이치엔한국사이버결제(주),60250,Dec-13,7082185,137142845,7465951,137230422
엔에이치엔한국사이버결제(주),60250,Dec-14,8430949,153968266,9045848,153380890
엔에이치엔한국사이버결제(주),60250,Dec-15,9299724,195466233,10321594,194516256
엔에이치엔한국사이버결제(주),60250,Dec-16,10170245,272132528,10826777,270472774
엔에이치엔한국사이버결제(주),60250,Dec-17,10202837,351989348,9843524,338758488
엔에이치엔한국사이버결제(주),60250,Dec-18,16780040,432658309,17461571,424544561
엔에이치엔한국사이버결제(주),60250,Dec-19,24475778,469897622,23557146,464507320
엔피씨(주),4250,Dec-11,13421801,271003561,12881380,247174854
엔피씨(주),4250,Dec-12,18822890,280164147,12502372,258785158
엔피씨(주),4250,Dec-13,25992616,323743045,16275154,279025182
엔피씨(주),4250,Dec-14,26396983,337771474,15859312,299163034
엔피씨(주),4250,Dec-15,24778336,376543632,17845548,326901452
엔피씨(주),4250,Dec-16,40482479,377902987,47688998,316069627
엔피씨(주),4250,Dec-17,11767365,386317373,32308566,324460029
엔피씨(주),4250,Dec-18,11848739,414890304,10320493,346721351
엔피씨(주),4250,Dec-19,14370310,454467519,12062715,347437490
엘브이엠씨홀딩스(주),900140,Dec-11,22844129,193264742,,
엘브이엠씨홀딩스(주),900140,Dec-12,29211826,275939920,,
엘브이엠씨홀딩스(주),900140,Dec-13,27727015,334456687,,
엘브이엠씨홀딩스(주),900140,Dec-14,41996074,379952186,,
엘브이엠씨홀딩스(주),900140,Dec-15,46870687,444547386,,
엘브이엠씨홀딩스(주),900140,Dec-16,41617256,392328512,,
엘브이엠씨홀딩스(주),900140,Dec-17,13581314,333249864,,
엘브이엠씨홀딩스(주),900140,Dec-18,-49037843,294026499,,
엘브이엠씨홀딩스(주),900140,Dec-19,-55600092,363748596,,
엘비세미콘(주),61970,Dec-11,,,-2832058,87535236
엘비세미콘(주),61970,Dec-12,,,12016017,133894976
엘비세미콘(주),61970,Dec-13,,,153008,112440852
엘비세미콘(주),61970,Dec-14,,,-3498806,100260719
엘비세미콘(주),61970,Dec-15,,,-8167363,106907158
엘비세미콘(주),61970,Dec-16,,,13513420,135669072
엘비세미콘(주),61970,Dec-17,,,7973228,131823200
엘비세미콘(주),61970,Dec-18,18780424,275662171,9494060,157123370
