회사명,거래소코드,회계년도,통계청 한국표준산업분류 10차(소분류),종업원수증가율,R & D 투자효율,무형자산처리무형자산개발비(천원),경상개발비(천원)
(주)국보디자인,066620,2019/12,  실내건축 및 건축마무리 공사업,-2.93,0,,0
(주)국순당,043650,2011/12,  알코올음료 제조업,11.41,0.62,0,766467
(주)국순당,043650,2012/12,  알코올음료 제조업,-8.05,0,,0
(주)국순당,043650,2013/12,  알코올음료 제조업,-3.18,0,,0
(주)국순당,043650,2014/12,  알코올음료 제조업,-4.11,0,0,0
(주)국순당,043650,2015/12,  알코올음료 제조업,-4,0.98,0,731621
(주)국순당,043650,2016/12,  알코올음료 제조업,-8.04,1.2,0,822177
(주)국순당,043650,2017/12,  알코올음료 제조업,-17.15,1.38,0,826255
(주)국순당,043650,2018/12,  알코올음료 제조업,1.56,1.5,0,792744
(주)국순당,043650,2019/12,  알코올음료 제조업,-4.62,1.75,0,839145
(주)국영지앤엠,006050,2011/12,  유리 및 유리제품 제조업,5,0,,0
(주)국영지앤엠,006050,2012/12,  유리 및 유리제품 제조업,-6.67,0,,0
(주)국영지앤엠,006050,2013/12,  유리 및 유리제품 제조업,4.08,0,,0
(주)국영지앤엠,006050,2014/12,  유리 및 유리제품 제조업,17.65,0,,0
(주)국영지앤엠,006050,2015/12,  유리 및 유리제품 제조업,-12.5,0,,0
(주)국영지앤엠,006050,2016/12,  유리 및 유리제품 제조업,7.62,0,,0
(주)국영지앤엠,006050,2017/12,  유리 및 유리제품 제조업,-1.77,0,,0
(주)국영지앤엠,006050,2018/12,  유리 및 유리제품 제조업,-3.6,0,,0
(주)국영지앤엠,006050,2019/12,  유리 및 유리제품 제조업,7.48,0,,0
(주)국전약품,307750,2018/12,  의약품 제조업,,,,
(주)국전약품,307750,2019/12,  의약품 제조업,,,,
(주)그래디언트,035080,2011/12,  무점포 소매업,-31.4,0,0,0
(주)그래디언트,035080,2012/12,  무점포 소매업,-76.27,0,,0
(주)그래디언트,035080,2013/12,  무점포 소매업,28.57,0,,0
(주)그래디언트,035080,2014/12,  무점포 소매업,38.89,0,,0
(주)그래디언트,035080,2015/12,  무점포 소매업,-24,0,,0
(주)그래디언트,035080,2016/12,  무점포 소매업,-42.11,0,,0
(주)그래디언트,035080,2017/12,  무점포 소매업,9.09,0,,0
(주)그래디언트,035080,2018/12,  무점포 소매업,-16.67,0,,0
(주)그래디언트,035080,2019/12,  무점포 소매업,220,30.82,0,2687739
(주)그리티,204020,2018/12,  봉제의복 제조업,0,1.9,0,2227685
(주)그리티,204020,2019/12,  봉제의복 제조업,2.13,1.79,0,2163227
(주)그린플러스,186230,2019/12,  1차 비철금속 제조업,4.4,0.9,0,354776
(주)글로벌스탠다드테크놀로지,083450,2011/12,  특수 목적용 기계 제조업,19.55,0.16,0,64491
(주)글로벌스탠다드테크놀로지,083450,2012/12,  특수 목적용 기계 제조업,24.77,0.2,0,125475
(주)글로벌스탠다드테크놀로지,083450,2013/12,  특수 목적용 기계 제조업,14.61,0.48,0,376200
(주)글로벌스탠다드테크놀로지,083450,2014/12,  특수 목적용 기계 제조업,17.97,0.29,0,252397
(주)글로벌스탠다드테크놀로지,083450,2015/12,  특수 목적용 기계 제조업,8.59,5.24,0,4200500
(주)글로벌스탠다드테크놀로지,083450,2016/12,  특수 목적용 기계 제조업,10.97,4.87,0,3990134
(주)글로벌스탠다드테크놀로지,083450,2017/12,  특수 목적용 기계 제조업,34.25,3.19,0,4940700
(주)글로벌스탠다드테크놀로지,083450,2018/12,  특수 목적용 기계 제조업,3.6,7.86,0,9091400
(주)글로벌스탠다드테크놀로지,083450,2019/12,  특수 목적용 기계 제조업,-1.82,6.85,0,10334077
(주)금비,008870,2011/09,  유리 및 유리제품 제조업,1.42,0.12,0,109442
(주)금비,008870,2012/09,  유리 및 유리제품 제조업,-8.42,0.1,,84364
(주)금비,008870,2013/09,  유리 및 유리제품 제조업,-4.98,0.09,0,75285
(주)금비,008870,2014/09,  유리 및 유리제품 제조업,-3.63,0.07,0,55206
(주)금비,008870,2015/09,  유리 및 유리제품 제조업,0.42,0.05,0,46543
(주)금비,008870,2016/09,  유리 및 유리제품 제조업,2.92,0.11,0,110358
(주)금비,008870,2017/09,  유리 및 유리제품 제조업,-1.21,0.05,0,42582
(주)금비,008870,2018/09,  유리 및 유리제품 제조업,-1.64,0.06,0,55371
(주)금비,008870,2019/09,  유리 및 유리제품 제조업,7.08,0.04,,38841
(주)금양,001570,2011/12,  기초 화학물질 제조업,-2.6,0,0,0
(주)금양,001570,2012/12,  기초 화학물질 제조업,5.33,0,,0
(주)금양,001570,2013/12,  기초 화학물질 제조업,7.59,0,,0
(주)금양,001570,2014/12,  기초 화학물질 제조업,20,0,,0
(주)금양,001570,2015/12,  기초 화학물질 제조업,-0.98,0,,0
(주)금양,001570,2016/12,  기초 화학물질 제조업,12.87,0.72,0,1163043
(주)금양,001570,2017/12,  기초 화학물질 제조업,-4.39,0.83,0,1254707
(주)금양,001570,2018/12,  기초 화학물질 제조업,-4.59,1.13,0,1721470
(주)금양,001570,2019/12,  기초 화학물질 제조업,-7.69,1.22,0,1654151
(주)금호에이치티,214330,2015/12,  자동차 신품 부품 제조업,0,1.4,0,2539699
(주)금호에이치티,214330,2016/12,  자동차 신품 부품 제조업,-7.39,0,,0
(주)금호에이치티,214330,2017/12,  자동차 신품 부품 제조업,-8.17,0,,0
(주)금호에이치티,214330,2018/12,  자동차 신품 부품 제조업,8.47,0,,0
(주)금호에이치티,214330,2019/12,  자동차 신품 부품 제조업,2.54,0,,0
(주)금화피에스시,036190,2011/12,  전기 및 통신 공사업,11.99,0,0,0
(주)금화피에스시,036190,2012/12,  전기 및 통신 공사업,7.27,0,0,0
(주)금화피에스시,036190,2013/12,  전기 및 통신 공사업,9.63,0,0,0
(주)금화피에스시,036190,2014/12,  전기 및 통신 공사업,14.47,0,1822,0
(주)금화피에스시,036190,2015/12,  전기 및 통신 공사업,10.23,0,0,0
(주)금화피에스시,036190,2016/12,  전기 및 통신 공사업,8.12,0.06,0,128850
(주)금화피에스시,036190,2017/12,  전기 및 통신 공사업,-2.5,0.03,0,54223
(주)금화피에스시,036190,2018/12,  전기 및 통신 공사업,70.66,0,0,4629
(주)금화피에스시,036190,2019/12,  전기 및 통신 공사업,-37.25,0,0,0
(주)기가레인,049080,2013/12,  특수 목적용 기계 제조업,0,0,4094000,0
(주)기가레인,049080,2014/12,  특수 목적용 기계 제조업,23.61,0,0,0
(주)기가레인,049080,2015/12,  특수 목적용 기계 제조업,-3.45,0,5870000,0
(주)기가레인,049080,2016/12,  특수 목적용 기계 제조업,-3.85,0,5538000,0
(주)기가레인,049080,2017/12,  특수 목적용 기계 제조업,-42.86,0,1595000,4000
(주)기가레인,049080,2018/12,  특수 목적용 기계 제조업,11,0.07,362000,80588
(주)기가레인,049080,2019/12,  특수 목적용 기계 제조업,-10.36,0.24,0,155124
(주)기산텔레콤,035460,2011/12,  통신 및 방송 장비 제조업,-26.4,12.76,699000,4635198
(주)기산텔레콤,035460,2012/12,  통신 및 방송 장비 제조업,-8.7,6.09,532600,2999071
(주)기산텔레콤,035460,2013/12,  통신 및 방송 장비 제조업,1.19,6.35,314193,3070460
(주)기산텔레콤,035460,2014/12,  통신 및 방송 장비 제조업,15.29,7.77,104799,3231600
(주)기산텔레콤,035460,2015/12,  통신 및 방송 장비 제조업,-12.24,7.19,0,3286458
(주)기산텔레콤,035460,2016/12,  통신 및 방송 장비 제조업,10.47,12.55,0,3097587
(주)기산텔레콤,035460,2017/12,  통신 및 방송 장비 제조업,-6.32,10.65,0,3148440
(주)기산텔레콤,035460,2018/12,  통신 및 방송 장비 제조업,-4.49,12.62,0,3136693
(주)기산텔레콤,035460,2019/12,  통신 및 방송 장비 제조업,-7.06,8.25,0,2519054
(주)까뮤이앤씨,013700,2011/12,  건물 건설업,-24.53,0,0,268
(주)까뮤이앤씨,013700,2012/12,  건물 건설업,0,0,0,0
(주)까뮤이앤씨,013700,2013/12,  건물 건설업,-3.75,0,0,0
(주)까뮤이앤씨,013700,2014/12,  건물 건설업,68.83,0.02,0,26274
(주)까뮤이앤씨,013700,2015/12,  건물 건설업,22.31,0.01,161000,7081
(주)까뮤이앤씨,013700,2016/12,  건물 건설업,1.26,0,175000,100
(주)까뮤이앤씨,013700,2017/12,  건물 건설업,0.62,0.18,0,312997
(주)까뮤이앤씨,013700,2018/12,  건물 건설업,9.26,0.2,0,230520
(주)까뮤이앤씨,013700,2019/12,  건물 건설업,-5.65,0.12,0,347155
(주)까스텔바작,308100,2019/12,"  섬유, 의복, 신발 및 가죽제품 소매업",0,0,,0
(주)나노,187790,2014/12,  기초 화학물질 제조업,,,,
(주)나노,187790,2015/12,  기초 화학물질 제조업,0,2.2,656622,326846
(주)나노,187790,2016/12,  기초 화학물질 제조업,-1.3,2.61,470448,481911
(주)나노,187790,2017/12,  기초 화학물질 제조업,-6.58,1.16,499659,348066
(주)나노,187790,2018/12,  기초 화학물질 제조업,-11.27,1.03,467637,352308
(주)나노,187790,2019/12,  기초 화학물질 제조업,-28.57,0.52,386444,197983
(주)나노브릭,286750,2019/12,  기초 화학물질 제조업,0,8.17,0,635023
(주)나노신소재,121600,2011/12,  기타 화학제품 제조업,27.62,4.08,2098545,1366730
(주)나노신소재,121600,2012/12,  기타 화학제품 제조업,-0.75,7.02,1956004,1659876
(주)나노신소재,121600,2013/12,  기타 화학제품 제조업,0.75,9.19,2176368,2464553
(주)나노신소재,121600,2014/12,  기타 화학제품 제조업,12.69,7.96,841859,2223617
(주)나노신소재,121600,2015/12,  기타 화학제품 제조업,9.93,6.21,93090,2680262
(주)나노신소재,121600,2016/12,  기타 화학제품 제조업,7.23,8.07,0,3319091
(주)나노신소재,121600,2017/12,  기타 화학제품 제조업,7.87,6.58,1477487,3000390
(주)나노신소재,121600,2018/12,  기타 화학제품 제조업,1.56,6.88,649855,3596859
(주)나노신소재,121600,2019/12,  기타 화학제품 제조업,9.23,8.27,680650,4044050
(주)나노엔텍,039860,2011/12,  의료용 기기 제조업,43.1,17.11,0,2238917
(주)나노엔텍,039860,2012/12,  의료용 기기 제조업,6.02,5.75,3115724,780009
(주)나노엔텍,039860,2013/12,  의료용 기기 제조업,1.14,2.3,2630687,437705
(주)나노엔텍,039860,2014/12,  의료용 기기 제조업,5.62,3.65,2117747,739686
(주)나노엔텍,039860,2015/12,  의료용 기기 제조업,13.83,6.39,0,1192623
(주)나노엔텍,039860,2016/12,  의료용 기기 제조업,31.78,10.6,0,2111497
(주)나노엔텍,039860,2017/12,  의료용 기기 제조업,-32.62,6.21,856661,1375511
(주)나노엔텍,039860,2018/12,  의료용 기기 제조업,3.16,4.99,906390,1240790
(주)나노엔텍,039860,2019/12,  의료용 기기 제조업,7.14,6.05,987991,1519493
(주)나무가,190510,2015/12,  전자부품 제조업,0,1.65,0,5460343
(주)나무가,190510,2016/12,  전자부품 제조업,-4.83,3.27,0,6195100
(주)나무가,190510,2017/12,  전자부품 제조업,-7.25,3.72,0,6295230
(주)나무가,190510,2018/12,  전자부품 제조업,-16.41,2.37,0,4741472
(주)나무가,190510,2019/12,  전자부품 제조업,36.45,2.43,0,6702625
(주)나스미디어,089600,2013/12,  광고업,0,0,0,0
(주)나스미디어,089600,2014/12,  광고업,9.84,0,0,0
(주)나스미디어,089600,2015/12,  광고업,6.13,0,0,0
(주)나스미디어,089600,2016/12,  광고업,21.33,0,0,0
(주)나스미디어,089600,2017/12,  광고업,17.22,0,0,0
(주)나스미디어,089600,2018/12,  광고업,-0.31,0,0,0
(주)나스미디어,089600,2019/12,  광고업,10.03,0,,0
(주)나이벡,138610,2011/12,  의료용품 및 기타 의약 관련제품 제조업,0,0.1,1426211,2700
(주)나이벡,138610,2012/12,  의료용품 및 기타 의약 관련제품 제조업,6.9,4.06,1023320,157281
(주)나이벡,138610,2013/12,  의료용품 및 기타 의약 관련제품 제조업,45.16,3.89,1035049,88333
(주)나이벡,138610,2014/12,  의료용품 및 기타 의약 관련제품 제조업,-2.22,3.11,695400,148915
(주)나이벡,138610,2015/12,  의료용품 및 기타 의약 관련제품 제조업,13.64,2.72,689618,113685
(주)나이벡,138610,2016/12,  의료용품 및 기타 의약 관련제품 제조업,14,5.24,2199017,251727
(주)나이벡,138610,2017/12,  의료용품 및 기타 의약 관련제품 제조업,-3.51,10.16,1908104,640631
(주)나이벡,138610,2018/12,  의료용품 및 기타 의약 관련제품 제조업,5.45,23.12,1066561,1204012
(주)나이벡,138610,2019/12,  의료용품 및 기타 의약 관련제품 제조업,22.41,18.12,1240322,1683270
(주)나이스디앤비,130580,2011/12,  기타 사업지원 서비스업,0,0,,0
(주)나이스디앤비,130580,2012/12,  기타 사업지원 서비스업,6.19,0,,0
(주)나이스디앤비,130580,2013/12,  기타 사업지원 서비스업,-4.85,0,,0
(주)나이스디앤비,130580,2014/12,  기타 사업지원 서비스업,13.27,0,,0
(주)나이스디앤비,130580,2015/12,  기타 사업지원 서비스업,2.7,0,,0
(주)나이스디앤비,130580,2016/12,  기타 사업지원 서비스업,35.09,0,,0
(주)나이스디앤비,130580,2017/12,  기타 사업지원 서비스업,32.47,0,,0
(주)나이스디앤비,130580,2018/12,  기타 사업지원 서비스업,28.43,0,,0
(주)나이스디앤비,130580,2019/12,  기타 사업지원 서비스업,12.21,0,,0
(주)나이스홀딩스,034310,2011/12,  회사 본부 및 경영 컨설팅 서비스업,18.75,0,,0
(주)나이스홀딩스,034310,2012/12,  회사 본부 및 경영 컨설팅 서비스업,7.89,0,,0
(주)나이스홀딩스,034310,2013/12,  회사 본부 및 경영 컨설팅 서비스업,-4.88,0,,0
(주)나이스홀딩스,034310,2014/12,  회사 본부 및 경영 컨설팅 서비스업,0,0,,0
(주)나이스홀딩스,034310,2015/12,  회사 본부 및 경영 컨설팅 서비스업,15.38,0,,0
(주)나이스홀딩스,034310,2016/12,  회사 본부 및 경영 컨설팅 서비스업,-26.67,0,,0
(주)나이스홀딩스,034310,2017/12,  회사 본부 및 경영 컨설팅 서비스업,6.06,0,,0
(주)나이스홀딩스,034310,2018/12,  회사 본부 및 경영 컨설팅 서비스업,5.71,0,,0
(주)나이스홀딩스,034310,2019/12,  회사 본부 및 경영 컨설팅 서비스업,29.73,0,,0
(주)나인테크,267320,2017/12,  특수 목적용 기계 제조업,,,,
(주)나인테크,267320,2018/12,  특수 목적용 기계 제조업,,,,
(주)나인테크,267320,2019/12,  특수 목적용 기계 제조업,,,,
(주)남선알미늄,008350,2011/12,  1차 비철금속 제조업,2.29,0.23,0,692347
(주)남선알미늄,008350,2012/12,  1차 비철금속 제조업,-2.24,0.41,0,1264670
(주)남선알미늄,008350,2013/12,  1차 비철금속 제조업,-1.37,0.35,0,1228098
(주)남선알미늄,008350,2014/12,  1차 비철금속 제조업,-0.46,0.43,0,1451172
(주)남선알미늄,008350,2015/12,  1차 비철금속 제조업,-8.86,0.54,0,1885056
(주)남선알미늄,008350,2016/12,  1차 비철금속 제조업,2.56,0.45,0,1786486
(주)남선알미늄,008350,2017/12,  1차 비철금속 제조업,-3,0.43,0,1732365
(주)남선알미늄,008350,2018/12,  1차 비철금속 제조업,8.4,0.49,0,1704626
(주)남선알미늄,008350,2019/12,  1차 비철금속 제조업,-2.06,0.59,0,1908936
(주)남성,004270,2011/12,  기타 전문 도매업,-11.94,0.83,221875,457779
(주)남성,004270,2012/12,  기타 전문 도매업,15.25,0.63,372657,349260
(주)남성,004270,2013/12,  기타 전문 도매업,-1.47,0.67,331745,379324
(주)남성,004270,2014/12,  기타 전문 도매업,-13.43,0.7,303438,414400
(주)남성,004270,2015/12,  기타 전문 도매업,-1.72,0.69,331194,431158
(주)남성,004270,2016/12,  기타 전문 도매업,8.77,0.76,331732,540210
(주)남성,004270,2017/12,  기타 전문 도매업,-1.61,0.76,367975,593121
(주)남성,004270,2018/12,  기타 전문 도매업,-6.56,1.11,304764,704060
(주)남성,004270,2019/12,  기타 전문 도매업,-5.26,1.21,139690,702035
(주)내츄럴엔도텍,168330,2013/12,  자연과학 및 공학 연구개발업,0,1.01,548110,847139
(주)내츄럴엔도텍,168330,2014/12,  자연과학 및 공학 연구개발업,68.09,1.63,0,2021703
(주)내츄럴엔도텍,168330,2015/12,  자연과학 및 공학 연구개발업,-21.52,4.85,0,2159764
(주)내츄럴엔도텍,168330,2016/12,  자연과학 및 공학 연구개발업,11.29,21.88,0,1434464
(주)내츄럴엔도텍,168330,2017/12,  자연과학 및 공학 연구개발업,-7.25,17.45,0,1612229
(주)내츄럴엔도텍,168330,2018/12,  자연과학 및 공학 연구개발업,6.25,18.37,0,1633652
(주)내츄럴엔도텍,168330,2019/12,  자연과학 및 공학 연구개발업,10.29,23.21,0,1535410
(주)네오리진,094860,2011/12,  소프트웨어 개발 및 공급업,7.69,0,953278,0
(주)네오리진,094860,2012/12,  소프트웨어 개발 및 공급업,0,0,728591,0
(주)네오리진,094860,2013/12,  소프트웨어 개발 및 공급업,-7.14,4.01,1294428,1665879
(주)네오리진,094860,2014/12,  소프트웨어 개발 및 공급업,-2.31,5.18,1253375,1792001
(주)네오리진,094860,2015/12,  소프트웨어 개발 및 공급업,-52.76,13.9,834676,1725540
(주)네오리진,094860,2016/12,  소프트웨어 개발 및 공급업,-8.33,4.56,903463,485334
(주)네오리진,094860,2017/12,  소프트웨어 개발 및 공급업,-10.91,4.07,773404,367482
(주)네오리진,094860,2018/12,  소프트웨어 개발 및 공급업,-12.24,7.03,685852,637483
(주)네오리진,094860,2019/12,  소프트웨어 개발 및 공급업,0,5.77,691273,649878
(주)네오셈,253590,2018/12,  특수 목적용 기계 제조업,,,,
(주)네오셈,253590,2019/12,  특수 목적용 기계 제조업,0,24.82,0,6286831
(주)네오오토,212560,2015/12,  자동차 신품 부품 제조업,0,0,0,0
(주)네오오토,212560,2016/12,  자동차 신품 부품 제조업,-3.06,0,0,0
(주)네오오토,212560,2017/12,  자동차 신품 부품 제조업,11.58,0,11787,0
(주)네오오토,212560,2018/12,  자동차 신품 부품 제조업,-1.89,0,0,0
(주)네오오토,212560,2019/12,  자동차 신품 부품 제조업,4.81,0,0,0
(주)네오위즈,095660,2011/12,  소프트웨어 개발 및 공급업,29.46,0,0,0
(주)네오위즈,095660,2012/12,  소프트웨어 개발 및 공급업,-25.25,0,1290992,0
(주)네오위즈,095660,2013/12,  소프트웨어 개발 및 공급업,-32.22,0,0,0
(주)네오위즈,095660,2014/12,  소프트웨어 개발 및 공급업,-17.05,0,0,0
(주)네오위즈,095660,2015/12,  소프트웨어 개발 및 공급업,-17.79,0,0,0
(주)네오위즈,095660,2016/12,  소프트웨어 개발 및 공급업,-3.13,0,0,0
(주)네오위즈,095660,2017/12,  소프트웨어 개발 및 공급업,-26.55,3.92,0,4186265
(주)네오위즈,095660,2018/12,  소프트웨어 개발 및 공급업,19.26,3.66,0,5692838
(주)네오위즈,095660,2019/12,  소프트웨어 개발 및 공급업,38.24,2.76,0,5590755
(주)네오위즈홀딩스,042420,2011/12,  소프트웨어 개발 및 공급업,150,0,,0
(주)네오위즈홀딩스,042420,2012/12,  소프트웨어 개발 및 공급업,150,0,,0
(주)네오위즈홀딩스,042420,2013/12,  소프트웨어 개발 및 공급업,-88,0,,0
(주)네오위즈홀딩스,042420,2014/12,  소프트웨어 개발 및 공급업,-33.33,0,,0
