구분,코드,산업명,2011 ,2012 ,2013 ,2014 ,2015 ,2016 ,2017 ,2018 ,2019 
(주)아이윈플러스,123010,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.00 ,92.48 ,107.76 ,121.93 ,158.78 
(주)아이즈비전,031310,  소매업; 자동차 제외,95.14 ,95.52 ,87.75 ,78.94 ,73.79 ,65.50 ,55.13 ,45.11 ,47.46 
(주)아이컴포넌트,059100,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",85.83 ,92.68 ,89.96 ,89.57 ,79.34 ,80.74 ,92.59 ,96.11 ,91.66 
(주)아이톡시,052770,  출판업,64.57 ,62.66 ,42.05 ,46.64 ,36.91 ,41.20 ,64.86 ,62.02 ,47.59 
(주)아이티센,124500,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업",#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,87.94 ,88.63 ,86.48 ,87.32 ,85.67 
(주)아이티엑스에이아이,099520,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",75.36 ,71.19 ,78.78 ,81.37 ,94.37 ,76.88 ,73.25 ,83.08 ,85.52 
(주)아이티엠반도체,084850,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.00 ,#DIV/0!,#DIV/0!,0.00 ,79.64 
(주)아즈텍더블유비이,032080,  섬유제품 제조업; 의복제외,73.38 ,83.34 ,90.85 ,80.69 ,80.43 ,81.11 ,93.81 ,81.02 ,81.53 
(주)아진엑스텍,059120,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",#DIV/0!,#DIV/0!,#DIV/0!,50.15 ,52.03 ,51.85 ,47.38 ,45.65 ,45.01 
(주)아톤,158430,  출판업,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.00 ,#DIV/0!,#DIV/0!,0.00 ,52.36 
(주)아프리카티비,067160,  출판업,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
(주)안랩,053800,  출판업,29.81 ,33.31 ,35.42 ,28.42 ,26.83 ,26.11 ,22.89 ,19.07 ,0.00 
(주)안트로젠,065660,  의료용 물질 및 의약품 제조업,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.00 ,28.46 ,39.31 ,53.23 ,59.96 
(주)알로이스,297570,  기타금융업,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.00 ,#DIV/0!,#DIV/0!,0.00 ,73.40 
(주)알루코,001780,  1차 금속 제조업,90.15 ,91.11 ,86.88 ,89.52 ,87.07 ,87.17 ,89.05 ,94.22 ,93.50 
(주)알에프세미,096610,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",66.83 ,77.48 ,79.40 ,87.50 ,85.99 ,84.06 ,88.61 ,86.61 ,83.56 
(주)알에프텍,061040,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",83.13 ,83.27 ,85.68 ,88.83 ,85.65 ,87.80 ,90.37 ,89.40 ,85.42 
(주)알엔투테크놀로지,148250,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.00 ,55.36 ,62.83 ,54.47 ,47.10 
(주)알테오젠,196170,  연구개발업,#DIV/0!,#DIV/0!,#DIV/0!,45.95 ,27.37 ,87.19 ,88.14 ,19.05 ,22.80 
(주)알톤스포츠,123750,  기타 운송장비 제조업,68.57 ,71.76 ,72.41 ,68.94 ,75.42 ,72.36 ,85.91 ,82.43 ,86.15 
(주)알티캐스트,085810,  출판업,#DIV/0!,#DIV/0!,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
(주)알파홀딩스,117670,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",78.87 ,80.91 ,77.92 ,74.43 ,81.97 ,93.20 ,92.30 ,90.46 ,83.31 
(주)애니플러스,310200,  기타금융업,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.00 ,#DIV/0!,#DIV/0!,0.00 ,#DIV/0!
(주)애드바이오텍,179530,  의료용 물질 및 의약품 제조업,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.00 ,#DIV/0!,#DIV/0!,0.00 ,#DIV/0!
(주)액션스퀘어,205500,  기타금융업,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
(주)액토즈소프트,052790,  출판업,65.94 ,64.72 ,59.24 ,67.24 ,55.75 ,50.00 ,51.05 ,28.69 ,15.82 
(주)액트로,290740,  기타 기계 및 장비 제조업,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.00 ,#DIV/0!,#DIV/0!,58.98 ,74.71 
(주)앤디포스,238090,  고무 및 플라스틱제품 제조업,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.00 ,63.53 ,68.65 ,67.17 ,68.26 
(주)앤씨앤,092600,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",45.10 ,57.86 ,85.67 ,61.55 ,61.39 ,64.44 ,61.83 ,67.56 ,77.26 
(주)야스,255440,  기타 기계 및 장비 제조업,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.00 ,#DIV/0!,68.30 ,69.17 ,73.00 
(주)양지사,030960,  인쇄 및 기록매체 복제업,72.63 ,81.77 ,81.03 ,85.26 ,88.87 ,80.77 ,79.50 ,79.86 ,80.16 
(주)어스앤에어로스페이스,263540,  기타 운송장비 제조업,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.00 ,#DIV/0!,78.18 ,102.33 ,155.40 
(주)얼라인드제네틱스,238120,"  의료, 정밀, 광학기기 및 시계 제조업",#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.00 ,50.67 ,41.04 ,44.94 ,46.79 
(주)에너토크,019990,  기타 기계 및 장비 제조업,64.55 ,68.36 ,69.29 ,71.70 ,69.97 ,70.56 ,73.48 ,69.82 ,71.59 
(주)에넥스,011090,  가구 제조업,80.96 ,85.03 ,82.12 ,80.48 ,79.55 ,82.67 ,84.06 ,90.87 ,91.52 
(주)에스디생명공학,217480,  화학물질 및 화학제품 제조업; 의약품 제외,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.00 ,#DIV/0!,46.38 ,56.35 ,74.02 
(주)에스디시스템,121890,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",92.80 ,91.78 ,96.66 ,85.24 ,83.07 ,91.75 ,89.34 ,90.77 ,92.38 
(주)에스비에스,034120,  방송업,66.61 ,74.95 ,75.81 ,84.12 ,75.83 ,84.40 ,79.16 ,84.69 ,83.02 
(주)에스비에스콘텐츠허브,046140,  정보서비스업,80.69 ,79.42 ,81.35 ,89.86 ,91.81 ,91.66 ,93.20 ,94.13 ,95.59 
(주)에스씨디,042110,  전기장비 제조업,89.61 ,89.20 ,86.04 ,84.32 ,83.46 ,87.07 ,89.05 ,91.95 ,92.75 
(주)에스아이리소스,065420,  섬유제품 제조업; 의복제외,76.12 ,92.81 ,94.67 ,97.49 ,86.70 ,97.50 ,97.88 ,95.18 ,90.47 
(주)에스앤더블류,103230,  기타 기계 및 장비 제조업,92.94 ,92.31 ,92.74 ,90.93 ,90.40 ,92.23 ,101.16 ,108.22 ,94.62 
(주)에스앤에스텍,101490,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",72.85 ,71.25 ,69.01 ,68.46 ,63.02 ,70.54 ,79.10 ,76.30 ,73.47 
(주)에스에너지,095910,  전기장비 제조업,92.30 ,83.24 ,88.52 ,90.05 ,93.36 ,91.78 ,88.62 ,84.03 ,88.69 
(주)에스에스알,275630,  출판업,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.00 ,#DIV/0!,#DIV/0!,59.79 ,60.44 
(주)에스에이엠티,031330,  도매 및 상품 중개업,95.66 ,95.89 ,95.60 ,95.00 ,95.09 ,94.94 ,95.64 ,95.45 ,95.79 
(주)에스에이티,060540,"  의료, 정밀, 광학기기 및 시계 제조업",83.06 ,61.81 ,69.33 ,71.84 ,69.38 ,77.84 ,79.50 ,57.92 ,55.35 
(주)에스에프에이,056190,  기타 기계 및 장비 제조업,81.02 ,73.53 ,74.26 ,80.57 ,80.24 ,81.12 ,81.24 ,74.35 ,72.86 
(주)에스에프에이반도체,036540,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",91.18 ,94.83 ,95.87 ,85.60 ,95.93 ,97.00 ,90.73 ,88.76 ,92.71 
(주)에스엘바이오닉스,214310,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,79.59 ,77.35 ,78.61 ,86.39 ,86.02 
(주)에스엠라이프디자인그룹,063440,  인쇄 및 기록매체 복제업,64.23 ,76.93 ,74.75 ,71.43 ,79.56 ,69.36 ,78.33 ,76.13 ,84.69 
(주)에스엠벡셀,010580,  자동차 및 트레일러 제조업,100.25 ,104.02 ,99.89 ,98.50 ,97.43 ,102.50 ,100.73 ,93.47 ,98.41 
(주)에스엠엔터테인먼트,041510,  인쇄 및 기록매체 복제업,66.47 ,59.30 ,62.88 ,66.06 ,64.89 ,67.14 ,61.40 ,61.17 ,63.61 
(주)에스엠컬처앤콘텐츠,048550,  사업지원 서비스업,0.00 ,33.35 ,74.23 ,86.82 ,85.74 ,83.86 ,104.95 ,75.69 ,66.03 
(주)에스엠코어,007820,  기타 기계 및 장비 제조업,82.07 ,86.13 ,88.83 ,87.95 ,91.56 ,117.49 ,94.08 ,92.94 ,91.50 
(주)에스원,012750,"  기타 전문, 과학 및 기술 서비스업",61.98 ,64.16 ,65.81 ,69.55 ,69.97 ,69.71 ,70.55 ,72.70 ,74.37 
(주)에스제이그룹,306040,"  가죽, 가방 및 신발 제조업",#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.00 ,#DIV/0!,#DIV/0!,0.00 ,25.11 
(주)에스제이엠,123700,  자동차 및 트레일러 제조업,85.71 ,90.61 ,90.48 ,94.40 ,91.90 ,90.44 ,90.05 ,97.02 ,91.44 
(주)에스제이엠홀딩스,025530,  전문 서비스업,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,25.03 ,12.57 ,14.55 ,0.00 
(주)에스지글로벌,001380,  섬유제품 제조업; 의복제외,91.88 ,98.43 ,90.83 ,91.70 ,91.66 ,89.64 ,93.94 ,90.96 ,88.43 
(주)에스지세계물산,004060,  도매 및 상품 중개업,72.08 ,69.56 ,70.60 ,72.99 ,71.37 ,71.90 ,67.61 ,70.08 ,71.52 
(주)에스지엔지,040610,  육상운송 및 파이프라인 운송업,81.61 ,78.72 ,84.88 ,85.20 ,86.85 ,83.86 ,85.97 ,90.41 ,88.96 
(주)에스코넥,096630,  기타 기계 및 장비 제조업,84.51 ,87.60 ,88.16 ,87.16 ,87.36 ,85.87 ,85.22 ,88.95 ,97.58 
(주)에스텍파마,041910,  의료용 물질 및 의약품 제조업,69.08 ,65.71 ,69.12 ,80.36 ,81.35 ,73.12 ,71.03 ,75.60 ,72.04 
(주)에스티아이,039440,  기타 기계 및 장비 제조업,87.75 ,81.93 ,84.98 ,85.80 ,83.08 ,83.38 ,83.12 ,83.55 ,82.94 
(주)에스티오,098660,"  의복, 의복 액세서리 및 모피제품 제조업",33.44 ,34.69 ,40.41 ,41.15 ,40.13 ,41.80 ,44.13 ,44.40 ,40.21 
(주)에스티큐브,052020,  화학물질 및 화학제품 제조업; 의약품 제외,95.02 ,71.01 ,83.50 ,88.51 ,98.39 ,38.46 ,102.43 ,97.08 ,54.99 
(주)에스폴리텍,050760,  고무 및 플라스틱제품 제조업,87.64 ,82.27 ,84.25 ,87.09 ,86.63 ,86.64 ,88.39 ,87.93 ,79.70 
(주)에스피시스템스,317830,  기타 기계 및 장비 제조업,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.00 ,#DIV/0!,#DIV/0!,0.00 ,79.94 
(주)에스피씨삼립,005610,  식료품 제조업,72.64 ,73.57 ,76.89 ,78.97 ,76.02 ,74.92 ,73.62 ,75.86 ,76.17 
(주)에스피지,058610,  전기장비 제조업,83.52 ,83.95 ,85.30 ,85.14 ,85.35 ,84.77 ,87.03 ,87.94 ,88.83 
(주)에쎈테크,043340,  기타 기계 및 장비 제조업,96.01 ,90.98 ,92.73 ,91.14 ,90.72 ,89.13 ,91.36 ,88.23 ,92.73 
(주)에이디칩스,054630,  도매 및 상품 중개업,71.18 ,73.59 ,73.16 ,76.70 ,72.44 ,77.25 ,77.63 ,98.82 ,90.59 
(주)에이디테크놀로지,200710,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",#DIV/0!,#DIV/0!,#DIV/0!,77.16 ,80.29 ,97.61 ,88.76 ,83.67 ,92.08 
(주)에이루트,096690,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",74.91 ,77.81 ,73.84 ,76.50 ,73.78 ,73.33 ,72.79 ,84.45 ,79.04 
(주)에이블씨엔씨,078520,  화학물질 및 화학제품 제조업; 의약품 제외,30.65 ,30.52 ,33.61 ,33.05 ,35.94 ,38.42 ,40.07 ,41.48 ,41.55 
(주)에이비프로바이오,195990,  기타 기계 및 장비 제조업,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,72.02 ,73.32 ,112.89 ,109.64 ,239.10 
(주)에이스침대,003800,  가구 제조업,50.57 ,49.96 ,51.28 ,50.11 ,45.51 ,44.09 ,44.04 ,42.47 ,38.61 
(주)에이스테크놀로지,088800,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",88.86 ,89.54 ,77.76 ,78.63 ,79.39 ,82.67 ,85.20 ,81.97 ,77.92 
(주)에이스토리,241840,  영상ㆍ오디오 기록물 제작 및 배급업,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.00 ,#DIV/0!,#DIV/0!,0.00 ,91.02 
(주)에이엔피,015260,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",99.65 ,89.21 ,91.97 ,91.78 ,94.79 ,94.24 ,99.90 ,101.47 ,100.37 
(주)에이치비테크놀러지,078150,  기타 기계 및 장비 제조업,69.18 ,72.36 ,79.10 ,85.92 ,81.29 ,78.06 ,74.06 ,90.88 ,92.30 
(주)에이치시티,072990,"  건축기술, 엔지니어링 및 기타 과학기술 서비스업",#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.00 ,54.45 ,64.18 ,59.27 ,58.83 
(주)에이치알에스,036640,  화학물질 및 화학제품 제조업; 의약품 제외,77.00 ,81.16 ,80.24 ,77.63 ,78.36 ,80.25 ,78.45 ,83.33 ,86.54 
(주)에이치앤비디자인,227100,  전기장비 제조업,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.00 ,#DIV/0!,#DIV/0!,83.69 ,87.35 
(주)에이치엘사이언스,239610,  식료품 제조업,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.00 ,34.20 ,29.96 ,29.58 ,24.42 
(주)에이치케이,044780,  기타 기계 및 장비 제조업,79.09 ,75.13 ,76.10 ,80.72 ,81.46 ,83.56 ,79.49 ,82.22 ,81.51 
(주)에이텍,045660,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",79.58 ,83.77 ,84.33 ,84.14 ,76.75 ,78.87 ,78.59 ,75.59 ,74.43 
(주)에이텍티앤,224110,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,81.44 ,88.27 ,80.61 ,72.31 ,71.85 
(주)에이트원,230980,  출판업,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.00 ,79.17 ,90.51 ,93.36 ,82.25 
(주)에이티세미콘,089530,"  기타 전문, 과학 및 기술 서비스업",74.72 ,84.32 ,88.48 ,85.41 ,90.94 ,95.78 ,85.77 ,84.22 ,86.29 
(주)에이팩트,200470,"  기타 전문, 과학 및 기술 서비스업",#DIV/0!,#DIV/0!,#DIV/0!,84.92 ,106.90 ,108.78 ,80.83 ,59.71 ,70.82 
(주)에이프로젠,007460,  금속가공제품 제조업; 기계 및 가구 제외,92.66 ,91.86 ,91.35 ,81.03 ,83.24 ,81.87 ,90.43 ,82.26 ,84.14 
(주)에이프로젠헬스케어앤게임즈,109960,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",87.91 ,80.11 ,84.11 ,70.58 ,73.82 ,84.31 ,77.06 ,74.18 ,76.63 
(주)에치에프알,230240,  기타금융업,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.00 ,#DIV/0!,#DIV/0!,85.66 ,84.87 
(주)에코마케팅,230360,  전문 서비스업,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
(주)에코프로,086520,  화학물질 및 화학제품 제조업; 의약품 제외,85.08 ,83.03 ,82.26 ,77.58 ,83.12 ,82.00 ,77.99 ,71.39 ,67.77 
(주)에코프로비엠,247540,  전기장비 제조업,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.00 ,#DIV/0!,#DIV/0!,0.00 ,88.14 
(주)에프알텍,073540,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",79.54 ,78.51 ,71.53 ,71.06 ,83.23 ,83.56 ,82.56 ,81.15 ,75.85 
(주)에프앤리퍼블릭,064090,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",86.26 ,89.35 ,85.48 ,82.25 ,90.91 ,120.97 ,80.46 ,77.29 ,93.36 
(주)에프앤에프홀딩스,007700,"  의복, 의복 액세서리 및 모피제품 제조업",39.33 ,43.28 ,40.83 ,39.83 ,42.62 ,41.80 ,34.32 ,33.84 ,33.04 
(주)에프에스엔,214270,  기타금융업,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.00 ,61.47 ,55.48 ,0.00 ,0.00 
(주)에프에스티,036810,  기타 기계 및 장비 제조업,62.42 ,72.35 ,68.44 ,63.24 ,62.21 ,68.23 ,78.05 ,70.34 ,60.12 
(주)에프엔씨엔터테인먼트,173940,  영상ㆍ오디오 기록물 제작 및 배급업,#DIV/0!,#DIV/0!,#DIV/0!,52.49 ,72.04 ,84.81 ,81.33 ,96.83 ,92.00 
(주)엑사이엔씨,054940,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",91.86 ,95.11 ,90.11 ,86.37 ,89.85 ,89.28 ,91.04 ,89.34 ,93.71 
(주)엑세스바이오인코퍼레이션,950130,  의료용 물질 및 의약품 제조업,#DIV/0!,#DIV/0!,47.93 ,52.18 ,69.19 ,58.42 ,68.05 ,61.29 ,78.34 
(주)엑셈,205100,  기타금융업,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,42.56 ,58.13 ,45.77 ,42.33 ,42.12 
(주)엑시콘,092870,  기타 기계 및 장비 제조업,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,71.66 ,67.30 ,66.58 ,68.81 ,68.57 
(주)엔바이오니아,317870,  기타 제품 제조업,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.00 ,#DIV/0!,#DIV/0!,0.00 ,56.65 
(주)엔씨소프트,036570,  정보서비스업,18.98 ,25.97 ,20.53 ,16.92 ,17.50 ,16.10 ,9.49 ,0.00 ,0.00 
(주)엔아이스틸,008260,  1차 금속 제조업,81.45 ,83.30 ,83.41 ,85.11 ,84.26 ,81.26 ,83.54 ,81.12 ,84.20 
(주)엔에스,217820,  기타 기계 및 장비 제조업,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,77.43 ,83.17 ,86.51 ,88.48 ,85.00 
(주)엔에스엔,031860,  정보서비스업,99.75 ,88.91 ,92.90 ,76.25 ,85.79 ,97.63 ,97.83 ,83.01 ,93.04 
(주)엔에이치엔벅스,104200,  정보서비스업,58.95 ,70.01 ,60.07 ,60.61 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
(주)엔이능률,053290,  출판업,52.54 ,49.68 ,39.55 ,34.81 ,29.78 ,32.73 ,30.22 ,32.15 ,31.36 
(주)엔지스테크널러지,208860,  출판업,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
(주)엔지켐생명과학,183490,  의료용 물질 및 의약품 제조업,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.00 ,#DIV/0!,#DIV/0!,86.26 ,91.53 
(주)엔케이,085310,  금속가공제품 제조업; 기계 및 가구 제외,86.58 ,86.73 ,89.16 ,89.81 ,92.56 ,103.40 ,89.69 ,107.32 ,94.06 
(주)엔케이맥스,182400,  의료용 물질 및 의약품 제조업,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,32.03 ,20.68 ,28.06 ,24.78 ,25.82 
(주)엔텔스,069410,  출판업,68.16 ,69.03 ,69.08 ,75.02 ,80.61 ,78.37 ,78.64 ,75.95 ,72.04 
(주)엔투텍,227950,  기타금융업,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.00 ,#DIV/0!,#DIV/0!,84.11 ,#DIV/0!
(주)엔피,291230,  기타금융업,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.00 ,#DIV/0!,#DIV/0!,0.00 ,#DIV/0!
(주)엔피케이,048830,  화학물질 및 화학제품 제조업; 의약품 제외,95.00 ,94.10 ,91.72 ,94.07 ,98.06 ,93.79 ,90.95 ,91.09 ,91.01 
(주)엘디티,096870,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",80.06 ,89.46 ,111.73 ,107.49 ,69.44 ,87.19 ,87.46 ,60.93 ,72.71 
(주)엘아이에스,138690,  기타 기계 및 장비 제조업,79.17 ,127.31 ,84.62 ,88.07 ,56.96 ,79.96 ,78.86 ,80.25 ,77.66 
(주)엘앤씨바이오,290650,  의료용 물질 및 의약품 제조업,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.00 ,#DIV/0!,#DIV/0!,35.35 ,36.20 
(주)엘앤에프,066970,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",94.96 ,95.17 ,94.80 ,94.67 ,96.83 ,88.39 ,89.01 ,90.95 ,96.19 
(주)엘앤케이바이오메드,156100,"  의료, 정밀, 광학기기 및 시계 제조업",#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.00 ,47.28 ,67.34 ,55.00 ,71.00 
(주)엘에스,006260,  전문 서비스업,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
(주)엘에스네트웍스,000680,  도매 및 상품 중개업,49.48 ,56.33 ,64.51 ,68.43 ,70.89 ,62.14 ,54.28 ,54.75 ,62.56 
(주)엘에프,093050,"  의복, 의복 액세서리 및 모피제품 제조업",37.85 ,39.04 ,38.49 ,36.86 ,39.24 ,39.49 ,38.42 ,39.72 ,40.03 
(주)엘엑스세미콘,108320,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",77.52 ,83.47 ,82.44 ,79.86 ,79.05 ,78.63 ,78.00 ,75.54 ,75.45 
(주)엘엑스인터내셔널,001120,  도매 및 상품 중개업,94.39 ,92.49 ,93.57 ,92.01 ,92.84 ,92.08 ,93.51 ,95.70 ,95.64 
(주)엘엑스하우시스,108670,  고무 및 플라스틱제품 제조업,81.46 ,79.40 ,78.46 ,77.74 ,74.81 ,74.95 ,77.92 ,79.96 ,78.66 
(주)엘엠에스,073110,"  의료, 정밀, 광학기기 및 시계 제조업",63.76 ,65.80 ,67.57 ,71.14 ,74.69 ,75.85 ,78.78 ,76.03 ,57.74 
(주)엘오티베큠,083310,  기타 기계 및 장비 제조업,72.18 ,71.05 ,74.77 ,74.57 ,71.62 ,71.10 ,71.82 ,69.25 ,72.03 
(주)엘지,003550,  전문 서비스업,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
(주)엘지생활건강,051900,  화학물질 및 화학제품 제조업; 의약품 제외,49.34 ,48.88 ,49.48 ,45.89 ,41.56 ,40.00 ,39.82 ,39.25 ,37.37 
(주)엘지유플러스,032640,  우편 및 통신업,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
(주)엘지헬로비전,037560,  방송업,#DIV/0!,56.55 ,61.26 ,62.53 ,64.28 ,67.17 ,64.56 ,9.98 ,8.12 
(주)엘지화학,051910,  화학물질 및 화학제품 제조업; 의약품 제외,81.74 ,85.52 ,85.37 ,86.69 ,81.40 ,79.45 ,78.40 ,80.48 ,82.11 
(주)엠게임,058630,  출판업,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
(주)엠디에스테크,086960,  출판업,63.60 ,62.56 ,65.31 ,65.70 ,65.27 ,68.11 ,65.38 ,62.16 ,64.99 
(주)엠씨넥스,097520,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",#DIV/0!,87.83 ,89.47 ,86.33 ,86.08 ,94.18 ,90.92 ,85.56 ,84.03 
(주)엠아이텍,179290,"  의료, 정밀, 광학기기 및 시계 제조업",#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.00 ,#DIV/0!,#DIV/0!,51.44 ,54.96 
(주)엠에스씨,009780,  식료품 제조업,81.41 ,80.15 ,79.88 ,78.75 ,78.40 ,76.91 ,77.37 ,78.36 ,78.44 
(주)엠에스오토텍,123040,  자동차 및 트레일러 제조업,73.61 ,76.06 ,88.65 ,92.45 ,89.09 ,89.47 ,92.98 ,95.41 ,95.02 
(주)엠투엔,033310,  금속가공제품 제조업; 기계 및 가구 제외,91.54 ,86.61 ,79.98 ,80.75 ,86.53 ,89.11 ,92.12 ,92.41 ,93.68 
(주)엠플러스,259630,  기타 기계 및 장비 제조업,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.00 ,#DIV/0!,82.93 ,91.27 ,85.63 
(주)엠피대산,065150,  도매 및 상품 중개업,63.41 ,60.77 ,60.71 ,60.86 ,55.30 ,52.70 ,53.50 ,53.59 ,50.39 
(주)연우,115960,  고무 및 플라스틱제품 제조업,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,81.87 ,80.78 ,86.86 ,89.26 ,83.98 
(주)연이비앤티,090740,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",98.69 ,97.53 ,96.45 ,96.31 ,95.95 ,96.37 ,98.56 ,77.23 ,56.05 
(주)영우디에스피,143540,  기타 기계 및 장비 제조업,#DIV/0!,#DIV/0!,#DIV/0!,90.07 ,91.75 ,89.87 ,96.57 ,103.17 ,80.25 
(주)영원무역,111770,  도매 및 상품 중개업,86.10 ,86.27 ,87.03 ,87.42 ,85.82 ,85.72 ,86.02 ,85.25 ,86.26 
(주)영원무역홀딩스,009970,  도매 및 상품 중개업,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
(주)영풍,000670,  1차 금속 제조업,90.58 ,88.97 ,91.29 ,93.88 ,90.43 ,90.88 ,94.53 ,98.40 ,92.44 
(주)영흥,012160,  1차 금속 제조업,86.46 ,91.12 ,87.26 ,88.74 ,88.19 ,89.54 ,90.46 ,91.37 ,90.42 
(주)예림당,036000,  출판업,33.25 ,33.79 ,38.70 ,40.60 ,46.96 ,44.60 ,45.41 ,51.37 ,65.32 
