,회사명,거래소코드,회계년도,이자보상배율(이자비용)(IFRS),이자보상배율(이자비용)(IFRS연결),이자보상배율
13212,잉글우드랩(주),950140,17-Dec,-512.0,-33.34,-33.34
13213,잉글우드랩(주),950140,18-Dec,11.69,-0.36,-0.36
13214,잉글우드랩(주),950140,19-Dec,21.27,6.83,6.83
13215,자이글(주),234920,16-Dec,999999999.0,77777777.77,999999999.0
13216,자이글(주),234920,17-Dec,999999999.0,77777777.77,999999999.0
13217,자이글(주),234920,18-Dec,-14.02,-14.09,-14.09
13218,자이글(주),234920,19-Dec,-22.91,-22.91,-22.91
13219,자이에스앤디(주),317400,19-Dec,11.61,11.61,11.61
13220,자화전자(주),33240,11-Dec,45.9,24.3,24.3
13221,자화전자(주),33240,12-Dec,98.93,51.24,51.24
13222,자화전자(주),33240,13-Dec,238.51,114.52,114.52
13223,자화전자(주),33240,14-Dec,124.65,49.52,49.52
13224,자화전자(주),33240,15-Dec,77.86,41.49,41.49
13225,자화전자(주),33240,16-Dec,59.34,34.69,34.69
13226,자화전자(주),33240,17-Dec,14.25,14.22,14.22
13227,자화전자(주),33240,18-Dec,-12.67,-5.99,-5.99
13228,자화전자(주),33240,19-Dec,19.85,-13.75,-13.75
13229,재영솔루텍(주),49630,11-Dec,0.82,0.77,0.77
13230,재영솔루텍(주),49630,12-Dec,0.3,0.25,0.25
13231,재영솔루텍(주),49630,13-Dec,0.85,0.21,0.21
13232,재영솔루텍(주),49630,14-Dec,1.33,1.7,1.7
13233,재영솔루텍(주),49630,15-Dec,0.9,1.18,1.18
13234,재영솔루텍(주),49630,16-Dec,-0.21,-0.05,-0.05
13235,재영솔루텍(주),49630,17-Dec,-6.1,-8.56,-8.56
13236,재영솔루텍(주),49630,18-Dec,-0.92,0.8,0.8
13237,재영솔루텍(주),49630,19-Dec,2.48,2.32,2.32
13238,전방(주),950,11-Dec,-3.85,-3.75,-3.75
13239,전방(주),950,12-Dec,-4.14,-4.14,-4.14
13240,전방(주),950,13-Dec,0.9,0.74,0.74
13241,전방(주),950,14-Dec,-0.92,-1.1,-1.1
13242,전방(주),950,15-Dec,-1.06,-1.11,-1.11
13243,전방(주),950,16-Dec,-1.1,-1.28,-1.28
13244,전방(주),950,17-Dec,-1.51,-1.74,-1.74
13245,전방(주),950,18-Dec,-0.93,-0.97,-0.97
13246,전방(주),950,19-Dec,-3.15,-3.17,-3.17
13247,전진바이오팜(주),110020,18-Dec,-16.98,-16.98,-16.98
13248,전진바이오팜(주),110020,19-Dec,-6.21,-6.21,-6.21
13249,제너셈(주),217190,15-Dec,37.05,37.05,37.05
13250,제너셈(주),217190,16-Dec,-16.12,-16.12,-16.12
13251,제너셈(주),217190,17-Dec,-3.06,-3.06,-3.06
13252,제너셈(주),217190,18-Dec,-4.26,-4.26,-4.26
13253,제너셈(주),217190,19-Dec,5.35,5.35,5.35
13254,제룡산업(주),147830,12-Dec,47.71,47.71,47.71
13255,제룡산업(주),147830,13-Dec,19.16,19.16,19.16
13256,제룡산업(주),147830,14-Dec,11.14,11.14,11.14
13257,제룡산업(주),147830,15-Dec,25.49,25.49,25.49
13258,제룡산업(주),147830,16-Dec,65.85,65.85,65.85
13259,제룡산업(주),147830,17-Dec,474.04,474.04,474.04
13260,제룡산업(주),147830,18-Dec,15852.84,15852.84,15852.84
13261,제룡산업(주),147830,19-Dec,819.55,819.55,819.55
13262,제룡전기(주),33100,11-Dec,-1.95,-1.95,-1.95
13263,제룡전기(주),33100,12-Dec,4.09,4.09,4.09
13264,제룡전기(주),33100,13-Dec,38.86,38.86,38.86
13265,제룡전기(주),33100,14-Dec,51.8,51.8,51.8
13266,제룡전기(주),33100,15-Dec,33.55,33.55,33.55
13267,제룡전기(주),33100,16-Dec,-49.01,-49.01,-49.01
13268,제룡전기(주),33100,17-Dec,-18.88,-18.88,-18.88
13269,제룡전기(주),33100,18-Dec,52.84,52.84,52.84
13270,제룡전기(주),33100,19-Dec,145.7,145.7,145.7
13271,제이더블유생명과학(주),234080,16-Dec,8.57,8.98,8.98
13272,제이더블유생명과학(주),234080,17-Dec,9.55,10.1,10.1
13273,제이더블유생명과학(주),234080,18-Dec,10.23,10.42,10.42
13274,제이더블유생명과학(주),234080,19-Dec,18.08,17.24,17.24
13275,제이더블유신약(주),67290,11-Dec,5.01,1.25,1.25
13276,제이더블유신약(주),67290,12-Dec,2.69,0.18,0.18
13277,제이더블유신약(주),67290,13-Dec,3.45,0.81,0.81
13278,제이더블유신약(주),67290,14-Dec,3.97,0.99,0.99
13279,제이더블유신약(주),67290,15-Dec,5.23,1.49,1.49
13280,제이더블유신약(주),67290,16-Dec,5.01,1.98,1.98
13281,제이더블유신약(주),67290,17-Dec,-0.41,-1.37,-1.37
13282,제이더블유신약(주),67290,18-Dec,2.5,0.41,0.41
13283,제이더블유신약(주),67290,19-Dec,2.9,0.92,0.92
13284,제이더블유중외제약(주),1060,11-Dec,0.67,0.67,0.67
13285,제이더블유중외제약(주),1060,12-Dec,0.39,0.39,0.39
13286,제이더블유중외제약(주),1060,13-Dec,1.27,1.25,1.25
13287,제이더블유중외제약(주),1060,14-Dec,1.05,1.05,1.05
13288,제이더블유중외제약(주),1060,15-Dec,1.53,1.51,1.51
13289,제이더블유중외제약(주),1060,16-Dec,2.0,2.03,2.03
13290,제이더블유중외제약(주),1060,17-Dec,2.43,2.45,2.45
13291,제이더블유중외제약(주),1060,18-Dec,2.48,2.48,2.48
13292,제이더블유중외제약(주),1060,19-Dec,-1.61,-1.69,-1.69
13293,제이더블유홀딩스(주),96760,11-Dec,10.45,0.13,0.13
13294,제이더블유홀딩스(주),96760,12-Dec,-1.74,0.07,0.07
13295,제이더블유홀딩스(주),96760,13-Dec,-4.07,0.46,0.46
13296,제이더블유홀딩스(주),96760,14-Dec,-1.29,0.62,0.62
13297,제이더블유홀딩스(주),96760,15-Dec,1.14,0.98,0.98
13298,제이더블유홀딩스(주),96760,16-Dec,1.44,1.35,1.35
13299,제이더블유홀딩스(주),96760,17-Dec,1.21,1.2,1.2
13300,제이더블유홀딩스(주),96760,18-Dec,6.05,1.02,1.02
13301,제이더블유홀딩스(주),96760,19-Dec,2.09,0.09,0.09
13302,제이스코홀딩스(주),23440,11-Dec,-2.13,-2.13,-2.13
13303,제이스코홀딩스(주),23440,12-Dec,-3.73,-3.73,-3.73
13304,제이스코홀딩스(주),23440,13-Dec,-3.01,-3.01,-3.01
13305,제이스코홀딩스(주),23440,14-Dec,0.11,0.11,0.11
13306,제이스코홀딩스(주),23440,15-Dec,-2.8,-2.8,-2.8
13307,제이스코홀딩스(주),23440,16-Dec,0.31,0.31,0.31
13308,제이스코홀딩스(주),23440,17-Dec,1.45,1.45,1.45
13309,제이스코홀딩스(주),23440,18-Dec,1.25,1.25,1.25
13310,제이스코홀딩스(주),23440,19-Dec,-7.33,-7.33,-7.33
13311,제이씨케미칼(주),137950,11-Dec,16.81,16.81,16.81
13312,제이씨케미칼(주),137950,12-Dec,1.76,1.76,1.76
13313,제이씨케미칼(주),137950,13-Dec,8.88,6.22,6.22
13314,제이씨케미칼(주),137950,14-Dec,0.46,-1.55,-1.55
13315,제이씨케미칼(주),137950,15-Dec,4.2,2.73,2.73
13316,제이씨케미칼(주),137950,16-Dec,12.3,9.25,9.25
13317,제이씨케미칼(주),137950,17-Dec,5.85,2.83,2.83
13318,제이씨케미칼(주),137950,18-Dec,3.72,2.62,2.62
13319,제이씨케미칼(주),137950,19-Dec,5.26,4.63,4.63
13320,제이씨현시스템(주),33320,11-Dec,18.48,15.87,15.87
13321,제이씨현시스템(주),33320,12-Dec,-54.55,-11.78,-11.78
13322,제이씨현시스템(주),33320,13-Dec,46.81,36.73,36.73
13323,제이씨현시스템(주),33320,14-Dec,34.63,20.74,20.74
13324,제이씨현시스템(주),33320,15-Dec,182.09,24.31,24.31
13325,제이씨현시스템(주),33320,16-Dec,135.35,112.82,112.82
13326,제이씨현시스템(주),33320,17-Dec,250.33,300.32,300.32
13327,제이씨현시스템(주),33320,18-Dec,628.39,466.47,466.47
13328,제이씨현시스템(주),33320,19-Dec,4.56,17.33,17.33
13329,제이엔케이히터(주),126880,11-Dec,19466.5,31.78,31.78
13330,제이엔케이히터(주),126880,12-Dec,11.95,6.0,6.0
13331,제이엔케이히터(주),126880,13-Dec,-0.1,0.29,0.29
13332,제이엔케이히터(주),126880,14-Dec,0.76,0.97,0.97
13333,제이엔케이히터(주),126880,15-Dec,5.67,4.1,4.1
13334,제이엔케이히터(주),126880,16-Dec,0.83,1.23,1.23
13335,제이엔케이히터(주),126880,17-Dec,3.27,0.57,0.57
13336,제이엔케이히터(주),126880,18-Dec,0.95,1.02,1.02
13337,제이엔케이히터(주),126880,19-Dec,6.23,6.41,6.41
13338,제이엠아이(주),33050,11-Dec,-24.47,-10.74,-10.74
13339,제이엠아이(주),33050,12-Dec,-104.54,-17.38,-17.38
13340,제이엠아이(주),33050,13-Dec,-54.67,-6.87,-6.87
13341,제이엠아이(주),33050,14-Dec,8.32,1.82,1.82
13342,제이엠아이(주),33050,15-Dec,-8.03,1.37,1.37
13343,제이엠아이(주),33050,16-Dec,25.96,3.85,3.85
13344,제이엠아이(주),33050,17-Dec,63.18,0.3,0.3
13345,제이엠아이(주),33050,18-Dec,-11.23,-7.54,-7.54
13346,제이엠아이(주),33050,19-Dec,1.68,-5.03,-5.03
13347,제이엠티(주),94970,11-Dec,4.21,-1.19,-1.19
13348,제이엠티(주),94970,12-Dec,5.69,7.46,7.46
13349,제이엠티(주),94970,13-Dec,8.13,10.94,10.94
13350,제이엠티(주),94970,14-Dec,17.08,17.57,17.57
13351,제이엠티(주),94970,15-Dec,-13.09,-0.41,-0.41
13352,제이엠티(주),94970,16-Dec,42.16,12.94,12.94
13353,제이엠티(주),94970,17-Dec,3.18,19.83,19.83
13354,제이엠티(주),94970,18-Dec,8.2,23.39,23.39
13355,제이엠티(주),94970,19-Dec,999999999.0,141.18,141.18
13356,제이준코스메틱(주),25620,11-Dec,-4.92,-4.92,-4.92
13357,제이준코스메틱(주),25620,12-Dec,-2.63,-2.63,-2.63
13358,제이준코스메틱(주),25620,13-Dec,-6.48,-5.61,-5.61
13359,제이준코스메틱(주),25620,14-Dec,-5.93,-5.93,-5.93
13360,제이준코스메틱(주),25620,15-Dec,-15.13,-15.35,-15.35
13361,제이준코스메틱(주),25620,16-Dec,7.36,7.31,7.31
13362,제이준코스메틱(주),25620,17-Dec,36.25,36.25,36.25
13363,제이준코스메틱(주),25620,18-Dec,5.58,4.91,4.91
13364,제이준코스메틱(주),25620,19-Dec,-7.48,-8.04,-8.04
13365,제일약품(주),271980,17-Dec,77777777.77,4.77,4.77
13366,제일약품(주),271980,18-Dec,4.63,4.63,4.63
13367,제일약품(주),271980,19-Dec,0.31,0.31,0.31
13368,제일연마공업(주),1560,11-Dec,70.08,20.27,20.27
13369,제일연마공업(주),1560,12-Dec,35.96,14.14,14.14
13370,제일연마공업(주),1560,13-Dec,11.12,9.42,9.42
13371,제일연마공업(주),1560,14-Dec,23.7,14.37,14.37
13372,제일연마공업(주),1560,15-Dec,8.74,9.71,9.71
13373,제일연마공업(주),1560,16-Dec,12.9,10.12,10.12
13374,제일연마공업(주),1560,17-Dec,42.23,19.71,19.71
13375,제일연마공업(주),1560,18-Dec,40.65,17.05,17.05
13376,제일연마공업(주),1560,19-Dec,60.83,37.33,37.33
13377,제일파마홀딩스(주),2620,11-Dec,102.62,102.62,102.62
13378,제일파마홀딩스(주),2620,12-Dec,8.39,8.39,8.39
13379,제일파마홀딩스(주),2620,13-Dec,1.82,1.82,1.82
13380,제일파마홀딩스(주),2620,14-Dec,12.98,12.98,12.98
13381,제일파마홀딩스(주),2620,15-Dec,22.96,22.96,22.96
13382,제일파마홀딩스(주),2620,16-Dec,13.07,12.05,12.05
13383,제일파마홀딩스(주),2620,17-Dec,999999999.0,15.61,15.61
13384,제일파마홀딩스(주),2620,18-Dec,7.97,10.77,10.77
13385,제일파마홀딩스(주),2620,19-Dec,5.07,3.15,3.15
13386,조광아이엘아이(주),44060,11-Dec,18.75,14.62,14.62
13387,조광아이엘아이(주),44060,12-Dec,18.98,15.61,15.61
13388,조광아이엘아이(주),44060,13-Dec,12.72,10.2,10.2
13389,조광아이엘아이(주),44060,14-Dec,42.22,33.19,33.19
13390,조광아이엘아이(주),44060,15-Dec,37.32,34.72,34.72
13391,조광아이엘아이(주),44060,16-Dec,17.53,16.68,16.68
13392,조광아이엘아이(주),44060,17-Dec,108.01,106.39,106.39
13393,조광아이엘아이(주),44060,18-Dec,18505.7,18360.87,18360.87
13394,조광아이엘아이(주),44060,19-Dec,20.12,20.12,20.12
13395,조광페인트(주),4910,11-Dec,2.52,2.5,2.5
13396,조광페인트(주),4910,12-Dec,2.53,2.64,2.64
13397,조광페인트(주),4910,13-Dec,4.66,4.87,4.87
13398,조광페인트(주),4910,14-Dec,8.32,8.75,8.75
13399,조광페인트(주),4910,15-Dec,13.5,14.71,14.71
13400,조광페인트(주),4910,16-Dec,19.2,21.05,21.05
13401,조광페인트(주),4910,17-Dec,8.78,10.69,10.69
13402,조광페인트(주),4910,18-Dec,0.21,0.08,0.08
13403,조광페인트(주),4910,19-Dec,-0.36,-0.14,-0.14
13404,조광피혁(주),4700,11-Dec,22.93,21.17,21.17
13405,조광피혁(주),4700,12-Dec,12.61,7.62,7.62
13406,조광피혁(주),4700,13-Dec,31.07,17.06,17.06
13407,조광피혁(주),4700,14-Dec,45.57,23.06,23.06
13408,조광피혁(주),4700,15-Dec,69.03,67.98,67.98
13409,조광피혁(주),4700,16-Dec,3816.03,3832.92,3832.92
13410,조광피혁(주),4700,17-Dec,4599.04,4599.04,4599.04
13411,조광피혁(주),4700,18-Dec,2721.75,2721.75,2721.75
13412,조광피혁(주),4700,19-Dec,1351.11,1351.11,1351.11
13413,조선내화(주),480,11-Dec,5.68,3.51,3.51
13414,조선내화(주),480,12-Dec,5.67,3.33,3.33
13415,조선내화(주),480,13-Dec,7.8,4.73,4.73
13416,조선내화(주),480,14-Dec,14.93,6.75,6.75
13417,조선내화(주),480,15-Dec,11.6,5.23,5.23
13418,조선내화(주),480,16-Dec,13.18,7.21,7.21
13419,조선내화(주),480,17-Dec,-5.49,-0.64,-0.64
13420,조선내화(주),480,18-Dec,8.97,8.37,8.37
13421,조선내화(주),480,19-Dec,3.11,4.02,4.02
13422,조선선재(주),120030,11-Dec,116.73,116.73,116.73
13423,조선선재(주),120030,12-Dec,999999999.0,77777777.77,999999999.0
13424,조선선재(주),120030,13-Dec,29383.47,29383.47,29383.47
13425,조선선재(주),120030,14-Dec,4219.72,4219.72,4219.72
13426,조선선재(주),120030,15-Dec,711.52,711.52,711.52
13427,조선선재(주),120030,16-Dec,534.65,534.65,534.65
13428,조선선재(주),120030,17-Dec,288.01,288.01,288.01
13429,조선선재(주),120030,18-Dec,123.57,123.57,123.57
13430,조선선재(주),120030,19-Dec,826.49,826.49,826.49
13431,조아제약(주),34940,11-Dec,3.43,3.43,3.43
13432,조아제약(주),34940,12-Dec,1.56,1.56,1.56
13433,조아제약(주),34940,13-Dec,5.58,4.79,4.79
13434,조아제약(주),34940,14-Dec,-7.82,-7.62,-7.62
13435,조아제약(주),34940,15-Dec,0.81,0.27,0.27
13436,조아제약(주),34940,16-Dec,0.48,-0.01,-0.01
13437,조아제약(주),34940,17-Dec,1.7,0.58,0.58
13438,조아제약(주),34940,18-Dec,1.23,1.08,1.08
13439,조아제약(주),34940,19-Dec,0.1,-0.26,-0.26
13440,조일알미늄(주),18470,11-Dec,3.87,3.87,3.87
13441,조일알미늄(주),18470,12-Dec,2.1,2.1,2.1
13442,조일알미늄(주),18470,13-Dec,1.77,1.77,1.77
13443,조일알미늄(주),18470,14-Dec,-2.41,-2.41,-2.41
13444,조일알미늄(주),18470,15-Dec,-3.11,-3.11,-3.11
13445,조일알미늄(주),18470,16-Dec,-0.87,-0.87,-0.87
13446,조일알미늄(주),18470,17-Dec,-0.15,-0.15,-0.15
13447,조일알미늄(주),18470,18-Dec,-1.83,-1.83,-1.83
13448,조일알미늄(주),18470,19-Dec,-1.93,-1.93,-1.93
13449,주성엔지니어링(주),36930,11-Dec,0.32,0.23,0.23
13450,주성엔지니어링(주),36930,12-Dec,-6.54,-6.55,-6.55
13451,주성엔지니어링(주),36930,13-Dec,0.16,0.08,0.08
13452,주성엔지니어링(주),36930,14-Dec,0.99,0.96,0.96
13453,주성엔지니어링(주),36930,15-Dec,2.08,2.19,2.19
13454,주성엔지니어링(주),36930,16-Dec,14.87,15.45,15.45
13455,주성엔지니어링(주),36930,17-Dec,96.21,97.41,97.41
13456,주성엔지니어링(주),36930,18-Dec,37.94,38.06,38.06
13457,주성엔지니어링(주),36930,19-Dec,25.47,25.07,25.07
13458,줌인터넷(주),239340,16-Dec,77777777.77,-3.17,-3.17
13459,줌인터넷(주),239340,17-Dec,77777777.77,-1.79,-1.79
13460,줌인터넷(주),239340,18-Dec,77777777.77,-5.82,-5.82
13461,줌인터넷(주),239340,19-Dec,5.67,5.6,5.6
13462,지나인제약(주),78650,11-Dec,-0.97,-1.37,-1.37
13463,지나인제약(주),78650,12-Dec,1.92,1.28,1.28
13464,지나인제약(주),78650,13-Dec,4.7,4.66,4.66
13465,지나인제약(주),78650,14-Dec,-1.98,-1.99,-1.99
13466,지나인제약(주),78650,15-Dec,-1.73,-1.24,-1.24
13467,지나인제약(주),78650,16-Dec,-3.59,-2.76,-2.76
13468,지나인제약(주),78650,17-Dec,-4.59,-3.85,-3.85
13469,지나인제약(주),78650,18-Dec,3.22,1.95,1.95
13470,지나인제약(주),78650,19-Dec,0.98,1.56,1.56
13471,지니언스(주),263860,17-Dec,9981.48,8320.53,8320.53
13472,지니언스(주),263860,18-Dec,999999999.0,9025.44,9025.44
13473,지니언스(주),263860,19-Dec,628.48,373.39,373.39
13474,지더블유바이텍(주),36180,11-Dec,262.2,262.2,262.2
13475,지더블유바이텍(주),36180,12-Dec,-144.11,-144.11,-144.11
13476,지더블유바이텍(주),36180,13-Dec,999999999.0,77777777.77,999999999.0
13477,지더블유바이텍(주),36180,14-Dec,999999999.0,77777777.77,999999999.0
13478,지더블유바이텍(주),36180,15-Dec,208.16,208.16,208.16
13479,지더블유바이텍(주),36180,16-Dec,401.39,401.39,401.39
13480,지더블유바이텍(주),36180,17-Dec,999999999.0,77777777.77,999999999.0
13481,지더블유바이텍(주),36180,18-Dec,999999999.0,77777777.77,999999999.0
13482,지더블유바이텍(주),36180,19-Dec,0.03,0.01,0.01
13483,지에스건설(주),6360,11-Dec,14.73,14.61,14.61
13484,지에스건설(주),6360,12-Dec,2.32,2.26,2.26
13485,지에스건설(주),6360,13-Dec,-10.09,-7.14,-7.14
13486,지에스건설(주),6360,14-Dec,0.13,0.44,0.44
13487,지에스건설(주),6360,15-Dec,1.34,1.03,1.03
13488,지에스건설(주),6360,16-Dec,3.44,1.13,1.13
13489,지에스건설(주),6360,17-Dec,2.38,1.66,1.66
13490,지에스건설(주),6360,18-Dec,9.62,7.88,7.88
13491,지에스건설(주),6360,19-Dec,6.46,5.21,5.21
13492,지에이치신소재(주),130500,13-Dec,14.32,8.11,8.11
13493,지에이치신소재(주),130500,14-Dec,9.69,2.63,2.63
13494,지에이치신소재(주),130500,15-Dec,19.5,17.66,17.66
13495,지에이치신소재(주),130500,16-Dec,457.11,47.99,47.99
13496,지에이치신소재(주),130500,17-Dec,241.65,76.64,76.64
13497,지에이치신소재(주),130500,18-Dec,0.06,1.11,1.11
13498,지에이치신소재(주),130500,19-Dec,1.61,2.03,2.03
13499,지엔원에너지(주),270520,17-Dec,77777777.77,77777777.77,11111111.11
13500,지엔원에너지(주),270520,18-Dec,77777777.77,77777777.77,11111111.11
13501,지엔원에너지(주),270520,19-Dec,77777777.77,77777777.77,11111111.11
13502,지엘팜텍(주),204840,14-Dec,77777777.77,-0.86,-0.86
13503,지엘팜텍(주),204840,15-Dec,77777777.77,-1.41,-1.41
13504,지엘팜텍(주),204840,16-Dec,-36.46,-36.46,-36.46
13505,지엘팜텍(주),204840,17-Dec,-41.43,-41.43,-41.43
13506,지엘팜텍(주),204840,18-Dec,-4.03,-5.74,-5.74
13507,지엘팜텍(주),204840,19-Dec,-6.03,-7.43,-7.43
13508,지엠비코리아(주),13870,12-Dec,6.12,6.16,6.16
13509,지엠비코리아(주),13870,13-Dec,8.78,8.91,8.91
13510,지엠비코리아(주),13870,14-Dec,6.76,5.71,5.71
13511,지엠비코리아(주),13870,15-Dec,5.94,4.83,4.83
13512,지엠비코리아(주),13870,16-Dec,6.16,7.12,7.12
13513,지엠비코리아(주),13870,17-Dec,4.1,3.77,3.77
13514,지엠비코리아(주),13870,18-Dec,1.41,1.05,1.05
13515,지엠비코리아(주),13870,19-Dec,2.62,1.9,1.9
13516,진양산업(주),3780,11-Dec,155.89,182.12,182.12
13517,진양산업(주),3780,12-Dec,181.92,231.98,231.98
13518,진양산업(주),3780,13-Dec,86.75,133.9,133.9
13519,진양산업(주),3780,14-Dec,82.78,113.68,113.68
13520,진양산업(주),3780,15-Dec,188.29,295.38,295.38
13521,진양산업(주),3780,16-Dec,224.01,360.15,360.15
13522,진양산업(주),3780,17-Dec,15.72,26.63,26.63
13523,진양산업(주),3780,18-Dec,25.95,40.25,40.25
13524,진양산업(주),3780,19-Dec,59.0,99.48,99.48
13525,진양제약(주),7370,11-Dec,10.05,10.05,10.05
13526,진양제약(주),7370,12-Dec,124.52,124.52,124.52
13527,진양제약(주),7370,13-Dec,1198.0,1198.0,1198.0
13528,진양제약(주),7370,14-Dec,636.61,636.61,636.61
13529,진양제약(주),7370,15-Dec,-28.1,-28.1,-28.1
13530,진양제약(주),7370,16-Dec,-29.59,-29.59,-29.59
13531,진양제약(주),7370,17-Dec,-12.35,-12.35,-12.35
13532,진양제약(주),7370,18-Dec,3.5,3.5,3.5
13533,진양제약(주),7370,19-Dec,-0.72,-0.72,-0.72
13534,진양폴리우레탄(주),10640,11-Dec,31.74,31.74,31.74
13535,진양폴리우레탄(주),10640,12-Dec,20.45,20.45,20.45
13536,진양폴리우레탄(주),10640,13-Dec,20.44,20.44,20.44
13537,진양폴리우레탄(주),10640,14-Dec,10.66,10.66,10.66
13538,진양폴리우레탄(주),10640,15-Dec,8.67,8.67,8.67
13539,진양폴리우레탄(주),10640,16-Dec,-1.47,-1.47,-1.47
13540,진양폴리우레탄(주),10640,17-Dec,-7.26,-7.26,-7.26
13541,진양폴리우레탄(주),10640,18-Dec,12.69,12.69,12.69
13542,진양폴리우레탄(주),10640,19-Dec,48.87,38.67,38.67
13543,진양화학(주),51630,11-Dec,104.34,104.34,104.34
13544,진양화학(주),51630,12-Dec,251.76,251.76,251.76
13545,진양화학(주),51630,13-Dec,2377.6,2377.6,2377.6
13546,진양화학(주),51630,14-Dec,3409.1,3409.1,3409.1
13547,진양화학(주),51630,15-Dec,1280.83,1280.83,1280.83
13548,진양화학(주),51630,16-Dec,1196.31,1196.31,1196.31
13549,진양화학(주),51630,17-Dec,-787.15,-787.15,-787.15
13550,진양화학(주),51630,18-Dec,-927.25,-927.25,-927.25
13551,진양화학(주),51630,19-Dec,-625.3,-625.3,-625.3
13552,진원생명과학(주),11000,11-Dec,-17.42,-21.59,-21.59
13553,진원생명과학(주),11000,12-Dec,-5.9,-7.16,-7.16
13554,진원생명과학(주),11000,13-Dec,-3.23,-7.69,-7.69
13555,진원생명과학(주),11000,14-Dec,-56.5,-44.6,-44.6
13556,진원생명과학(주),11000,15-Dec,999999999.0,-82.97,-82.97
13557,진원생명과학(주),11000,16-Dec,-14.1,-11.3,-11.3
13558,진원생명과학(주),11000,17-Dec,-13.16,-13.49,-13.49
13559,진원생명과학(주),11000,18-Dec,-10.28,-8.09,-8.09
13560,진원생명과학(주),11000,19-Dec,-6.2,-4.17,-4.17
13561,진흥기업(주),2780,11-Dec,-4.87,-4.86,-4.86
13562,진흥기업(주),2780,12-Dec,-0.67,-0.68,-0.68
13563,진흥기업(주),2780,13-Dec,-0.15,-0.15,-0.15
13564,진흥기업(주),2780,14-Dec,1.44,1.44,1.44
13565,진흥기업(주),2780,15-Dec,1.33,1.33,1.33
13566,진흥기업(주),2780,16-Dec,9.39,9.39,9.39
13567,진흥기업(주),2780,17-Dec,8.61,8.62,8.62
13568,진흥기업(주),2780,18-Dec,11.6,11.6,11.6
13569,진흥기업(주),2780,19-Dec,9.22,9.22,9.22
13570,차이나크리스탈신소재홀딩스,900250,14-Dec,77777777.77,11032.29,11032.29
13571,차이나크리스탈신소재홀딩스,900250,15-Dec,77777777.77,83.83,83.83
13572,차이나크리스탈신소재홀딩스,900250,16-Dec,77777777.77,71.81,71.81
13573,차이나크리스탈신소재홀딩스,900250,17-Dec,77777777.77,91.82,91.82
13574,차이나크리스탈신소재홀딩스,900250,18-Dec,77777777.77,114.45,114.45
13575,차이나크리스탈신소재홀딩스,900250,19-Dec,77777777.77,94.94,94.94
13576,참엔지니어링(주),9310,11-Dec,6.87,5.93,5.93
13577,참엔지니어링(주),9310,12-Dec,-3.55,-3.28,-3.28
13578,참엔지니어링(주),9310,13-Dec,0.5,2.26,2.26
13579,참엔지니어링(주),9310,14-Dec,-1.32,0.22,0.22
13580,참엔지니어링(주),9310,15-Dec,1.47,2.5,2.5
13581,참엔지니어링(주),9310,16-Dec,1.04,4.92,4.92
13582,참엔지니어링(주),9310,17-Dec,3.26,7.55,7.55
13583,참엔지니어링(주),9310,18-Dec,1.17,2.79,2.79
13584,참엔지니어링(주),9310,19-Dec,-4.73,-3.6,-3.6
13585,참존글로벌(주),158310,13-Dec,1080.04,1080.04,1080.04
13586,참존글로벌(주),158310,14-Dec,-493.12,-493.12,-493.12
13587,참존글로벌(주),158310,15-Dec,-26.7,-26.74,-26.74
13588,참존글로벌(주),158310,16-Dec,-9.54,-11.2,-11.2
13589,참존글로벌(주),158310,17-Dec,1.09,-0.26,-0.26
13590,참존글로벌(주),158310,18-Dec,-2.03,-3.35,-3.35
13591,참존글로벌(주),158310,19-Dec,-1.42,-1.35,-1.35
13592,참좋은여행(주),94850,11-Dec,2.79,2.79,2.79
13593,참좋은여행(주),94850,12-Dec,2.49,2.49,2.49
13594,참좋은여행(주),94850,13-Dec,6.3,6.3,6.3
13595,참좋은여행(주),94850,14-Dec,7.86,7.86,7.86
13596,참좋은여행(주),94850,15-Dec,8.59,8.59,8.59
13597,참좋은여행(주),94850,16-Dec,6.68,6.68,6.68
13598,참좋은여행(주),94850,17-Dec,46.78,46.78,46.78
13599,참좋은여행(주),94850,18-Dec,14.59,14.59,14.59
13600,참좋은여행(주),94850,19-Dec,8.85,8.85,8.85
13601,카페24(주),42000,18-Dec,26.4,29.32,29.32
13602,카페24(주),42000,19-Dec,296.4,6.15,6.15
13603,커머스마이너 (주),223310,15-Dec,22.42,22.42,22.42
13604,커머스마이너 (주),223310,16-Dec,-72.58,-72.58,-72.58
13605,커머스마이너 (주),223310,17-Dec,-4.67,-5.13,-5.13
13606,커머스마이너 (주),223310,18-Dec,-1.61,-4.22,-4.22
13607,커머스마이너 (주),223310,19-Dec,0.12,0.04,0.04
13608,컨버즈(주),109070,11-Dec,-1.59,-1.59,-1.59
13609,컨버즈(주),109070,12-Dec,-1.0,-1.0,-1.0
13610,컨버즈(주),109070,13-Dec,-0.52,-0.52,-0.52
13611,컨버즈(주),109070,14-Dec,-0.76,-0.76,-0.76
13612,컨버즈(주),109070,15-Dec,-1.4,-1.4,-1.4
13613,컨버즈(주),109070,16-Dec,-3.71,-3.71,-3.71
13614,컨버즈(주),109070,17-Dec,-3.57,-5.41,-5.41
13615,컨버즈(주),109070,18-Dec,-4.68,-5.14,-5.14
13616,컨버즈(주),109070,19-Dec,-1.7,-1.69,-1.69
