회사명,거래소코드,회계년도,[제조]당기순이익(손실)(IFRS),[제조]자본(*)(IFRS)
오상자이엘(주),53980,17-Dec,1534097,39558549
오상자이엘(주),53980,18-Dec,-1734074,38480761
오상자이엘(주),53980,19-Dec,-14706177,24551391
오성첨단소재(주),52420,11-Dec,-20261225,145563124
오성첨단소재(주),52420,12-Dec,-117538775,40472947
오성첨단소재(주),52420,13-Dec,-777311105,-68015502
오성첨단소재(주),52420,14-Dec,-53050245,114224451
오성첨단소재(주),52420,15-Dec,-56454274,58120625
오성첨단소재(주),52420,16-Dec,-24842612,41928158
오성첨단소재(주),52420,17-Dec,989161,76344284
오성첨단소재(주),52420,18-Dec,5860699,132863866
오성첨단소재(주),52420,19-Dec,15679208,175485211
오션브릿지(주),241790,16-Dec,6448197,30921867
오션브릿지(주),241790,17-Dec,9037340,40694963
오션브릿지(주),241790,18-Dec,11783730,51249553
오션브릿지(주),241790,19-Dec,8910415,63324574
오스템임플란트(주),48260,11-Dec,10156361,72784674
오스템임플란트(주),48260,12-Dec,15821573,88657958
오스템임플란트(주),48260,13-Dec,17980066,106469785
오스템임플란트(주),48260,14-Dec,17708082,123323134
오스템임플란트(주),48260,15-Dec,35366902,159303655
오스템임플란트(주),48260,16-Dec,31104146,120319751
오스템임플란트(주),48260,17-Dec,24740716,128553718
오스템임플란트(주),48260,18-Dec,18190199,133182626
오스템임플란트(주),48260,19-Dec,-16912663,104363751
올리패스(주),244460,19-Dec,-41022216,24266610
올릭스(주),226950,18-Dec,-7730515,54967986
올릭스(주),226950,19-Dec,-12572526,43475224
옴니시스템(주),57540,11-Dec,-7339345,35885482
옴니시스템(주),57540,12-Dec,-5144452,35550395
옴니시스템(주),57540,13-Dec,-8112269,54483337
옴니시스템(주),57540,14-Dec,1149281,55618712
옴니시스템(주),57540,15-Dec,4657361,60117014
옴니시스템(주),57540,16-Dec,651533,60862732
옴니시스템(주),57540,17-Dec,1208403,62027256
옴니시스템(주),57540,18-Dec,2689330,64615789
옴니시스템(주),57540,19-Dec,24960277,89273658
옵티시스(주),109080,11-Dec,4149790,22178304
옵티시스(주),109080,12-Dec,3380374,23814666
옵티시스(주),109080,13-Dec,1813310,24984406
옵티시스(주),109080,14-Dec,2857820,27672060
옵티시스(주),109080,15-Dec,2158515,29559987
옵티시스(주),109080,16-Dec,2330830,31542430
옵티시스(주),109080,17-Dec,1703708,33001526
옵티시스(주),109080,18-Dec,2771172,35430242
옵티시스(주),109080,19-Dec,2834539,37914906
와이더블유(주),51390,11-Dec,2307620,65958735
와이더블유(주),51390,12-Dec,4231881,69753094
와이더블유(주),51390,13-Dec,4759262,73626895
와이더블유(주),51390,14-Dec,1010590,73632122
와이더블유(주),51390,15-Dec,-807578,69730588
와이더블유(주),51390,16-Dec,2777540,70499898
와이더블유(주),51390,17-Dec,2635172,70522697
와이더블유(주),51390,18-Dec,1896483,70951188
와이더블유(주),51390,19-Dec,1727825,71256191
와이아이케이(주),232140,15-Dec,,
와이아이케이(주),232140,16-Dec,,
와이아이케이(주),232140,17-Dec,14127245,80367876
와이아이케이(주),232140,18-Dec,30166508,110384333
와이아이케이(주),232140,19-Dec,-10857478,99755976
와이엠씨(주),155650,12-Dec,7333654,35388141
와이엠씨(주),155650,13-Dec,5022896,40746686
와이엠씨(주),155650,14-Dec,1499609,41399847
와이엠씨(주),155650,15-Dec,3422868,43825260
와이엠씨(주),155650,16-Dec,8297183,52023053
와이엠씨(주),155650,17-Dec,15669275,75662298
와이엠씨(주),155650,18-Dec,14649766,85930902
와이엠씨(주),155650,19-Dec,-2496629,80086347
와이엠티(주),251370,17-Dec,2498682,48702755
와이엠티(주),251370,18-Dec,3543125,50589032
와이엠티(주),251370,19-Dec,7580643,58518534
와토스코리아(주),79000,11-Dec,8223020,50518144
와토스코리아(주),79000,12-Dec,3262412,53201416
와토스코리아(주),79000,13-Dec,3314582,55763436
와토스코리아(주),79000,14-Dec,6881272,62654174
와토스코리아(주),79000,15-Dec,5234250,67166052
와토스코리아(주),79000,16-Dec,3394837,69741620
와토스코리아(주),79000,17-Dec,3641479,72218097
와토스코리아(주),79000,18-Dec,2902873,73599606
와토스코리아(주),79000,19-Dec,1803041,73937917
우리바이오(주),82850,11-Dec,-10001784,183445104
우리바이오(주),82850,12-Dec,-23780445,157461877
우리바이오(주),82850,13-Dec,-13578745,139441952
우리바이오(주),82850,14-Dec,-27838943,109841021
우리바이오(주),82850,15-Dec,-27869404,88040154
우리바이오(주),82850,16-Dec,-9845725,96861536
우리바이오(주),82850,17-Dec,2142981,98744622
우리바이오(주),82850,18-Dec,-9631529,90292914
우리바이오(주),82850,19-Dec,1587371,94354692
우리산업(주),215360,15-Dec,10350578,54680971
우리산업(주),215360,16-Dec,13260289,66670044
우리산업(주),215360,17-Dec,11691582,98713833
우리산업(주),215360,18-Dec,11248222,108211251
우리산업(주),215360,19-Dec,6820092,112771744
우리산업홀딩스(주),72470,11-Dec,3470470,43487184
우리산업홀딩스(주),72470,12-Dec,2985012,48676164
우리산업홀딩스(주),72470,13-Dec,8866177,61841531
우리산업홀딩스(주),72470,14-Dec,11809840,72601813
우리산업홀딩스(주),72470,15-Dec,19842483,102489663
우리산업홀딩스(주),72470,16-Dec,752641,102217896
우리산업홀딩스(주),72470,17-Dec,-1141409,99774518
우리산업홀딩스(주),72470,18-Dec,61622,98835687
우리산업홀딩스(주),72470,19-Dec,59638,97899585
우리손에프앤지농업회사법인(주),73560,16-Dec,3085723,112087117
우리손에프앤지농업회사법인(주),73560,17-Dec,9154657,121076383
우리손에프앤지농업회사법인(주),73560,18-Dec,4185973,117791812
우리손에프앤지농업회사법인(주),73560,19-Dec,2334213,118568004
우리엔터프라이즈(주),37400,11-Dec,4296753,80196170
우리엔터프라이즈(주),37400,12-Dec,1127275,102929622
우리엔터프라이즈(주),37400,13-Dec,1084815,102189875
우리엔터프라이즈(주),37400,14-Dec,-721062,100733614
우리엔터프라이즈(주),37400,15-Dec,-4308845,98097280
우리엔터프라이즈(주),37400,16-Dec,-3670225,101602360
우리엔터프라이즈(주),37400,17-Dec,-4446289,97240177
우리엔터프라이즈(주),37400,18-Dec,-17708330,86609570
우리엔터프라이즈(주),37400,19-Dec,-1688777,84984572
우리이앤엘(주),153490,13-Dec,-4783845,104155225
우리이앤엘(주),153490,14-Dec,-432559,103809226
우리이앤엘(주),153490,15-Dec,811639,104581536
우리이앤엘(주),153490,16-Dec,-14156904,108894222
우리이앤엘(주),153490,17-Dec,-37504374,71630895
우리이앤엘(주),153490,18-Dec,214650,71768297
우리이앤엘(주),153490,19-Dec,311381,72089631
우림피티에스(주),101170,11-Dec,9275268,72485217
우림피티에스(주),101170,12-Dec,5131469,79031666
우림피티에스(주),101170,13-Dec,1894162,80396651
우림피티에스(주),101170,14-Dec,4790691,83183182
우림피티에스(주),101170,15-Dec,4451661,86727781
우림피티에스(주),101170,16-Dec,1172550,87277120
우림피티에스(주),101170,17-Dec,-2010089,84868146
우림피티에스(주),101170,18-Dec,4223545,88392299
우림피티에스(주),101170,19-Dec,-666571,86780804
우수AMS(주),66590,11-Dec,2147070,28319394
우수AMS(주),66590,12-Dec,539557,29079359
우수AMS(주),66590,13-Dec,3433783,32671989
우수AMS(주),66590,14-Dec,535994,34707983
우수AMS(주),66590,15-Dec,383863,35091846
우수AMS(주),66590,16-Dec,2716913,52953434
우수AMS(주),66590,17-Dec,2508540,56254887
우수AMS(주),66590,18-Dec,2500300,58147084
우수AMS(주),66590,19-Dec,1208425,59628599
우원개발(주),46940,11-Dec,3210850,46354952
우원개발(주),46940,12-Dec,1313459,48622239
우원개발(주),46940,13-Dec,-4804086,43780754
우원개발(주),46940,14-Dec,1824612,45296065
우원개발(주),46940,15-Dec,8835183,53702014
우원개발(주),46940,16-Dec,6524940,60284567
우원개발(주),46940,17-Dec,2643606,62983629
우원개발(주),46940,18-Dec,4477388,71272820
우원개발(주),46940,19-Dec,1893039,79546194
우진비앤지(주),18620,11-Dec,731634,17740191
우진비앤지(주),18620,12-Dec,1275859,18556022
우진비앤지(주),18620,13-Dec,606353,18990913
우진비앤지(주),18620,14-Dec,821343,20671813
우진비앤지(주),18620,15-Dec,352764,21903985
우진비앤지(주),18620,16-Dec,175430,22137999
우진비앤지(주),18620,17-Dec,-4190242,23039304
우진비앤지(주),18620,18-Dec,-5631782,27513062
우진비앤지(주),18620,19-Dec,-11952556,28347533
원텍(주),336570,19-Dec,,
원풍물산(주),8290,11-Dec,752587,20269481
원풍물산(주),8290,12-Dec,445909,21093216
원풍물산(주),8290,13-Dec,179558,22675752
원풍물산(주),8290,14-Dec,235732,24364733
원풍물산(주),8290,15-Dec,-11531810,28219787
원풍물산(주),8290,16-Dec,-641939,29106281
원풍물산(주),8290,17-Dec,82905,30207384
원풍물산(주),8290,18-Dec,-3579556,24417416
원풍물산(주),8290,19-Dec,-5450142,45552550
웰바이오텍(주),10600,11-Dec,2143384,38509673
웰바이오텍(주),10600,12-Dec,-2105813,36544670
웰바이오텍(주),10600,13-Dec,2266822,40870970
웰바이오텍(주),10600,14-Dec,-2397073,39540145
웰바이오텍(주),10600,15-Dec,2496959,42823721
웰바이오텍(주),10600,16-Dec,1700488,44457941
웰바이오텍(주),10600,17-Dec,-22444779,22618980
웰바이오텍(주),10600,18-Dec,-14175395,73185551
웰바이오텍(주),10600,19-Dec,-16800645,73515601
웹케시(주),53580,19-Dec,9278684,54224416
위즈코프(주),38620,11-Dec,-5573150,33041012
위즈코프(주),38620,12-Dec,557182,33610954
위즈코프(주),38620,13-Dec,-270638,35182578
위즈코프(주),38620,14-Dec,723163,35903519
위즈코프(주),38620,15-Dec,902188,38648116
위즈코프(주),38620,16-Dec,1414928,41668199
위즈코프(주),38620,17-Dec,1834019,44996699
위즈코프(주),38620,18-Dec,-1631890,42546308
위즈코프(주),38620,19-Dec,-1942782,40008755
윈텍(주),320000,19-Dec,,
윙입푸드홀딩스,900340,18-Dec,,
윙입푸드홀딩스,900340,19-Dec,,
유네코(주),64510,18-Dec,-50215815,16196938
유네코(주),64510,19-Dec,-9481183,10970733
유니셈(주),36200,11-Dec,1910541,47004618
유니셈(주),36200,12-Dec,970173,48373789
유니셈(주),36200,13-Dec,1754476,50870521
유니셈(주),36200,14-Dec,2959366,58013623
유니셈(주),36200,15-Dec,4496875,65311139
유니셈(주),36200,16-Dec,8740659,72848417
유니셈(주),36200,17-Dec,21500017,90814745
유니셈(주),36200,18-Dec,15937192,103626485
유니셈(주),36200,19-Dec,22059118,123892418
유니슨(주),18000,11-Dec,-115170524,63594783
유니슨(주),18000,12-Dec,2380975,135017730
유니슨(주),18000,13-Dec,-76540462,61406632
유니슨(주),18000,14-Dec,-13035848,50483082
유니슨(주),18000,15-Dec,-21258706,52611015
유니슨(주),18000,16-Dec,-32570829,34232597
유니슨(주),18000,17-Dec,13465198,67736768
유니슨(주),18000,18-Dec,-7374632,102025791
유니슨(주),18000,19-Dec,-20701258,84530558
유니온머티리얼(주),47400,11-Dec,6322834,86166152
유니온머티리얼(주),47400,12-Dec,3813886,86765385
유니온머티리얼(주),47400,13-Dec,5376018,90386331
유니온머티리얼(주),47400,14-Dec,3576342,91993652
유니온머티리얼(주),47400,15-Dec,4917348,94005783
유니온머티리얼(주),47400,16-Dec,6691390,98457838
유니온머티리얼(주),47400,17-Dec,-604067,90595762
유니온머티리얼(주),47400,18-Dec,-7543941,79325565
유니온머티리얼(주),47400,19-Dec,3480584,87965129
유니퀘스트(주),77500,11-Dec,6838579,95714039
유니퀘스트(주),77500,12-Dec,6993765,100251997
유니퀘스트(주),77500,13-Dec,13465050,114630767
유니퀘스트(주),77500,14-Dec,16613496,141518448
유니퀘스트(주),77500,15-Dec,14513728,146772146
유니퀘스트(주),77500,16-Dec,5166463,152840405
유니퀘스트(주),77500,17-Dec,5834112,146562266
유니퀘스트(주),77500,18-Dec,4148663,151095243
유니퀘스트(주),77500,19-Dec,4393075,154350925
유비벨록스(주),89850,11-Dec,9785376,53784443
유비벨록스(주),89850,12-Dec,6883915,69406264
유비벨록스(주),89850,13-Dec,-2003594,67842539
유비벨록스(주),89850,14-Dec,-3199468,66380647
유비벨록스(주),89850,15-Dec,-1924054,71000682
유비벨록스(주),89850,16-Dec,2256720,81354792
유비벨록스(주),89850,17-Dec,-17457779,64043215
유비벨록스(주),89850,18-Dec,5757527,43236676
유비벨록스(주),89850,19-Dec,7256255,42779758
유성기업(주),2920,11-Dec,8785800,165542614
유성기업(주),2920,12-Dec,11542255,172042782
유성기업(주),2920,13-Dec,13221476,191520273
유성기업(주),2920,14-Dec,8494215,197420100
유성기업(주),2920,15-Dec,4288081,201634729
유성기업(주),2920,16-Dec,6543726,206279574
유성기업(주),2920,17-Dec,6254670,210487337
유성기업(주),2920,18-Dec,3155806,206871393
유성기업(주),2920,19-Dec,11747003,215504961
유아이엘(주),49520,11-Dec,-6463758,100156961
유아이엘(주),49520,12-Dec,6912358,106829266
유아이엘(주),49520,13-Dec,11185348,117305482
유아이엘(주),49520,14-Dec,14715351,123571937
유아이엘(주),49520,15-Dec,-2350171,114749518
유아이엘(주),49520,16-Dec,10226270,136490123
유아이엘(주),49520,17-Dec,1345472,127323253
유아이엘(주),49520,18-Dec,-1680383,109852921
유아이엘(주),49520,19-Dec,-495243,100724285
유엔젤(주),72130,11-Dec,1816837,81183778
유엔젤(주),72130,12-Dec,-12006943,67938953
유엔젤(주),72130,13-Dec,-1818220,64474491
유엔젤(주),72130,14-Dec,-8140001,54637308
유엔젤(주),72130,15-Dec,599602,54289010
유엔젤(주),72130,16-Dec,-7292307,45704952
유엔젤(주),72130,17-Dec,-6398280,39156030
유엔젤(주),72130,18-Dec,1468576,39555870
유엔젤(주),72130,19-Dec,-3618570,35635861
유진기업(주),23410,11-Dec,-137569062,460830859
유진기업(주),23410,12-Dec,23176822,532031390
유진기업(주),23410,13-Dec,12897519,516956920
유진기업(주),23410,14-Dec,-6580048,587068623
유진기업(주),23410,15-Dec,16306477,592557563
유진기업(주),23410,16-Dec,61757952,648780434
유진기업(주),23410,17-Dec,85186162,727901346
유진기업(주),23410,18-Dec,23389685,766618173
유진기업(주),23410,19-Dec,20775492,779040117
율촌화학(주),8730,11-Dec,21969515,294337985
율촌화학(주),8730,12-Dec,22606300,304170115
율촌화학(주),8730,13-Dec,27490155,318899617
율촌화학(주),8730,14-Dec,9052054,314103603
율촌화학(주),8730,15-Dec,13985125,314803977
율촌화학(주),8730,16-Dec,20920336,321188999
율촌화학(주),8730,17-Dec,27306351,335727088
율촌화학(주),8730,18-Dec,13811638,334340294
율촌화학(주),8730,19-Dec,18758588,340792792
이건산업(주),8250,11-Dec,-4032532,81217860
이건산업(주),8250,12-Dec,537024,82415366
이건산업(주),8250,13-Dec,880270,88041225
이건산업(주),8250,14-Dec,99465,87821220
이건산업(주),8250,15-Dec,-3318466,80897621
이건산업(주),8250,16-Dec,1067606,80230310
이건산업(주),8250,17-Dec,2729054,80718452
이건산업(주),8250,18-Dec,-3466383,93320803
이건산업(주),8250,19-Dec,6229799,97385818
이구산업(주),25820,11-Dec,1178991,123747280
이구산업(주),25820,12-Dec,-8345673,116259383
이구산업(주),25820,13-Dec,-9727249,106781183
이구산업(주),25820,14-Dec,2145994,108920324
이구산업(주),25820,15-Dec,-10984730,96948464
이구산업(주),25820,16-Dec,4499790,100985632
이구산업(주),25820,17-Dec,11247919,110414135
이구산업(주),25820,18-Dec,-2631187,104707340
이구산업(주),25820,19-Dec,-3359895,101223011
이노시스(주),56090,15-Dec,-810810,62845628
이노시스(주),56090,16-Dec,1808837,62939683
이노시스(주),56090,17-Dec,-5212913,59535570
이노시스(주),56090,18-Dec,-15169281,43977132
이노시스(주),56090,19-Dec,-1890150,38411505
이니텍(주),53350,11-Dec,1879726,72567274
이니텍(주),53350,12-Dec,2674082,77482044
이니텍(주),53350,13-Dec,10905506,85369700
이니텍(주),53350,14-Dec,4632899,79392018
이니텍(주),53350,15-Dec,3835064,83197355
이니텍(주),53350,16-Dec,4710533,88037493
이니텍(주),53350,17-Dec,2733529,91097729
이니텍(주),53350,18-Dec,977735,92202046
이니텍(주),53350,19-Dec,-326061,91082137
이스트아시아홀딩스인베스트먼트리미티드,900110,11-Dec,,
이스트아시아홀딩스인베스트먼트리미티드,900110,12-Dec,,
이스트아시아홀딩스인베스트먼트리미티드,900110,13-Dec,,
이스트아시아홀딩스인베스트먼트리미티드,900110,14-Dec,,
이스트아시아홀딩스인베스트먼트리미티드,900110,15-Dec,,
이스트아시아홀딩스인베스트먼트리미티드,900110,16-Dec,,
이스트아시아홀딩스인베스트먼트리미티드,900110,17-Dec,,
이스트아시아홀딩스인베스트먼트리미티드,900110,18-Dec,,
이스트아시아홀딩스인베스트먼트리미티드,900110,19-Dec,,
이엠코리아(주),95190,11-Dec,2981439,51114149
이엠코리아(주),95190,12-Dec,3892395,58593286
이엠코리아(주),95190,13-Dec,1142609,59110392
이엠코리아(주),95190,14-Dec,640128,60871365
이엠코리아(주),95190,15-Dec,-125130,58213896
이엠코리아(주),95190,16-Dec,-6416161,55586246
이엠코리아(주),95190,17-Dec,1161095,78165170
이엠코리아(주),95190,18-Dec,2251805,92039394
이엠코리아(주),95190,19-Dec,-7327998,90285793
이연제약(주),102460,11-Dec,19779374,105470068
이연제약(주),102460,12-Dec,16990559,126355265
이연제약(주),102460,13-Dec,11292961,140393988
이연제약(주),102460,14-Dec,11593286,155505805
이연제약(주),102460,15-Dec,11337933,217828173
이연제약(주),102460,16-Dec,11792016,193418040
이연제약(주),102460,17-Dec,12859902,219782422
이연제약(주),102460,18-Dec,3883081,227878434
이연제약(주),102460,19-Dec,6301830,224074481
이원다이애그노믹스(주),245620,18-Dec,-6930344,51048176
이원다이애그노믹스(주),245620,19-Dec,-8814867,46735809
이원컴포텍(주),88290,11-Dec,802781,13014517
이원컴포텍(주),88290,12-Dec,57470,12868535
이원컴포텍(주),88290,13-Dec,-2484842,13115370
이원컴포텍(주),88290,14-Dec,-1304195,11847349
이원컴포텍(주),88290,15-Dec,1044474,12346098
이원컴포텍(주),88290,16-Dec,-4204267,9724691
이원컴포텍(주),88290,17-Dec,-3770231,9424233
이원컴포텍(주),88290,18-Dec,-2823472,7398636
이원컴포텍(주),88290,19-Dec,1464700,17648743
이지케어텍(주),99750,19-Mar,3900832,46101046
이트론(주),96040,11-Dec,-5661817,18976632
이트론(주),96040,12-Dec,-1434026,17496402
이트론(주),96040,13-Dec,518369,23458431
이트론(주),96040,14-Dec,-2067925,30840785
이트론(주),96040,15-Dec,-8131724,33728103
이트론(주),96040,16-Dec,-9797163,50472767
이트론(주),96040,17-Dec,-1863753,48726002
이트론(주),96040,18-Dec,-6233930,44621645
이트론(주),96040,19-Dec,-3154790,65386564
이화공영(주),1840,11-Dec,937634,32173631
이화공영(주),1840,12-Dec,1038838,33212469
이화공영(주),1840,13-Dec,842530,33216230
이화공영(주),1840,14-Dec,1514171,40721229
이화공영(주),1840,15-Dec,1480854,41441866
이화공영(주),1840,16-Dec,1411157,42161760
이화공영(주),1840,17-Dec,1637770,42505927
이화공영(주),1840,18-Dec,474263,42863017
이화공영(주),1840,19-Dec,268264,42715453
이화산업(주),760,11-Mar,6957699,44680932
이화산업(주),760,12-Mar,-1804888,42548505
이화산업(주),760,13-Mar,4458982,46547631
이화산업(주),760,14-Mar,-4229548,42379517
이화산업(주),760,15-Mar,24580409,66258861
이화산업(주),760,16-Mar,-251392,66162315
이화산업(주),760,17-Dec,-771255,66350059
이화산업(주),760,18-Dec,-100311,66005292
이화산업(주),760,19-Dec,-3925360,62120861
이화전기공업(주),24810,11-Dec,967025,71727961
이화전기공업(주),24810,12-Dec,-11456572,66122294
이화전기공업(주),24810,13-Dec,-18370562,59342658
이화전기공업(주),24810,14-Dec,-20067331,40415543
이화전기공업(주),24810,15-Dec,-1806578,49759245
이화전기공업(주),24810,16-Dec,-4343398,66261711
이화전기공업(주),24810,17-Dec,5642020,104186424
이화전기공업(주),24810,18-Dec,-1967364,189437786
이화전기공업(주),24810,19-Dec,75695,209584808
인베니아(주),79950,11-Dec,-1736572,54164933
인베니아(주),79950,12-Dec,-20123109,32485111
인베니아(주),79950,13-Dec,4591156,36813848
인베니아(주),79950,14-Dec,-3944729,33141986
인베니아(주),79950,15-Dec,1856164,34511184
인베니아(주),79950,16-Dec,8272872,42417947
인베니아(주),79950,17-Dec,1175476,43466422
인베니아(주),79950,18-Dec,5405306,45454354
인베니아(주),79950,19-Dec,1908018,45383777
인선이엔티(주),60150,11-Dec,494056,155287693
인선이엔티(주),60150,12-Dec,-5222137,148482394
인선이엔티(주),60150,13-Dec,9205782,143156518
인선이엔티(주),60150,14-Dec,-9341141,151711481
인선이엔티(주),60150,15-Dec,1494369,153816744
인선이엔티(주),60150,16-Dec,1955748,155484294
인선이엔티(주),60150,17-Dec,-2270258,163390415
인선이엔티(주),60150,18-Dec,14037071,183363582
인선이엔티(주),60150,19-Dec,12313985,209324812
인지컨트롤스(주),23800,11-Dec,6960813,119260193
인지컨트롤스(주),23800,12-Dec,9771721,127558486
인지컨트롤스(주),23800,13-Dec,13508050,138959163
인지컨트롤스(주),23800,14-Dec,5537459,140281241
인지컨트롤스(주),23800,15-Dec,11634270,150925977
인지컨트롤스(주),23800,16-Dec,2169072,150644908
인지컨트롤스(주),23800,17-Dec,-1646716,148092959
인지컨트롤스(주),23800,18-Dec,-553125,144955323
인지컨트롤스(주),23800,19-Dec,2447137,145788165
인천도시가스(주),34590,11-Dec,11142354,128357503
인천도시가스(주),34590,12-Dec,9580738,132464885
인천도시가스(주),34590,13-Dec,10285386,138683256
인천도시가스(주),34590,14-Dec,23420735,156473020
인천도시가스(주),34590,15-Dec,7158568,159535221
인천도시가스(주),34590,16-Dec,8591880,162821421
인천도시가스(주),34590,17-Dec,13728650,171030365
인천도시가스(주),34590,18-Dec,16320413,180252636
인천도시가스(주),34590,19-Dec,11254067,185708555
인크로스(주),216050,16-Dec,6326489,46801792
인크로스(주),216050,17-Dec,8161882,61826249
인크로스(주),216050,18-Dec,8223148,70080553
인크로스(주),216050,19-Dec,9111625,69396603
인탑스(주),49070,11-Dec,17804944,273742247
인탑스(주),49070,12-Dec,40651210,308187640
인탑스(주),49070,13-Dec,18560077,326381247
인탑스(주),49070,14-Dec,-9047853,312767775
인탑스(주),49070,15-Dec,12864137,325507702
인탑스(주),49070,16-Dec,38899997,361064975
인탑스(주),49070,17-Dec,1660303,359337548
인탑스(주),49070,18-Dec,1390374,357307636
인탑스(주),49070,19-Dec,12140287,367573845
인터지스(주),129260,11-Dec,13830409,194832637
인터지스(주),129260,12-Dec,12562316,205593626
인터지스(주),129260,13-Dec,-33886761,171794249
인터지스(주),129260,14-Dec,91285,181639635
인터지스(주),129260,15-Dec,10212255,193274343
인터지스(주),129260,16-Dec,9294929,200641746
인터지스(주),129260,17-Dec,4736526,224189394
인터지스(주),129260,18-Dec,-14833778,204645274
인터지스(주),129260,19-Dec,-39981571,164585713
인포뱅크(주),39290,11-Dec,3576629,44463596
인포뱅크(주),39290,12-Dec,16332775,54989177
인포뱅크(주),39290,13-Dec,-2029336,51225504
인포뱅크(주),39290,14-Dec,-3820797,45746875
인포뱅크(주),39290,15-Dec,1172674,47704520
인포뱅크(주),39290,16-Dec,1335030,49302008
인포뱅크(주),39290,17-Dec,1480011,51308776
인포뱅크(주),39290,18-Dec,2625424,51595588
인포뱅크(주),39290,19-Dec,552687,50869744
인화정공(주),101930,11-Dec,11299695,116262973
인화정공(주),101930,12-Dec,5101685,118138879
인화정공(주),101930,13-Dec,1407017,120715477
인화정공(주),101930,14-Dec,638160,121230280
인화정공(주),101930,15-Dec,-145890,120877652
인화정공(주),101930,16-Dec,-2228406,118460442
인화정공(주),101930,17-Dec,2167944,120398371
인화정공(주),101930,18-Dec,1683324,121582774
인화정공(주),101930,19-Dec,208729,121722052
일동제약(주),249420,16-Dec,12604787,268439806
일동제약(주),249420,17-Dec,19385372,284678798
일동제약(주),249420,18-Dec,12116166,275860913
일동제약(주),249420,19-Dec,-13540726,251854891
일동홀딩스(주),230,11-Dec,24813189,304216541
일동홀딩스(주),230,12-Dec,18058073,318868676
일동홀딩스(주),230,13-Dec,7197428,321860060
일동홀딩스(주),230,14-Dec,12749762,328398817
일동홀딩스(주),230,15-Dec,21531187,345033565
일동홀딩스(주),230,16-Dec,267889441,103917542
일동홀딩스(주),230,17-Dec,643491,171887052
일동홀딩스(주),230,18-Dec,3294440,173241586
일동홀딩스(주),230,19-Dec,-13883341,156363491
일성건설(주),13360,11-Dec,3523022,148626913
일성건설(주),13360,12-Dec,-15624608,131751409
일성건설(주),13360,13-Dec,-2609425,128165701
일성건설(주),13360,14-Dec,-34751646,92214824
일성건설(주),13360,15-Dec,2153219,93700177
일성건설(주),13360,16-Dec,2695522,101108154
일성건설(주),13360,17-Dec,-15927705,83683432
일성건설(주),13360,18-Dec,3162814,90116741
일성건설(주),13360,19-Dec,2262893,91453599
일성신약(주),3120,11-Dec,35083007,331704598
일성신약(주),3120,12-Dec,36451736,318058997
일성신약(주),3120,13-Dec,7955018,322744183
일성신약(주),3120,14-Dec,4034564,328682557
일성신약(주),3120,15-Dec,98853931,318342584
일성신약(주),3120,16-Dec,3017242,320100826
일성신약(주),3120,17-Dec,2628653,322826230
일성신약(주),3120,18-Dec,2945529,324335049
일성신약(주),3120,19-Dec,6718550,345489453
일신방직(주),3200,11-Dec,1101456,479865732
일신방직(주),3200,12-Dec,-12191134,464473729
일신방직(주),3200,13-Dec,16321685,483059656
일신방직(주),3200,14-Dec,5966073,484044539
일신방직(주),3200,15-Dec,12357381,489731685
일신방직(주),3200,16-Dec,12416723,498052370
일신방직(주),3200,17-Dec,2162480,492459560
일신방직(주),3200,18-Dec,11521402,500319488
일신방직(주),3200,19-Dec,-5996427,486711928
일양약품(주),7570,11-Mar,2108819,125330249
일양약품(주),7570,12-Mar,1386265,177471498
일양약품(주),7570,13-Mar,2073287,181877369
일양약품(주),7570,14-Mar,3963178,183880576
일양약품(주),7570,15-Mar,-12910357,169325659
일양약품(주),7570,16-Dec,2807838,194777109
일양약품(주),7570,17-Dec,3348692,185497993
일양약품(주),7570,18-Dec,-9456536,176860676
일양약품(주),7570,19-Dec,4102111,180961710
일정실업(주),8500,11-Dec,-420776,43468872
일정실업(주),8500,12-Dec,4129432,45413753
일정실업(주),8500,13-Dec,1814961,45174440
일정실업(주),8500,14-Dec,3815366,46938267
일정실업(주),8500,15-Dec,7763036,52860694
일정실업(주),8500,16-Dec,3335844,55020218
일정실업(주),8500,17-Dec,-3802897,49770941
일정실업(주),8500,18-Dec,-5327286,43297471
일정실업(주),8500,19-Dec,-9177815,34087708
일진다이아몬드(주),81000,11-Dec,11085962,62065780
일진다이아몬드(주),81000,12-Dec,6855041,67287520
일진다이아몬드(주),81000,13-Dec,5779378,71309966
일진다이아몬드(주),81000,14-Dec,5810616,75054954
일진다이아몬드(주),81000,15-Dec,11614916,86110485
일진다이아몬드(주),81000,16-Dec,4133232,89745681
일진다이아몬드(주),81000,17-Dec,7606409,98544696
일진다이아몬드(주),81000,18-Dec,6338941,102375559
일진다이아몬드(주),81000,19-Dec,1573149,172710986
일진디스플레이(주),20760,11-Dec,30671701,89787934
일진디스플레이(주),20760,12-Dec,64131776,150861833
일진디스플레이(주),20760,13-Dec,48115961,150394117
일진디스플레이(주),20760,14-Dec,13957158,158307090
일진디스플레이(주),20760,15-Dec,-23572893,130661660
일진디스플레이(주),20760,16-Dec,-66684182,63832826
일진디스플레이(주),20760,17-Dec,17564292,82663725
일진디스플레이(주),20760,18-Dec,1659061,80970752
일진디스플레이(주),20760,19-Dec,-29254834,51476183
일진머티리얼즈(주),20150,11-Dec,13601357,329617123
