회사명,거래소코드,회계년도,[제조]당기순이익(손실)(IFRS연결),[제조]자본(*)(IFRS연결)
진양폴리우레탄(주),10640,13-Dec,,
진양폴리우레탄(주),10640,14-Dec,,
진양폴리우레탄(주),10640,15-Dec,,
진양폴리우레탄(주),10640,16-Dec,,
진양폴리우레탄(주),10640,17-Dec,,
진양폴리우레탄(주),10640,18-Dec,,
진양폴리우레탄(주),10640,19-Dec,7552694,26584063
진양화학(주),51630,11-Dec,,
진양화학(주),51630,12-Dec,,
진양화학(주),51630,13-Dec,,
진양화학(주),51630,14-Dec,,
진양화학(주),51630,15-Dec,,
진양화학(주),51630,16-Dec,,
진양화학(주),51630,17-Dec,,
진양화학(주),51630,18-Dec,,
진양화학(주),51630,19-Dec,,
진원생명과학(주),11000,11-Dec,-4937077,33794273
진원생명과학(주),11000,12-Dec,-8888478,26740777
진원생명과학(주),11000,13-Dec,-8362870,23710828
진원생명과학(주),11000,14-Dec,-6491730,34731187
진원생명과학(주),11000,15-Dec,1413763,39438882
진원생명과학(주),11000,16-Dec,-15598930,35852185
진원생명과학(주),11000,17-Dec,-23729655,36540306
진원생명과학(주),11000,18-Dec,-11897643,29410157
진원생명과학(주),11000,19-Dec,-7618563,24060167
진흥기업(주),2780,11-Dec,-212788220,-10818120
진흥기업(주),2780,12-Dec,-85699172,106348490
진흥기업(주),2780,13-Dec,-72428788,35147008
진흥기업(주),2780,14-Dec,-17572317,109886043
진흥기업(주),2780,15-Dec,-42813489,65886716
진흥기업(주),2780,16-Dec,-75220395,-10008709
진흥기업(주),2780,17-Dec,21831870,75873925
진흥기업(주),2780,18-Dec,,
진흥기업(주),2780,19-Dec,,
차이나크리스탈신소재홀딩스,900250,14-Dec,20416262,130878188
차이나크리스탈신소재홀딩스,900250,15-Dec,26354728,159756340
차이나크리스탈신소재홀딩스,900250,16-Dec,26255368,202397934
차이나크리스탈신소재홀딩스,900250,17-Dec,28378856,215697424
차이나크리스탈신소재홀딩스,900250,18-Dec,25152543,238150139
차이나크리스탈신소재홀딩스,900250,19-Dec,22563142,265020752
참엔지니어링(주),9310,11-Dec,15495043,103163759
참엔지니어링(주),9310,12-Dec,-20636584,79376428
참엔지니어링(주),9310,13-Dec,12772876,94100461
참엔지니어링(주),9310,14-Dec,-17367440,78206144
참엔지니어링(주),9310,15-Dec,-17516366,25139969
참엔지니어링(주),9310,16-Dec,13004673,53597651
참엔지니어링(주),9310,17-Dec,14614997,64874912
참엔지니어링(주),9310,18-Dec,14325367,84474023
참엔지니어링(주),9310,19-Dec,-16511430,79083680
참존글로벌(주),158310,13-Dec,,
참존글로벌(주),158310,14-Dec,,
참존글로벌(주),158310,15-Dec,-11868938,16239431
참존글로벌(주),158310,16-Dec,-8286440,21171264
참존글로벌(주),158310,17-Dec,-6405307,19034328
참존글로벌(주),158310,18-Dec,-10297533,20018557
참존글로벌(주),158310,19-Dec,-8402343,29285657
참좋은여행(주),94850,11-Dec,,
참좋은여행(주),94850,12-Dec,,
참좋은여행(주),94850,13-Dec,,
참좋은여행(주),94850,14-Dec,,
참좋은여행(주),94850,15-Dec,,
참좋은여행(주),94850,16-Dec,,
참좋은여행(주),94850,17-Dec,,
참좋은여행(주),94850,18-Dec,,
참좋은여행(주),94850,19-Dec,,
카페24(주),42000,18-Dec,-28248530,114688922
카페24(주),42000,19-Dec,7782008,152268369
커머스마이너 (주),223310,15-Dec,,
커머스마이너 (주),223310,16-Dec,,
커머스마이너 (주),223310,17-Dec,-27635431,15201068
커머스마이너 (주),223310,18-Dec,-25253937,30502464
커머스마이너 (주),223310,19-Dec,-2899962,31605553
컨버즈(주),109070,11-Dec,,
컨버즈(주),109070,12-Dec,,
컨버즈(주),109070,13-Dec,,
컨버즈(주),109070,14-Dec,,
컨버즈(주),109070,15-Dec,,
컨버즈(주),109070,16-Dec,-16333146,22621673
컨버즈(주),109070,17-Dec,-18244624,10635300
컨버즈(주),109070,18-Dec,-18220314,1285355
컨버즈(주),109070,19-Dec,-15957068,-3195389
컬러레이홀딩스,900310,16-Dec,19896729,42856040
컬러레이홀딩스,900310,17-Dec,23690094,109095676
컬러레이홀딩스,900310,18-Dec,26453562,132058373
컬러레이홀딩스,900310,19-Dec,24200498,158264232
케이디켐(주),221980,15-Dec,6315265,58271092
케이디켐(주),221980,16-Dec,8220604,63951040
케이디켐(주),221980,17-Dec,6643183,67128372
케이디켐(주),221980,18-Dec,6853617,72335805
케이디켐(주),221980,19-Dec,7491614,77268625
케이만금세기차륜집단유한공사,900280,15-Dec,14393675,56268368
케이만금세기차륜집단유한공사,900280,16-Dec,18283847,100450436
케이만금세기차륜집단유한공사,900280,17-Dec,19134869,112534379
케이만금세기차륜집단유한공사,900280,18-Dec,21220568,170632212
케이만금세기차륜집단유한공사,900280,19-Dec,21716747,216327581
케이비아이동국실업(주),1620,11-Dec,21969890,147594323
케이비아이동국실업(주),1620,12-Dec,12336243,158933084
케이비아이동국실업(주),1620,13-Dec,22314325,180713937
케이비아이동국실업(주),1620,14-Dec,-4781298,173442650
케이비아이동국실업(주),1620,15-Dec,4884978,182393076
케이비아이동국실업(주),1620,16-Dec,15614547,191693376
케이비아이동국실업(주),1620,17-Dec,-41101827,181718959
케이비아이동국실업(주),1620,18-Dec,-10111398,179341632
케이비아이동국실업(주),1620,19-Dec,275498,176376145
케이비아이메탈(주),24840,11-Dec,,
케이비아이메탈(주),24840,12-Dec,,
케이비아이메탈(주),24840,13-Dec,15325132,64876713
케이비아이메탈(주),24840,14-Dec,-9057489,58178159
케이비아이메탈(주),24840,15-Dec,,
케이비아이메탈(주),24840,16-Dec,,
케이비아이메탈(주),24840,17-Dec,6120821,79381058
케이비아이메탈(주),24840,18-Dec,4400083,82621481
케이비아이메탈(주),24840,19-Dec,6810934,93306973
케이씨그린홀딩스(주),9440,11-Dec,19271205,165841275
케이씨그린홀딩스(주),9440,12-Dec,38313935,192223007
케이씨그린홀딩스(주),9440,13-Dec,14473779,212026973
케이씨그린홀딩스(주),9440,14-Dec,25803,194098632
케이씨그린홀딩스(주),9440,15-Dec,13413053,195821588
케이씨그린홀딩스(주),9440,16-Dec,6737747,208319392
케이씨그린홀딩스(주),9440,17-Dec,9361783,248164622
케이씨그린홀딩스(주),9440,18-Dec,18769762,286727587
케이씨그린홀딩스(주),9440,19-Dec,14327973,294365102
케이씨코트렐(주),119650,11-Dec,,
케이씨코트렐(주),119650,12-Dec,,
케이씨코트렐(주),119650,13-Dec,3811276,71819474
케이씨코트렐(주),119650,14-Dec,-7648413,60318225
케이씨코트렐(주),119650,15-Dec,-6750936,56076088
케이씨코트렐(주),119650,16-Dec,910730,70312013
케이씨코트렐(주),119650,17-Dec,6887020,77697476
케이씨코트렐(주),119650,18-Dec,2198641,77727445
케이씨코트렐(주),119650,19-Dec,674316,76228698
케이알모터스(주),40,11-Dec,1904749,68764654
케이알모터스(주),40,12-Dec,-8232051,60797171
케이알모터스(주),40,13-Dec,-6614448,57314659
케이알모터스(주),40,14-Dec,-12727830,45776368
케이알모터스(주),40,15-Dec,-16596448,67746455
케이알모터스(주),40,16-Dec,-9978618,62744019
케이알모터스(주),40,17-Dec,-31501348,45221543
케이알모터스(주),40,18-Dec,-24442080,69894605
케이알모터스(주),40,19-Dec,-41041685,35210017
케이에이치건설(주),226360,15-Dec,,
케이에이치건설(주),226360,16-Dec,,
케이에이치건설(주),226360,17-Dec,,
케이에이치건설(주),226360,18-Dec,3078376,39769741
케이에이치건설(주),226360,19-Dec,-4873118,40337454
케이에이치전자(주),111870,11-Dec,8998541,72697777
케이에이치전자(주),111870,12-Dec,6810427,77393278
케이에이치전자(주),111870,13-Dec,5596772,80672934
케이에이치전자(주),111870,14-Dec,1617889,79615692
케이에이치전자(주),111870,15-Dec,6205863,83093059
케이에이치전자(주),111870,16-Dec,7001468,85191753
케이에이치전자(주),111870,17-Dec,3475828,84102711
케이에이치전자(주),111870,18-Dec,2654440,84890564
케이에이치전자(주),111870,19-Dec,-19356795,133916977
케이엠제약(주),225430,15-Dec,,
케이엠제약(주),225430,16-Dec,,
케이엠제약(주),225430,17-Dec,,
케이엠제약(주),225430,18-Dec,,
케이엠제약(주),225430,19-Dec,,
케이지이티에스(주),151860,13-Dec,12407006,107431728
케이지이티에스(주),151860,14-Dec,16183985,119846455
케이지이티에스(주),151860,15-Dec,,
케이지이티에스(주),151860,16-Dec,,
케이지이티에스(주),151860,17-Dec,,
케이지이티에스(주),151860,18-Dec,11266355,150131064
케이지이티에스(주),151860,19-Dec,,
케이지케미칼(주),1390,11-Dec,12315521,279875340
케이지케미칼(주),1390,12-Dec,22703561,286034076
케이지케미칼(주),1390,13-Dec,22995924,412269584
케이지케미칼(주),1390,14-Dec,40661444,433166113
케이지케미칼(주),1390,15-Dec,41854916,464019140
케이지케미칼(주),1390,16-Dec,28347117,510212081
케이지케미칼(주),1390,17-Dec,10207707,577775684
케이지케미칼(주),1390,18-Dec,27765618,604158562
케이지케미칼(주),1390,19-Dec,219341423,1351574946
케이피엑스라이프사이언스(주),114450,11-Dec,,
케이피엑스라이프사이언스(주),114450,12-Dec,,
케이피엑스라이프사이언스(주),114450,13-Dec,,
케이피엑스라이프사이언스(주),114450,14-Dec,,
케이피엑스라이프사이언스(주),114450,15-Dec,,
케이피엑스라이프사이언스(주),114450,16-Dec,,
케이피엑스라이프사이언스(주),114450,17-Dec,,
케이피엑스라이프사이언스(주),114450,18-Dec,,
케이피엑스라이프사이언스(주),114450,19-Dec,,
케이피엑스케미칼(주),25000,11-Dec,51639071,307332921
케이피엑스케미칼(주),25000,12-Dec,37009834,337199706
케이피엑스케미칼(주),25000,13-Dec,25547625,349244807
케이피엑스케미칼(주),25000,14-Dec,40934548,382509765
케이피엑스케미칼(주),25000,15-Dec,35579615,406601021
케이피엑스케미칼(주),25000,16-Dec,34059688,430009282
케이피엑스케미칼(주),25000,17-Dec,27116333,442814148
케이피엑스케미칼(주),25000,18-Dec,12016347,443651301
케이피엑스케미칼(주),25000,19-Dec,42158176,476062519
케이피엑스홀딩스(주),92230,11-Dec,62735096,848890474
케이피엑스홀딩스(주),92230,12-Dec,42805302,884307865
케이피엑스홀딩스(주),92230,13-Dec,6240150,859264939
케이피엑스홀딩스(주),92230,14-Dec,38096267,858795246
케이피엑스홀딩스(주),92230,15-Dec,61528344,898574571
케이피엑스홀딩스(주),92230,16-Dec,53425479,936238978
케이피엑스홀딩스(주),92230,17-Dec,58375729,1190459201
케이피엑스홀딩스(주),92230,18-Dec,14744540,1125886810
케이피엑스홀딩스(주),92230,19-Dec,75765291,1181330883
코나아이(주),52400,11-Dec,28626871,88270192
코나아이(주),52400,12-Dec,18882195,107560197
코나아이(주),52400,13-Dec,21382559,139670804
코나아이(주),52400,14-Dec,25995795,180139772
코나아이(주),52400,15-Dec,29230514,210618665
코나아이(주),52400,16-Dec,-424739,186199868
코나아이(주),52400,17-Dec,-38026690,141490846
코나아이(주),52400,18-Dec,-50128550,95497497
코나아이(주),52400,19-Dec,-9657095,85928652
코드네이처(주),78940,11-Dec,-20738631,18359625
코드네이처(주),78940,12-Dec,-4589010,13659620
코드네이처(주),78940,13-Dec,-3807111,10795144
코드네이처(주),78940,14-Dec,-6654218,7537852
코드네이처(주),78940,15-Dec,-266926,10866310
코드네이처(주),78940,16-Dec,-14486764,35189828
코드네이처(주),78940,17-Dec,-33974005,4953342
코드네이처(주),78940,18-Dec,-13963933,4377247
코드네이처(주),78940,19-Dec,-4567623,19058349
코리아에프티(주),123410,11-Dec,,
코리아에프티(주),123410,12-Dec,18161827,77458754
코리아에프티(주),123410,13-Dec,18119359,94771355
코리아에프티(주),123410,14-Dec,18299373,109646297
코리아에프티(주),123410,15-Dec,15305499,120172449
코리아에프티(주),123410,16-Dec,12546511,125480368
코리아에프티(주),123410,17-Dec,2290769,122459049
코리아에프티(주),123410,18-Dec,3984064,121109037
코리아에프티(주),123410,19-Dec,5684939,125799418
코스맥스(주),192820,14-Dec,15756825,80534412
코스맥스(주),192820,15-Dec,18885577,96519736
코스맥스(주),192820,16-Dec,31440053,207314509
코스맥스(주),192820,17-Dec,15520151,228386785
코스맥스(주),192820,18-Dec,21062588,241846270
코스맥스(주),192820,19-Dec,18319679,316472579
코스맥스비티아이(주),44820,11-Dec,11478412,61070691
코스맥스비티아이(주),44820,12-Dec,22336320,79987500
코스맥스비티아이(주),44820,13-Dec,24351654,102316751
코스맥스비티아이(주),44820,14-Dec,15890507,275555982
코스맥스비티아이(주),44820,15-Dec,10309140,325411818
코스맥스비티아이(주),44820,16-Dec,24498005,346647700
코스맥스비티아이(주),44820,17-Dec,5849104,343677799
코스맥스비티아이(주),44820,18-Dec,12559397,359848363
코스맥스비티아이(주),44820,19-Dec,-13904654,355990101
코스맥스엔비티(주),222040,15-Dec,8569487,64154435
코스맥스엔비티(주),222040,16-Dec,17108378,82521234
코스맥스엔비티(주),222040,17-Dec,6373059,86393160
코스맥스엔비티(주),222040,18-Dec,7641534,92251108
코스맥스엔비티(주),222040,19-Dec,-17722534,71796912
코스모신소재(주),5070,11-Dec,,
코스모신소재(주),5070,12-Dec,,
코스모신소재(주),5070,13-Dec,,
코스모신소재(주),5070,14-Dec,,
코스모신소재(주),5070,15-Dec,,
코스모신소재(주),5070,16-Dec,,
코스모신소재(주),5070,17-Dec,,
코스모신소재(주),5070,18-Dec,,
코스모신소재(주),5070,19-Dec,,
코스모화학(주),5420,11-Dec,,
코스모화학(주),5420,12-Dec,,
코스모화학(주),5420,13-Dec,-5776860,304427362
코스모화학(주),5420,14-Dec,-56428514,273815980
코스모화학(주),5420,15-Dec,-121885266,154415109
코스모화학(주),5420,16-Dec,-72508542,105474565
코스모화학(주),5420,17-Dec,27336842,158350953
코스모화학(주),5420,18-Dec,-8839041,162468753
코스모화학(주),5420,19-Dec,-14545817,231236985
코아스템(주),166480,15-Dec,277295,67092152
코아스템(주),166480,16-Dec,-1218281,77761080
코아스템(주),166480,17-Dec,-4754604,80885812
코아스템(주),166480,18-Dec,-3082155,77796948
코아스템(주),166480,19-Dec,-4370276,74552660
코오롱글로벌(주),3070,11-Dec,13707577,478802096
코오롱글로벌(주),3070,12-Dec,-23288415,444957641
코오롱글로벌(주),3070,13-Dec,-75988300,393450158
코오롱글로벌(주),3070,14-Dec,21367402,504448446
코오롱글로벌(주),3070,15-Dec,-25420154,437615093
코오롱글로벌(주),3070,16-Dec,6137320,436212269
코오롱글로벌(주),3070,17-Dec,15249106,465432241
코오롱글로벌(주),3070,18-Dec,14451160,446731381
코오롱글로벌(주),3070,19-Dec,33589060,455012423
코오롱생명과학(주),102940,11-Dec,,
코오롱생명과학(주),102940,12-Dec,,
코오롱생명과학(주),102940,13-Dec,,
코오롱생명과학(주),102940,14-Dec,,
코오롱생명과학(주),102940,15-Dec,,
코오롱생명과학(주),102940,16-Dec,,
코오롱생명과학(주),102940,17-Dec,,
코오롱생명과학(주),102940,18-Dec,,
코오롱생명과학(주),102940,19-Dec,,
코오롱인더스트리(주),120110,11-Dec,338572908,1791833951
코오롱인더스트리(주),120110,12-Dec,171148614,1882630730
코오롱인더스트리(주),120110,13-Dec,113672188,1945583972
코오롱인더스트리(주),120110,14-Dec,39640555,2009107282
코오롱인더스트리(주),120110,15-Dec,-145126814,1964382179
코오롱인더스트리(주),120110,16-Dec,175966156,2125275934
코오롱인더스트리(주),120110,17-Dec,122735810,2322447482
코오롱인더스트리(주),120110,18-Dec,42925109,2208534246
코오롱인더스트리(주),120110,19-Dec,22121808,2126336443
코오롱티슈진(주),950160,17-Dec,,
코오롱티슈진(주),950160,18-Dec,,
코오롱티슈진(주),950160,19-Dec,,
코오롱플라스틱(주),138490,11-Dec,11546050,87685687
코오롱플라스틱(주),138490,12-Dec,7765818,93391977
코오롱플라스틱(주),138490,13-Dec,-3149167,88526814
코오롱플라스틱(주),138490,14-Dec,1833385,90546014
코오롱플라스틱(주),138490,15-Dec,8989601,97516750
코오롱플라스틱(주),138490,16-Dec,17680498,174829185
코오롱플라스틱(주),138490,17-Dec,17521747,194532078
코오롱플라스틱(주),138490,18-Dec,12266308,197347690
코오롱플라스틱(주),138490,19-Dec,5389003,197633735
코웨이(주),21240,11-Dec,167053757,737902513
코웨이(주),21240,12-Dec,94042698,785084821
코웨이(주),21240,13-Dec,245074652,940888509
코웨이(주),21240,14-Dec,249668412,1039435029
코웨이(주),21240,15-Dec,343120385,1238227831
코웨이(주),21240,16-Dec,243311232,1183343759
코웨이(주),21240,17-Dec,325607409,982256530
코웨이(주),21240,18-Dec,349811489,1087698232
코웨이(주),21240,19-Dec,332207677,1077195585
코웰패션(주),33290,11-Dec,6658395,128424836
코웰패션(주),33290,12-Dec,-4261839,125778687
코웰패션(주),33290,13-Dec,11255522,84440616
코웰패션(주),33290,14-Dec,-7250205,78016217
코웰패션(주),33290,15-Dec,10442321,117632289
코웰패션(주),33290,16-Dec,21997926,135198697
코웰패션(주),33290,17-Dec,46658250,172104278
코웰패션(주),33290,18-Dec,53350633,219215158
코웰패션(주),33290,19-Dec,54430696,256344977
코위버(주),56360,11-Dec,1694883,56994433
코위버(주),56360,12-Dec,2890177,59962472
코위버(주),56360,13-Dec,6297509,65712398
코위버(주),56360,14-Dec,7510689,72034318
코위버(주),56360,15-Dec,9289476,82657338
코위버(주),56360,16-Dec,6620118,88413776
코위버(주),56360,17-Dec,6511899,94341497
코위버(주),56360,18-Dec,6198516,99639550
코위버(주),56360,19-Dec,20638977,118644697
콜마비앤에이치(주),200130,14-Dec,,
콜마비앤에이치(주),200130,15-Dec,1177111,100938298
콜마비앤에이치(주),200130,16-Dec,29743678,128741965
콜마비앤에이치(주),200130,17-Dec,47436930,177924388
콜마비앤에이치(주),200130,18-Dec,49322397,206529135
콜마비앤에이치(주),200130,19-Dec,54752737,254551409
쿠쿠홀딩스(주),192400,14-Dec,90732490,440966482
쿠쿠홀딩스(주),192400,15-Dec,74553485,506180217
쿠쿠홀딩스(주),192400,16-Dec,80091564,567342138
쿠쿠홀딩스(주),192400,17-Dec,451975425,357819541
쿠쿠홀딩스(주),192400,18-Dec,84572623,609460415
쿠쿠홀딩스(주),192400,19-Dec,79433102,673685233
쿠쿠홈시스(주),284740,18-Dec,38179507,379732253
쿠쿠홈시스(주),284740,19-Dec,79879070,457815914
큐렉소(주),60280,11-Dec,-10628683,32394714
큐렉소(주),60280,12-Dec,-18242181,49480929
큐렉소(주),60280,13-Dec,-14595058,35085670
큐렉소(주),60280,14-Dec,-22267345,13940907
큐렉소(주),60280,15-Dec,-25016644,52186928
큐렉소(주),60280,16-Dec,,
큐렉소(주),60280,17-Dec,,
큐렉소(주),60280,18-Dec,,
큐렉소(주),60280,19-Dec,,
크로바하이텍(주),43590,11-Dec,-258899,35710919
크로바하이텍(주),43590,12-Dec,4532585,40142374
크로바하이텍(주),43590,13-Dec,-2145120,40300756
크로바하이텍(주),43590,14-Dec,-3396590,37191879
크로바하이텍(주),43590,15-Dec,-3500905,33431677
크로바하이텍(주),43590,16-Dec,-258533,33765047
크로바하이텍(주),43590,17-Dec,-883648,31891511
크로바하이텍(주),43590,18-Dec,-31215503,26019585
크로바하이텍(주),43590,19-Dec,-7477696,16038456
크루셜텍(주),114120,11-Dec,12627939,122801222
크루셜텍(주),114120,12-Dec,-11096823,117880882
크루셜텍(주),114120,13-Dec,-18699635,109147059
크루셜텍(주),114120,14-Dec,-34697208,91546465
크루셜텍(주),114120,15-Dec,9608918,97513880
크루셜텍(주),114120,16-Dec,288829,104995682
크루셜텍(주),114120,17-Dec,-63733422,85086555
크루셜텍(주),114120,18-Dec,-53631814,85379111
크루셜텍(주),114120,19-Dec,-45131058,43588075
크리스탈지노믹스(주),83790,11-Dec,-9448312,30371161
크리스탈지노믹스(주),83790,12-Dec,-11819648,22267548
크리스탈지노믹스(주),83790,13-Dec,-11405566,36163555
크리스탈지노믹스(주),83790,14-Dec,-11930796,55027659
크리스탈지노믹스(주),83790,15-Dec,-5141977,73638997
크리스탈지노믹스(주),83790,16-Dec,-3766382,83264874
크리스탈지노믹스(주),83790,17-Dec,-8575453,91586917
크리스탈지노믹스(주),83790,18-Dec,6907591,184467049
크리스탈지노믹스(주),83790,19-Dec,-38091103,225216865
키네마스터(주),139670,11-Dec,,
키네마스터(주),139670,12-Dec,,
키네마스터(주),139670,13-Dec,,
키네마스터(주),139670,14-Dec,2491882,23959526
키네마스터(주),139670,15-Dec,-1191553,22829749
키네마스터(주),139670,16-Dec,-5262828,17936158
키네마스터(주),139670,17-Dec,-4289608,13504730
키네마스터(주),139670,18-Dec,-3144984,12360434
키네마스터(주),139670,19-Dec,61731,12530645
태경산업(주),15890,11-Dec,25587992,259871985
태경산업(주),15890,12-Dec,24560628,276031969
태경산업(주),15890,13-Dec,7640532,281670392
태경산업(주),15890,14-Dec,7250627,270088529
태경산업(주),15890,15-Dec,-8297535,257359685
태경산업(주),15890,16-Dec,4364516,262584017
태경산업(주),15890,17-Dec,7751750,263417998
태경산업(주),15890,18-Dec,14442560,310319252
태경산업(주),15890,19-Dec,25552233,343200741
태경케미컬(주),6890,11-Dec,7826863,71313721
태경케미컬(주),6890,12-Dec,7198996,77327392
태경케미컬(주),6890,13-Dec,4169646,86582053
태경케미컬(주),6890,14-Dec,6107007,94664318
태경케미컬(주),6890,15-Dec,5365380,97714276
태경케미컬(주),6890,16-Dec,3820249,95634294
태경케미컬(주),6890,17-Dec,1639019,97456647
태경케미컬(주),6890,18-Dec,2906256,107995673
태경케미컬(주),6890,19-Dec,9823097,118491356
태광산업(주),3240,11-Dec,366280674,2570743590
태광산업(주),3240,12-Dec,115498604,2583470964
태광산업(주),3240,13-Dec,113939554,2703830831
태광산업(주),3240,14-Dec,122820168,2853123654
태광산업(주),3240,15-Dec,104614215,2950098391
태광산업(주),3240,16-Dec,44525681,2977231031
태광산업(주),3240,17-Dec,179184350,3174267713
태광산업(주),3240,18-Dec,249125392,3504988738
태광산업(주),3240,19-Dec,167539648,3483815471
태림포장(주),11280,11-Dec,,
태림포장(주),11280,12-Dec,,
태림포장(주),11280,13-Dec,,
태림포장(주),11280,14-Dec,,
태림포장(주),11280,15-Dec,-12334615,373985520
태림포장(주),11280,16-Dec,-58376301,313143466
태림포장(주),11280,17-Dec,-677420,312429261
태림포장(주),11280,18-Dec,28676653,337674392
태림포장(주),11280,19-Dec,21694174,320901765
태양금속공업(주),4100,11-Dec,786265,91792073
태양금속공업(주),4100,12-Dec,1630374,90770116
태양금속공업(주),4100,13-Dec,1489562,92377414
태양금속공업(주),4100,14-Dec,6708400,99319980
태양금속공업(주),4100,15-Dec,3951906,100651754
태양금속공업(주),4100,16-Dec,9605401,107840524
태양금속공업(주),4100,17-Dec,-4167314,103821910
태양금속공업(주),4100,18-Dec,-5440408,97815510
태양금속공업(주),4100,19-Dec,-22140537,71628322
태원물산(주),1420,11-Dec,,
태원물산(주),1420,12-Dec,,
태원물산(주),1420,13-Dec,,
태원물산(주),1420,14-Dec,,
태원물산(주),1420,15-Dec,,
태원물산(주),1420,16-Dec,,
태원물산(주),1420,17-Dec,,
태원물산(주),1420,18-Dec,,
태원물산(주),1420,19-Dec,,
태평양물산(주),7980,11-Dec,3311152,108823434
태평양물산(주),7980,12-Dec,-1573834,107265640
태평양물산(주),7980,13-Dec,3206344,161105392
태평양물산(주),7980,14-Dec,1089118,167852256
태평양물산(주),7980,15-Dec,-17325284,155888583
태평양물산(주),7980,16-Dec,-53314936,113259059
태평양물산(주),7980,17-Dec,9917161,136953259
태평양물산(주),7980,18-Dec,10381488,150993363
태평양물산(주),7980,19-Dec,11233484,184332131
테고사이언스(주),191420,14-Dec,,
테고사이언스(주),191420,15-Dec,,
테고사이언스(주),191420,16-Dec,753896,26062707
테고사이언스(주),191420,17-Dec,-6273278,36570187
테고사이언스(주),191420,18-Dec,-1860194,46700617
테고사이언스(주),191420,19-Dec,831875,47828069
테라사이언스(주),73640,11-Dec,1265846,57002721
테라사이언스(주),73640,12-Dec,2894712,59211498
테라사이언스(주),73640,13-Dec,-5411397,54483545
테라사이언스(주),73640,14-Dec,-7552779,47178824
테라사이언스(주),73640,15-Dec,-29055382,13824104
테라사이언스(주),73640,16-Dec,,
테라사이언스(주),73640,17-Dec,-2329327,10622253
테라사이언스(주),73640,18-Dec,-1989123,24359121
테라사이언스(주),73640,19-Dec,-2755497,26679591
텔코웨어(주),78000,11-Dec,5552885,89217979
텔코웨어(주),78000,12-Dec,6773394,85764297
텔코웨어(주),78000,13-Dec,10839720,96487253
텔코웨어(주),78000,14-Dec,7610954,100154054
텔코웨어(주),78000,15-Dec,7786158,104518484
텔코웨어(주),78000,16-Dec,4503624,105276474
텔코웨어(주),78000,17-Dec,5300434,107841955
텔코웨어(주),78000,18-Dec,6343551,110730691
텔코웨어(주),78000,19-Dec,4283361,111098080
티와이엠(주),2900,11-Dec,-6620440,142956118
티와이엠(주),2900,12-Dec,-1294895,142833806
티와이엠(주),2900,13-Dec,-1454944,140144148
티와이엠(주),2900,14-Dec,-8895307,128852760
티와이엠(주),2900,15-Dec,2647239,130381460
티와이엠(주),2900,16-Dec,3681720,132649072
티와이엠(주),2900,17-Dec,-22604786,108764686
티와이엠(주),2900,18-Dec,-22760684,104263548
티와이엠(주),2900,19-Dec,5224426,147108980
티제이미디어(주),32540,11-Dec,6198208,81322823
티제이미디어(주),32540,12-Dec,3936460,80154043
티제이미디어(주),32540,13-Dec,521632,81586629
티제이미디어(주),32540,14-Dec,-230716,79681303
티제이미디어(주),32540,15-Dec,2046184,81076415
티제이미디어(주),32540,16-Dec,861502,79915966
티제이미디어(주),32540,17-Dec,1674129,80618597
티제이미디어(주),32540,18-Dec,-1589132,77560824
티제이미디어(주),32540,19-Dec,901690,78231917
티케이지애강(주),22220,11-Dec,-3674097,36968270
티케이지애강(주),22220,12-Dec,7453316,46861735
티케이지애강(주),22220,13-Dec,-9242209,37390838
티케이지애강(주),22220,14-Dec,-13739961,51719099
티케이지애강(주),22220,15-Dec,-1882489,49587077
티케이지애강(주),22220,16-Dec,5577584,54893500
티케이지애강(주),22220,17-Dec,9528745,63927476
티케이지애강(주),22220,18-Dec,7510360,71647309
티케이지애강(주),22220,19-Dec,11522828,83018386
티케이지휴켐스(주),69260,11-Dec,51537570,455899190
티케이지휴켐스(주),69260,12-Dec,52194435,460490248
티케이지휴켐스(주),69260,13-Dec,50290636,463552743
티케이지휴켐스(주),69260,14-Dec,38041971,473093565
티케이지휴켐스(주),69260,15-Dec,34222746,472873771
티케이지휴켐스(주),69260,16-Dec,39903581,493308278
티케이지휴켐스(주),69260,17-Dec,110056577,598814980
티케이지휴켐스(주),69260,18-Dec,105081366,666062399
티케이지휴켐스(주),69260,19-Dec,70312286,671651234
팅크웨어(주),84730,11-Dec,,
팅크웨어(주),84730,12-Dec,,
팅크웨어(주),84730,13-Dec,-2719680,102078620
팅크웨어(주),84730,14-Dec,953947,103050639
팅크웨어(주),84730,15-Dec,919853,124634975
팅크웨어(주),84730,16-Dec,2107564,135130777
팅크웨어(주),84730,17-Dec,2220487,144155424
팅크웨어(주),84730,18-Dec,1918367,145388900
팅크웨어(주),84730,19-Dec,4050708,149175482
파나케이아(주),58530,11-Dec,263657,18598940
파나케이아(주),58530,12-Dec,-3625798,17368675
파나케이아(주),58530,13-Dec,717415,19330990
파나케이아(주),58530,14-Dec,-2799260,20786073
파나케이아(주),58530,15-Dec,420975,28915893
파나케이아(주),58530,16-Dec,69107,51072555
파나케이아(주),58530,17-Dec,-23768813,47108071
파나케이아(주),58530,18-Dec,-17434471,54113474
파나케이아(주),58530,19-Dec,-24929147,55848972
파미셀(주),5690,11-Dec,-18185956,82820051
파미셀(주),5690,12-Dec,-17649474,101582029
파미셀(주),5690,13-Dec,-25700965,82420814
