,회사명,거래소코드,회계년도,이자보상배율
524,(주)베노홀딩스,206400,16-Dec,-5670.94
525,(주)베노홀딩스,206400,17-Dec,-1589.2
526,(주)베노홀딩스,206400,18-Dec,-8.56
527,(주)베노홀딩스,206400,19-Dec,3.63
528,(주)브이티지엠피,18290,11-Dec,-0.54
529,(주)브이티지엠피,18290,12-Dec,-1.25
530,(주)브이티지엠피,18290,13-Dec,0.48
531,(주)브이티지엠피,18290,14-Dec,0.12
532,(주)브이티지엠피,18290,15-Dec,-3.42
533,(주)브이티지엠피,18290,16-Dec,-3.97
534,(주)브이티지엠피,18290,17-Dec,-3.18
535,(주)브이티지엠피,18290,18-Dec,12.26
536,(주)브이티지엠피,18290,19-Dec,6.35
537,(주)블루베리엔에프티,44480,11-Dec,-26.11
538,(주)블루베리엔에프티,44480,12-Dec,18.55
539,(주)블루베리엔에프티,44480,13-Dec,14.09
540,(주)블루베리엔에프티,44480,14-Dec,-23.18
541,(주)블루베리엔에프티,44480,15-Dec,-33.34
542,(주)블루베리엔에프티,44480,16-Dec,-30.94
543,(주)블루베리엔에프티,44480,17-Dec,-37.14
544,(주)블루베리엔에프티,44480,18-Dec,-0.42
545,(주)블루베리엔에프티,44480,19-Dec,-1.87
546,(주)비덴트,121800,12-Jun,66.78
547,(주)비덴트,121800,13-Dec,2.13
548,(주)비덴트,121800,14-Dec,4.68
549,(주)비덴트,121800,15-Dec,-6.47
550,(주)비덴트,121800,16-Dec,-3.93
551,(주)비덴트,121800,17-Dec,-6.15
552,(주)비덴트,121800,18-Dec,1.08
553,(주)비덴트,121800,19-Dec,-1.13
554,(주)비보존헬스케어,82800,11-Dec,-2.93
